Name,Team,Season,FIP,WAR,xFIP,WPA,SIERA,Barrel%,HardHit%,xERA,EV,NameASCII,PlayerId,MLBAMID
Jose Quintana,- - -,2017,3.67707433,4.032201529,3.732793214,-0.518231988,3.801492163,0.0546875,0.35546875,4.09,87.55156482,Jose Quintana,11423,500779
Gio González,WSN,2017,3.928783973,3.791883469,4.243183926,3.558333874,4.405685779,0.04339964,0.27848101,3.71,86.06016932,Gio Gonzalez,7448,461829
Jeff Samardzija,SFG,2017,3.610288192,3.770524502,3.59959689,-0.053169906,3.632062774,0.05960265,0.33609272,3.87,87.36887281,Jeff Samardzija,3254,502188
Yu Darvish,- - -,2017,3.827282629,3.674003243,3.652673649,0.977724195,3.710005419,0.05679513,0.31440162,3.71,86.22661294,Yu Darvish,13074,506433
Michael Fulmer,DET,2017,3.67383401,3.635687113,4.235480912,0.666019797,4.475489794,0.03891051,0.29182879,4.12,86.11376083,Michael Fulmer,13218,605242
Danny Duffy,KCR,2017,3.458323076,3.593958378,4.394232107,1.049979925,4.314390401,0.0483871,0.30645161,4.09,87.01213431,Danny Duffy,3542,518633
Zack Godley,ARI,2017,3.409252576,3.451378737,3.321757373,1.98354996,3.671144359,0.05940594,0.38861386,3.68,87.95307474,Zack Godley,14862,643327
Kenley Jansen,LAD,2017,1.313736294,3.432819843,1.820270501,5.570107937,1.481374308,0.04285714,0.22857143,1.76,84.15956026,Kenley Jansen,3096,445276
Marcus Stroman,TOR,2017,3.89893317,3.401106596,3.584998584,2.178567886,3.845507703,0.04817276,0.3820598,4.24,88.65662358,Marcus Stroman,13431,573186
Gerrit Cole,PIT,2017,4.083748069,3.385694265,3.807231952,0.634269953,3.974743182,0.07407407,0.33501684,4.33,86.32872962,Gerrit Cole,13125,543037
Jon Gray,COL,2017,3.175766581,3.30568552,3.448508854,1.47642982,3.740398544,0.03785489,0.31861199,3.84,85.52810121,Jon Gray,14916,592351
Robbie Ray,ARI,2017,3.719368036,3.294699907,3.487791058,2.041687965,3.53027275,0.05121294,0.42318059,3.76,89.87524146,Robbie Ray,11486,592662
Brad Peacock,HOU,2017,3.066730609,3.218257457,3.725930332,2.308995992,3.763427763,0.04307692,0.27692308,3.03,85.66680069,Brad Peacock,5401,502748
Craig Kimbrel,BOS,2017,1.418508875,3.206731796,1.499724778,4.475493908,1.182858215,0.1,0.45454545,2.35,92.02047164,Craig Kimbrel,6655,518886
Carlos Martinez,STL,2017,3.908859262,3.192461729,3.628386263,1.434725881,3.850823359,0.04270463,0.33096085,3.42,86.95389774,Carlos Martinez,11682,593372
Jameson Taillon,PIT,2017,3.479335479,3.171323538,3.886673409,0.184735984,4.236138603,0.03883495,0.31067961,3.98,86.32339844,Jameson Taillon,11674,592791
Chase Anderson,MIL,2017,3.582168011,3.161268234,4.333346957,2.703786135,4.144414188,0.03865979,0.26804124,3.2,85.48941799,Chase Anderson,6895,502624
Alex Wood,LAD,2017,3.321753467,3.147443533,3.3378202,2.295431942,3.574988114,0.04057279,0.27446301,3.32,85.56397078,Alex Wood,13781,622072
Michael Wacha,STL,2017,3.634500847,3.127042294,3.878874235,-0.735505879,4.137279554,0.04742268,0.29896907,3.98,87.17222259,Michael Wacha,14078,608379
Charlie Morton,HOU,2017,3.464457865,3.102012396,3.581909944,0.594720006,3.70124566,0.04347826,0.30179028,3.68,85.35035824,Charlie Morton,4676,450203
Patrick Corbin,ARI,2017,4.075038549,3.03590118,3.887325409,0.808461994,4.124574027,0.06335616,0.35273973,4.42,87.91807147,Patrick Corbin,9323,571578
Drew Pomeranz,BOS,2017,3.837102366,2.961220503,4.145844817,2.431093931,4.307654981,0.06288032,0.35294118,4.33,87.85864258,Drew Pomeranz,11426,519141
Roberto Osuna,TOR,2017,1.735764355,2.947903156,2.571669672,-0.395502001,2.267855293,0.02597403,0.31168831,2.37,85.97871492,Roberto Osuna,13764,532077
Mike Leake,- - -,2017,3.899575148,2.9241153,3.90755647,0.186049938,4.150662645,0.04785479,0.35478548,4.42,87.62964328,Mike Leake,10130,502190
J.A. Happ,TOR,2017,3.763144239,2.86520195,3.940018444,0.924060106,4.105836652,0.04109589,0.31050228,3.6,85.94909216,J.A. Happ,7410,457918
Jon Lester,CHC,2017,4.098599077,2.859462023,3.852305944,0.07295607,4.065141108,0.05009634,0.29479769,3.95,86.33010888,Jon Lester,4930,452657
Lance McCullers Jr.,HOU,2017,3.098650921,2.838556528,3.166612703,0.050404005,3.414770675,0.04559271,0.32522796,3.6,87.44439374,Lance McCullers Jr.,14120,621121
Trevor Bauer,CLE,2017,3.88353766,2.812078103,3.604038453,1.448657908,3.802207379,0.06557377,0.38934426,4.42,89.40407553,Trevor Bauer,12703,545333
Dylan Bundy,BAL,2017,4.38357297,2.778189659,4.77132759,0.955177903,4.4517999,0.06967213,0.3647541,4.45,88.78908697,Dylan Bundy,12917,605164
Tanner Roark,WSN,2017,4.133742581,2.754839625,4.152476426,-1.512338102,4.313286909,0.05185185,0.32777778,4.24,86.9383315,Tanner Roark,8753,543699
Corey Knebel,MIL,2017,2.526060557,2.750704527,2.974281703,4.383676052,2.713040836,0.05673759,0.32624113,2.61,86.43445871,Corey Knebel,15010,608349
Sonny Gray,- - -,2017,3.903019524,2.745900333,3.762134073,-0.250179827,4.084056705,0.06021505,0.3827957,4.12,87.41796448,Sonny Gray,12768,543243
José Berríos,MIN,2017,3.84413859,2.721175693,4.508149381,0.698111959,4.286104046,0.04807692,0.29567308,3.98,85.86673718,Jose Berrios,14168,621244
Ervin Santana,MIN,2017,4.463633322,2.71498704,4.770381209,2.752491951,4.597177634,0.05573248,0.30095541,3.84,85.96869927,Ervin Santana,3200,429722
Zach Davies,MIL,2017,4.223841728,2.684435368,4.417538505,0.640185833,4.719531822,0.0381558,0.30683625,4.93,86.22766852,Zach Davies,13183,605200
Masahiro Tanaka,NYY,2017,4.340817197,2.596226215,3.435226815,0.212055892,3.517267686,0.08235294,0.35882353,4.27,87.98977413,Masahiro Tanaka,15764,547888
Marco Estrada,TOR,2017,4.609252478,2.587109327,5.091668271,-0.453381985,4.689160954,0.06104129,0.30341113,3.98,86.98634228,Marco Estrada,1118,462136
Pat Neshek,- - -,2017,1.858174029,2.579788208,3.258632998,2.443011999,2.699216003,0.03125,0.26875,2.02,85.17144696,Pat Neshek,4682,450212
Kevin Gausman,BAL,2017,4.480853944,2.56108737,4.328957705,0.977234066,4.413476436,0.07130125,0.33511586,5.2,87.67601393,Kevin Gausman,14107,592332
Jordan Montgomery,NYY,2017,4.065364957,2.554745197,4.449292686,0.773076057,4.34130613,0.05960265,0.31788079,4.04,86.9918316,Jordan Montgomery,16511,656756
Jake Arrieta,CHC,2017,4.155659436,2.521620035,4.11243706,0.811788023,4.145481303,0.05427975,0.33402923,3.98,87.38191612,Jake Arrieta,4153,453562
Trevor Williams,PIT,2017,4.029036476,2.514891319,4.486763831,0.525859982,4.634295159,0.04525862,0.29310345,4.33,86.33072591,Trevor Williams,16977,592866
Kyle Hendricks,CHC,2017,3.880790026,2.51307559,3.763100706,2.22668004,4.080099149,0.04197531,0.29135802,3.92,85.00742486,Kyle Hendricks,12049,543294
Taijuan Walker,ARI,2017,4.041114213,2.458652735,4.343654985,0.306298047,4.4203023,0.0491453,0.35042735,4.21,88.70466537,Taijuan Walker,11836,592836
Germán Márquez,COL,2017,4.404553157,2.440741539,4.177186638,0.915179849,4.270693665,0.06237425,0.36217304,4.54,88.71305872,German Marquez,15038,608566
Chad Green,NYY,2017,1.751842126,2.414933972,2.545007287,2.020958064,2.032108238,0.0610687,0.4351145,2.63,90.01955128,Chad Green,15552,643338
Jhoulys Chacín,SDP,2017,4.261151833,2.32924962,4.538752522,1.196932197,4.628877582,0.05323194,0.28326996,4.04,86.25420206,Jhoulys Chacin,2608,468504
Jason Hammel,KCR,2017,4.372057473,2.300953627,4.924292329,-1.577939987,4.654303888,0.05980066,0.3372093,5.23,88.17852493,Jason Hammel,4538,434628
Rich Hill,LAD,2017,3.717836233,2.287492752,3.881090088,1.353634,3.612754658,0.07012195,0.28963415,3.27,86.01228659,Rich Hill,4806,448179
Dallas Keuchel,HOU,2017,3.789218553,2.276245117,3.317561278,2.633394241,3.611435602,0.04878049,0.32195122,3.5,85.52921282,Dallas Keuchel,9434,572971
Felipe Vázquez,PIT,2017,2.467374091,2.270096779,3.028569768,3.495846272,2.852595472,0.03723404,0.26595745,2.57,84.59116184,Felipe Vazquez,12076,553878
Andrew Miller,CLE,2017,1.992746101,2.266522884,2.59096956,3.766893864,2.338516339,0.03252033,0.21138211,2.35,82.54792733,Andrew Miller,6785,453192
Alex Cobb,TBR,2017,4.161357195,2.238739014,4.242871683,2.215490341,4.483212442,0.05496454,0.35106383,4.54,88.22148228,Alex Cobb,6562,502171
Andrew Cashner,TEX,2017,4.60963965,2.228787184,5.296713405,1.584218144,5.517079123,0.03486239,0.32293578,4.73,87.10008953,Andrew Cashner,8782,488768
Martín Pérez,TEX,2017,4.649531586,2.220926285,4.696739639,-0.235761926,5.040310627,0.05103668,0.32535885,5.63,87.11938989,Martin Perez,6902,527048
Iván Nova,PIT,2017,4.462452635,2.220523834,4.187166798,-0.175505832,4.451622445,0.06382979,0.35515548,5.1,89.42593202,Ivan Nova,1994,467100
Mike Minor,KCR,2017,2.616867091,2.216754198,3.589301093,1.965046048,3.163855194,0.0255102,0.30612245,2.31,85.64997944,Mike Minor,10021,501985
Sean Manaea,OAK,2017,4.096715294,2.20016408,4.527789256,-0.832001984,4.507862523,0.04928131,0.41273101,4.7,89.35459979,Sean Manaea,15873,640455
Chad Kuhl,PIT,2017,4.244504136,2.18927145,4.614880773,-0.155501902,4.786151538,0.05,0.38478261,4.8,88.82065255,Chad Kuhl,14975,641771
Brandon McCarthy,LAD,2017,3.276344724,2.189032838,4.340914948,0.175735999,4.547998162,0.0070922,0.21985816,3.68,85.1980122,Brandon McCarthy,4662,435221
Anthony Swarzak,- - -,2017,2.743846441,2.184445143,3.483363244,2.542257905,3.024673835,0.03723404,0.29787234,2.47,87.44783266,Anthony Swarzak,7466,461872
Clayton Richard,SDP,2017,4.226896396,2.176915169,3.763578756,-1.506348014,4.05882218,0.0421875,0.334375,4.57,87.4009875,Clayton Richard,3551,453385
Danny Salazar,CLE,2017,3.478028002,2.149320304,3.213524619,0.717166007,3.397686376,0.07287449,0.31578947,4.24,88.52301726,Danny Salazar,5867,517593
Tommy Kahnle,- - -,2017,1.833171193,2.133783817,2.507800136,-0.430670075,2.247296972,0.03546099,0.35460993,2.49,88.64615304,Tommy Kahnle,11384,592454
Mike Clevinger,CLE,2017,3.848050673,2.074014395,4.052625089,2.16581782,4.242606112,0.05960265,0.33774834,4.18,87.22327029,Mike Clevinger,12808,605182
Josh Tomlin,CLE,2017,4.115086399,2.058021784,4.113947805,-0.450927913,4.169083889,0.06768559,0.36244541,5.44,88.48218645,Josh Tomlin,9388,458708
Matthew Boyd,DET,2017,4.505787977,2.055099662,5.012432997,-0.893585862,4.937639373,0.05922551,0.29612756,4.83,86.59471281,Matthew Boyd,15440,571510
Yusmeiro Petit,LAA,2017,2.851070283,2.052234679,3.770834485,2.896459907,3.093048445,0.04273504,0.34188034,2.87,87.04937558,Yusmeiro Petit,4020,433589
Archie Bradley,ARI,2017,2.609694317,2.044642687,3.213195056,2.709432125,3.188100169,0.04761905,0.37037037,3.3,88.28109249,Archie Bradley,12918,605151
Kyle Freeland,COL,2017,4.567896208,2.031361267,4.70198376,0.583205819,4.927022978,0.0372549,0.33333333,4.39,86.06224485,Kyle Freeland,16256,607536
Jerad Eickhoff,PHI,2017,4.298264558,2.023041964,4.855081593,-1.034209847,4.71856815,0.055,0.3425,4.96,89.00539864,Jerad Eickhoff,12664,595191
Rick Porcello,BOS,2017,4.603541478,2.019940376,4.431076011,-0.971127987,4.277166723,0.07076923,0.35384615,4.96,88.21384137,Rick Porcello,2717,519144
Dan Straily,MIA,2017,4.57782326,2.000622749,4.699665682,-0.091653846,4.433564995,0.05805243,0.29400749,4.01,87.1692531,Dan Straily,9460,573185
Eduardo Rodriguez,BOS,2017,3.973173614,1.993020862,4.259978065,0.272747923,4.052130021,0.07692308,0.31034483,4.09,86.27349634,Eduardo Rodriguez,13164,593958
Ryan Madson,- - -,2017,1.988147904,1.949363947,2.421798556,1.600042105,2.323965534,0.03597122,0.28776978,2.55,84.94641024,Ryan Madson,1852,425492
Jaime García,- - -,2017,4.246811603,1.94713065,4.183942776,-0.830230102,4.536067589,0.05219207,0.36951983,4.57,87.22127986,Jaime Garcia,8137,448802
Raisel Iglesias,CIN,2017,2.697113471,1.881794333,3.246170965,3.136389971,3.173852982,0.03763441,0.26344086,2.92,86.11195101,Raisel Iglesias,17130,628452
David Robertson,- - -,2017,2.57227383,1.862773478,2.758407315,2.879078031,2.498688499,0.02857143,0.33571429,2.37,87.2919568,David Robertson,8241,502085
Luis Castillo,CIN,2017,3.73972918,1.862150908,3.41335164,1.055644155,3.626713096,0.03539823,0.30088496,2.87,85.90122137,Luis Castillo,15689,622491
Mike Foltynewicz,ATL,2017,4.332964486,1.809152543,4.596719477,-0.179361939,4.572697274,0.05,0.33125,4.93,88.46145551,Mike Foltynewicz,10811,592314
Joe Smith,- - -,2017,2.102084064,1.800220013,2.390873702,2.434289843,2.326666634,0.04545455,0.31818182,2.61,85.79228292,Joe Smith,3281,501925
Sean Doolittle,- - -,2017,2.592704552,1.795857191,3.474899293,3.318412006,2.77804968,0.048,0.192,2.02,82.53693808,Sean Doolittle,1581,448281
Jason Vargas,KCR,2017,4.67155418,1.791463017,4.935668867,1.17552793,4.858913226,0.05008945,0.3255814,4.57,87.00139408,Jason Vargas,8044,450306
Ken Giles,HOU,2017,2.391682216,1.79113555,3.094696183,1.880606055,2.807210429,0.03521127,0.33802817,2.59,86.85421317,Ken Giles,12910,571704
Blake Snell,TBR,2017,4.193722087,1.785714269,4.556487445,0.123066075,4.717147013,0.04336043,0.29810298,4.01,86.3215094,Blake Snell,13543,605483
Alex Claudio,TEX,2017,3.206026801,1.771807715,3.301967043,3.324360096,3.055407144,0.012,0.292,2.85,85.62875428,Alex Claudio,12890,592222
CC Sabathia,NYY,2017,4.48947835,1.751714349,4.112893359,1.268946052,4.446255833,0.04017857,0.29017857,4.27,84.97589951,CC Sabathia,404,282332
Kenta Maeda,LAD,2017,4.073272483,1.743628174,3.890775151,0.012128189,3.789280361,0.04232804,0.29100529,3.47,86.1949593,Kenta Maeda,18498,628317
Cole Hamels,TEX,2017,4.617099154,1.738228679,4.826843333,1.16000998,4.903011326,0.0494382,0.35955056,4.64,87.9410245,Cole Hamels,4972,430935
Nick Vincent,SEA,2017,2.817433335,1.734812021,4.745014416,1.74167192,4.228462423,0.04020101,0.26633166,3.45,85.71715291,Nick Vincent,7555,543883
Joakim Soria,KCR,2017,2.229068266,1.731676698,3.076914947,0.862008095,3.16049299,0.04081633,0.27210884,3.1,86.76181908,Joakim Soria,6941,465657
Luis Perdomo,SDP,2017,4.404075617,1.696109891,4.238433366,-1.645448089,4.454765071,0.04190476,0.36190476,4.86,88.0084193,Luis Perdomo,14682,606131
Brad Hand,SDP,2017,3.03158923,1.677727103,2.902114956,4.073999882,2.560133065,0.04444444,0.26666667,2.66,86.068558,Brad Hand,9111,543272
Seth Lugo,NYM,2017,3.94711324,1.649675231,4.175183071,-0.643067759,4.326008205,0.05864198,0.35493827,4.61,87.09199821,Seth Lugo,12447,607625
Madison Bumgarner,SFG,2017,3.950432487,1.634794116,4.074778716,0.789596021,3.938286276,0.07361963,0.3404908,4.01,88.55845204,Madison Bumgarner,5524,518516
Trevor Rosenthal,STL,2017,2.171625498,1.601426482,2.547607429,1.389872074,2.599670036,0.01923077,0.31730769,2.7,84.85269076,Trevor Rosenthal,10745,572096
Brandon Morrow,LAD,2017,1.554585886,1.600399971,2.93961096,1.337463975,2.804184635,0.01818182,0.34545455,2.41,87.42385525,Brandon Morrow,9346,453344
Juan Nicasio,- - -,2017,2.97791613,1.55523533,3.628581749,1.342382073,3.465540647,0.04060914,0.3248731,3.27,87.36395474,Juan Nicasio,7731,504379
Blake Parker,LAA,2017,2.712094955,1.547674298,2.734341413,1.532025695,2.507091236,0.05960265,0.33774834,2.92,87.44557466,Blake Parker,5224,453284
R.A. Dickey,ATL,2017,4.720797589,1.541499734,4.786191488,-0.843240201,4.904043651,0.03654485,0.2923588,4.36,86.17668112,R.A. Dickey,1245,285079
Dominic Leone,TOR,2017,2.94436949,1.535725236,3.681614156,1.080519795,3.256246159,0.05714286,0.31428571,3.06,86.43379464,Dominic Leone,13763,608678
Aroldis Chapman,NYY,2017,2.561613054,1.522423863,3.235740209,0.923114002,2.970917679,0.04237288,0.23728814,2.57,84.42669104,Aroldis Chapman,10233,547973
Brent Suter,MIL,2017,3.745394835,1.508285969,4.149085699,0.537874179,4.371996956,0.04347826,0.24505929,3.84,84.35174805,Brent Suter,13942,608718
Jake McGee,COL,2017,2.930895473,1.493770242,3.947511745,1.332177997,3.509909006,0.03896104,0.34415584,3.25,87.62918251,Jake McGee,7550,459429
Miguel González,- - -,2017,4.881998479,1.474903598,5.648458883,-0.182897881,5.389154719,0.06118547,0.35372849,5.1,88.34139961,Miguel Gonzalez,7024,456068
Bryan Shaw,CLE,2017,2.961987455,1.472578168,3.20464705,0.646417975,3.296086434,0.01843318,0.28571429,2.74,85.13080384,Bryan Shaw,8110,543766
David Price,BOS,2017,3.639782531,1.460722148,4.200435853,0.893075883,4.046160049,0.06103286,0.31924883,3.9,86.32369477,David Price,3184,456034
Dinelson Lamet,SDP,2017,4.347143962,1.433199048,4.1985816,-0.445465982,4.031854305,0.06993007,0.34615385,3.87,87.78731267,Dinelson Lamet,17186,659275
Adam Wainwright,STL,2017,4.292774736,1.422212664,4.403601966,0.587786081,4.701058259,0.04,0.3325,4.64,86.72307382,Adam Wainwright,2233,425794
Antonio Senzatela,COL,2017,4.516550669,1.417768121,4.284748066,0.624688014,4.549646554,0.05109489,0.34793187,4.64,87.68317436,Antonio Senzatela,15488,622608
Noah Syndergaard,NYM,2017,1.311485655,1.4164747,2.484325096,0.241815984,2.74121119,0.03488372,0.31395349,2.92,86.68453544,Noah Syndergaard,11762,592789
Sal Romano,CIN,2017,4.23809937,1.411833167,4.467617568,-0.669154048,4.717780202,0.03703704,0.34444444,3.92,87.35978065,Sal Romano,13690,607219
Cody Allen,CLE,2017,3.187342673,1.407470584,3.457480558,1.865164042,2.84224159,0.05988024,0.28742515,3.06,86.32230756,Cody Allen,12183,592102
Joe Biagini,TOR,2017,4.269060313,1.390036255,4.111136832,0.040192008,4.275767691,0.05053191,0.31117021,4.01,86.20338039,Joe Biagini,13194,607352
Blake Treinen,- - -,2017,3.421956924,1.358513623,3.566542611,-1.189037949,3.412985187,0.0361991,0.35294118,3.92,86.81205408,Blake Treinen,12572,595014
Luke Weaver,STL,2017,3.174214278,1.354393106,2.933695036,0.42706991,3.291561348,0.05555556,0.33950617,3.52,86.306867,Luke Weaver,16918,596133
Doug Fister,BOS,2017,3.976827893,1.352929063,4.178185224,-1.248867869,4.440543918,0.03358209,0.35820896,4.12,86.79210541,Doug Fister,9425,450729
Daniel Norris,DET,2017,4.387147737,1.351083167,5.057274804,-1.226615891,4.944115095,0.07033639,0.37920489,5.52,89.2652785,Daniel Norris,13475,596057
Fernando Rodney,ARI,2017,3.031133658,1.337111473,3.708639821,1.38223815,3.614215501,0.02173913,0.28985507,3.25,86.65414033,Fernando Rodney,494,407845
Mike Montgomery,CHC,2017,4.068354051,1.325153932,4.353107584,2.31655395,4.459640956,0.02917772,0.28116711,3.87,85.97507516,Mike Montgomery,4869,543557
Edubray Ramos,PHI,2017,2.914865101,1.294321775,3.678834089,-0.596401989,3.552378698,0.04575163,0.34640523,4.21,88.92088515,Edubray Ramos,16086,591693
Chris Devenski,HOU,2017,3.492350544,1.290803432,3.505780013,1.602754235,2.992383463,0.06382979,0.25531915,2.78,86.33625583,Chris Devenski,12763,606965
Jake Faria,TBR,2017,4.115332114,1.286720693,4.394652825,0.44187605,4.263660521,0.05063291,0.3628692,4.01,87.77123006,Jake Faria,13699,607188
Nick Pivetta,PHI,2017,4.871925212,1.260787845,4.260620492,-1.316717982,4.319314134,0.06527415,0.37075718,4.89,88.30749252,Nick Pivetta,15454,601713
Luis García,PHI,2017,3.115583612,1.259786487,3.890491234,0.101207934,3.89998579,0.02392344,0.33014354,3.3,86.63075457,Luis Garcia,6984,472610
Rafael Montero,NYM,2017,4.367723573,1.250943467,4.760865691,-2.540025949,4.877260672,0.03296703,0.25,4.42,84.59788644,Rafael Montero,12760,606160
Jesse Hahn,OAK,2017,3.616969804,1.226284131,4.555743167,-0.431898056,4.783841176,0.04761905,0.34632035,4.8,88.54317832,Jesse Hahn,13287,534910
Lance Lynn,STL,2017,4.815958165,1.219216347,4.746046876,1.856958151,4.847130981,0.05420561,0.27663551,4.27,86.59551267,Lance Lynn,2520,458681
Ty Blach,SFG,2017,4.422405476,1.215200327,5.006687682,-0.521748006,5.357883417,0.04,0.32869565,4.93,86.88155849,Ty Blach,14361,621389
Mychal Givens,BAL,2017,3.716961746,1.205792785,3.850762991,0.856455982,3.322885029,0.06091371,0.31979695,3.57,86.65483046,Mychal Givens,10430,571710
Scott Alexander,KCR,2017,3.230103486,1.198160291,3.206261917,0.987764001,3.11386449,0.03061224,0.35204082,3.55,86.64319912,Scott Alexander,10591,518397
Dellin Betances,NYY,2017,3.224678812,1.194871068,3.763543462,0.725788057,3.519766809,0.04716981,0.24528302,2.85,84.46666667,Dellin Betances,6216,476454
Alex Colomé,TBR,2017,3.367639726,1.190727592,4.321976013,2.633343935,4.051619257,0.04568528,0.35532995,3.1,87.86009725,Alex Colome,6661,517008
Jordan Zimmermann,DET,2017,5.182639501,1.182642579,5.405658613,-1.773494124,5.218136906,0.06976744,0.35599284,5.85,89.34762074,Jordan Zimmermann,4505,519455
Randall Delgado,ARI,2017,3.157639694,1.181379795,3.530915674,0.478626054,3.594738725,0.05405405,0.35675676,3.92,87.2560285,Randall Delgado,5985,517414
Adam Warren,NYY,2017,3.018104761,1.181096673,3.941644129,0.560700059,3.578044706,0.03267974,0.24836601,3.13,85.90127018,Adam Warren,9029,476589
Johnny Cueto,SFG,2017,4.494743674,1.174033523,4.449082516,-0.54499799,4.493029823,0.06651885,0.33259424,5.55,88.15521731,Johnny Cueto,6893,456501
Brad Brach,BAL,2017,3.584110282,1.165048599,4.050840203,1.234802008,3.771847888,0.05586592,0.33519553,3.79,86.86349888,Brad Brach,6627,542960
Héctor Neris,PHI,2017,3.706746912,1.144904494,4.212409677,2.593564034,3.53329457,0.07425743,0.33168317,3.98,87.62544071,Hector Neris,11804,593576
Tommy Hunter,TBR,2017,3.072412385,1.144821405,3.289215682,1.653672099,3.065146474,0.03355705,0.25503356,2.37,84.86988147,Tommy Hunter,1157,488984
Wade Davis,CHC,2017,3.379230627,1.140388846,3.565713289,3.54499197,3.290835426,0.06818182,0.28030303,3.6,85.05979742,Wade Davis,7441,451584
Kendall Graveman,OAK,2017,4.334854941,1.137781978,4.54258245,0.779895961,4.735932558,0.0591716,0.39349112,5.27,89.18130731,Kendall Graveman,15514,608665
Sean Newcomb,ATL,2017,4.187639773,1.126221418,4.524141594,-0.641681969,4.706207595,0.04912281,0.34385965,4.76,88.88099481,Sean Newcomb,16943,656794
Chris Rusin,COL,2017,3.639992635,1.123776078,3.49822289,2.636117935,3.351248683,0.03238866,0.27530364,3.34,85.6545319,Chris Rusin,9895,543734
Tyler Anderson,COL,2017,4.669267467,1.116471604,3.946734002,-0.502842039,4.135347197,0.06324111,0.30039526,4.24,85.7272569,Tyler Anderson,12880,542881
Justin Wilson,- - -,2017,3.381777677,1.114345312,4.039894472,0.860129893,3.689607223,0.03787879,0.27272727,3.1,86.58761456,Justin Wilson,4301,458677
Jeff Hoffman,COL,2017,4.798579376,1.096652471,5.10973778,0.12552394,4.882568119,0.06687898,0.35987261,4.76,87.71739058,Jeff Hoffman,17432,656546
Greg Holland,COL,2017,3.715779353,1.090685844,4.052162983,1.63498199,3.527367436,0.03623188,0.36231884,3.17,87.96897097,Greg Holland,7196,518813
Collin McHugh,HOU,2017,3.820797522,1.078822017,4.658954968,0.693159997,4.29520309,0.04891304,0.3423913,4.36,88.07043659,Collin McHugh,7531,543521
Tyler Chatwood,COL,2017,4.93867833,1.07301005,4.274150286,-0.089283993,4.778981048,0.05116279,0.32093023,4.7,86.31953521,Tyler Chatwood,4338,543022
Brett Cecil,STL,2017,3.261600098,1.052522302,3.653697391,-2.200248003,3.498734527,0.02564103,0.29230769,3.08,87.23605597,Brett Cecil,2660,446399
Josh Hader,MIL,2017,3.031765562,1.051059484,3.657466779,1.435901999,2.991720281,0.04255319,0.25531915,2.61,86.05891927,Josh Hader,14212,623352
Erasmo Ramírez,- - -,2017,4.429213292,1.037819713,4.283179878,0.682746381,4.203613557,0.06549118,0.36020151,4.57,88.56615521,Erasmo Ramirez,10314,541640
David Hernandez,- - -,2017,2.757639555,1.033958964,3.785043262,1.317825913,3.316118002,0.04605263,0.375,3.25,88.78042865,David Hernandez,4259,456696
Tyler Lyons,STL,2017,2.861343314,1.007514596,3.654400756,1.295112252,3.144694219,0.048,0.248,3.55,86.13826235,Tyler Lyons,11334,544928
