Name,Team,Season,BABIP,wOBA,wRC+,Off,Def,BsR,WAR,wRAA,UBR,WPA,Clutch,Barrel%,HardHit%,xBA,xSLG,NameASCII,PlayerId,MLBAMID
Bryce Harper,WSN,2015,0.369318181,0.461167957,197.2440055,77.73427418,-10.17090654,3.629633656,9.315669546,77.31970282,3.500000119,6.175080299,-2.052087284,0.12182741,0.47715736,0.292,0.544,Bryce Harper,11579,547180
Mike Trout,LAA,2015,0.34383202,0.414841969,170.5549087,58.68252778,6.640714049,3.000385249,9.299005022,55.38464282,2.599999905,5.156820774,-0.365037848,0.16113744,0.48578199,0.297,0.588,Mike Trout,10155,545361
Josh Donaldson,TOR,2015,0.313596491,0.397606785,154.363568,48.77726973,10.05827689,4.049022207,8.710970166,47.94800053,3.599999815,6.099982262,-0.281725831,0.11422846,0.46492986,0.279,0.545,Josh Donaldson,5038,518626
Joey Votto,CIN,2015,0.37075718,0.426902233,173.8401759,58.65051491,-11.77765396,-1.14689105,7.253964079,63.13788975,-2.599999905,6.11646843,-0.341768007,0.09466019,0.42475728,0.289,0.541,Joey Votto,4314,458015
Paul Goldschmidt,ARI,2015,0.382051282,0.417528461,163.0770178,54.12849801,-7.48161602,3.047335286,7.229978167,57.93227408,1.600000054,5.901580334,0.076305362,0.12264151,0.46462264,0.279,0.558,Paul Goldschmidt,9218,502671
Buster Posey,SFG,2015,0.320486815,0.363250305,135.0178648,23.76943088,20.78780127,-1.650977662,6.772103661,24.91061399,-0.5,3.583513737,0.612740326,0.0546875,0.37109375,0.309,0.498,Buster Posey,9166,457763
AJ Pollock,ARI,2015,0.337917485,0.370830672,131.0538411,31.05045683,11.93188334,6.698424707,6.768881649,30.98627376,3.899999976,3.024234056,-0.575908828,0.04536862,0.39130435,0.292,0.442,AJ Pollock,9256,572041
Manny Machado,BAL,2015,0.297352342,0.3701554,135.3986891,30.40312075,8.425988436,1.196518404,6.594378895,32.44323728,3.099999905,1.241233349,-1.972777742,0.07386364,0.41287879,0.267,0.452,Manny Machado,11493,592518
Lorenzo Cain,KCR,2015,0.346938775,0.360232368,128.1291369,25.99822623,11.78800344,6.337585195,6.105629563,22.69436812,3.59999986,3.827718973,1.835736773,0.04814004,0.38074398,0.301,0.473,Lorenzo Cain,9077,456715
Kris Bryant,CHC,2015,0.37758112,0.370767355,135.5601859,33.815417,3.558187485,6.882574149,6.098145229,29.89442219,3.299999714,5.95481205,1.668437233,0.10684932,0.44657534,0.234,0.475,Kris Bryant,15429,592178
Andrew McCutchen,PIT,2015,0.338902147,0.380268865,144.2745789,34.28401417,0.651937962,-1.054625537,5.954165734,36.7047535,-1.5,5.215629101,1.533688857,0.08597285,0.44117647,0.287,0.523,Andrew McCutchen,9847,457705
Francisco Cervelli,PIT,2015,0.358974358,0.340679567,117.1260755,9.377363454,30.56987286,-0.799942927,5.912282735,11.194413,-0.100000009,1.118862391,0.015999822,0.03867403,0.35635359,0.257,0.393,Francisco Cervelli,5275,465041
Yoenis Cespedes,- - -,2015,0.322510822,0.367211867,134.7588289,31.07970724,2.25186491,3.776745844,5.835319105,29.20841897,4.199999891,2.324407279,-0.408940788,0.10462777,0.44869215,0.294,0.546,Yoenis Cespedes,13110,493316
Jason Heyward,STL,2015,0.32885906,0.345571466,121.1523645,22.23678598,11.2576313,7.20212725,5.555247172,15.773802,3.299999893,2.250369787,-0.826984046,0.02813853,0.34632035,0.263,0.374,Jason Heyward,4940,518792
Chris Davis,BAL,2015,0.318885448,0.389685743,148.8845432,37.21489388,-7.918944597,-0.686108247,5.433366688,40.94244029,-1.700000048,4.045023918,0.287049828,0.16756757,0.46216216,0.262,0.589,Chris Davis,9272,448801
Curtis Granderson,NYM,2015,0.304668304,0.356708904,131.0815086,27.18628274,1.980743408,2.486605298,5.332002578,23.70498327,1,3.874250174,0.890409611,0.07621247,0.39953811,0.258,0.461,Curtis Granderson,4747,434158
Matt Carpenter,STL,2015,0.320802005,0.372336735,139.5067438,31.91651042,-2.644015551,1.304087938,5.287457478,31.41820982,-0.100000024,5.333881855,1.692802523,0.09133489,0.35831382,0.282,0.523,Matt Carpenter,8090,572761
Anthony Rizzo,CHC,2015,0.288840262,0.383867007,144.543319,38.2584189,-10.71509957,1.874840631,5.221956109,39.57752768,-0.600000024,7.149522305,1.617206434,0.07377049,0.3852459,0.275,0.496,Anthony Rizzo,3473,519203
José Bautista,TOR,2015,0.237037037,0.388506867,148.0800041,39.02341841,-11.69034338,1.968739517,5.211149213,40.07065006,2,3.796969891,-0.271792922,0.12134831,0.45842697,0.26,0.514,Jose Bautista,1887,430832
J.D. Martinez,DET,2015,0.339425587,0.372292541,136.2059938,25.15597108,2.147620201,-2.370476759,5.176804128,31.01704582,-2.700000107,1.056075931,-1.909658983,0.15914489,0.48218527,0.28,0.593,J.D. Martinez,6184,502110
Yasmani Grandal,LAD,2015,0.268,0.334810098,115.6470838,2.837546583,32.74397564,-4.929355431,5.173475941,7.352692365,-2.700000167,0.124438278,-0.795781187,0.08614232,0.42322097,0.227,0.415,Yasmani Grandal,11368,518735
Nelson Cruz,SEA,2015,0.349869451,0.395989664,157.953875,41.21696064,-15.20832562,-2.70969185,5.032417767,43.32514227,-3.799999833,4.094420433,-0.586896375,0.13114754,0.47540984,0.285,0.546,Nelson Cruz,2434,443558
Dee Strange-Gordon,MIA,2015,0.382857142,0.336834003,115.5766363,16.62956776,8.431439638,4.777566762,4.801095034,12.32670627,0.699999988,2.017585039,0.690818626,0.00934579,0.17196262,0.267,0.34,Dee Strange-Gordon,8203,543829
Mookie Betts,BOS,2015,0.310139165,0.3513901,119.9981377,23.0820131,0.529997587,7.947389257,4.774566291,19.9522715,3.5,1.998570323,-0.676644563,0.04961832,0.3721374,0.283,0.445,Mookie Betts,13611,605141
Xander Bogaerts,BOS,2015,0.372047244,0.337938419,110.7096474,11.95813229,9.944323063,3.853053373,4.59311026,12.92272658,3.699999988,1.896883607,2.051657594,0.02123552,0.33783784,0.271,0.362,Xander Bogaerts,12161,593428
Miguel Cabrera,DET,2015,0.3836858,0.413315405,164.5326004,33.44794373,-7.030395269,-4.711707337,4.576370936,40.87456061,-2.699999809,4.46765995,0.971847765,0.09455587,0.52722063,0.323,0.595,Miguel Cabrera,1744,408234
Edwin Encarnación,TOR,2015,0.266832917,0.391517523,150.1588855,34.42698325,-12.18274498,-1.792045192,4.525335819,39.04480323,-1.700000077,3.49817729,-0.514353551,0.08863636,0.43863636,0.264,0.517,Edwin Encarnacion,2151,429665
Jason Kipnis,CLE,2015,0.356043956,0.354850916,123.6706293,20.68381338,0.777252391,3.125929913,4.501170962,21.32826135,2.199999809,2.018287659,-0.187981116,0.02777778,0.38247863,0.293,0.429,Jason Kipnis,9776,543401
Nolan Arenado,COL,2015,0.284210526,0.371084979,121.1417362,15.29992932,6.400575161,-1.082077883,4.48374946,30.75306794,1.600000024,2.281392097,-0.80156458,0.07930368,0.39458414,0.264,0.484,Nolan Arenado,9777,571448
Russell Martin,TOR,2015,0.261829652,0.340183793,114.7125451,4.139892799,21.38687086,-4.491881912,4.467947436,10.92771673,-0.200000048,-0.343358308,-0.931552636,0.07352941,0.39411765,0.235,0.414,Russell Martin,4616,431145
Jose Altuve,HOU,2015,0.329181494,0.347252709,123.9018529,15.01656271,4.184784412,-4.040462994,4.427802637,18.74223741,-3.899999857,2.094891548,-0.273667036,0.03275862,0.28448276,0.262,0.382,Jose Altuve,5417,514888
Matt Duffy,SFG,2015,0.336188436,0.331248226,113.0723241,13.81219755,8.742762566,4.490198656,4.400666311,8.821205524,4.400000095,2.201184034,1.251409267,0.03534304,0.31808732,0.281,0.419,Matt Duffy,13836,622110
Todd Frazier,CIN,2015,0.27092511,0.342242827,115.7846842,11.98427824,7.780192852,-0.485835284,4.320879084,15.72888764,0.500000015,-0.045527533,-1.438702369,0.08163265,0.38571429,0.251,0.461,Todd Frazier,785,453943
Adrián Beltré,TEX,2015,0.294715447,0.337121995,109.1698725,10.57622594,9.808031559,4.007845829,4.310571286,11.82733117,5.300000429,1.460229397,0.348746655,0.04901961,0.40196078,0.295,0.482,Adrian Beltre,639,134181
Kevin Kiermaier,TBR,2015,0.305970149,0.309307921,97.04778312,2.092176752,20.61796165,3.919882886,4.266099766,-1.667928881,1.800000012,0.802535713,0.200724148,0.02415459,0.30676329,0.268,0.378,Kevin Kiermaier,11038,595281
Brandon Crawford,SFG,2015,0.293800539,0.331755143,113.4199444,7.58242377,15.16406536,-1.189975611,4.253776269,8.313338794,1.5,2.048295498,0.195113013,0.08418367,0.42602041,0.262,0.484,Brandon Crawford,5343,543063
Logan Forsythe,TBR,2015,0.322966507,0.349582651,124.8577982,16.19472416,1.973531956,-1.495857072,4.061486331,17.87425041,-2.099999845,1.166068554,-0.166421278,0.03218391,0.31724138,0.25,0.393,Logan Forsythe,7185,523253
Francisco Lindor,CLE,2015,0.348101265,0.357765339,125.6830608,12.21361849,10.79566574,-0.803810544,3.961416826,15.59375588,-1.900000036,0.242503852,-1.258479132,0.03225806,0.36656891,0.278,0.405,Francisco Lindor,12916,596019
Justin Turner,LAD,2015,0.321192052,0.371475479,140.7905006,20.84990454,2.63290751,-0.01557513,3.93191629,20.43862982,0.300000012,1.725030422,-0.536466731,0.05642633,0.37931034,0.287,0.481,Justin Turner,5235,457759
Brandon Belt,SFG,2015,0.362537764,0.358831567,131.9876994,22.3726624,-2.553752899,1.649185827,3.926642356,20.26850743,-1.399999976,1.035860777,-1.837173201,0.0974212,0.42120344,0.274,0.507,Brandon Belt,10264,474832
David Peralta,ARI,2015,0.368115942,0.37978575,137.1948183,25.86966082,-4.852152288,3.46296585,3.925990712,27.50313319,2.600000024,3.188532352,0.704405632,0.06906077,0.43093923,0.281,0.457,David Peralta,2136,444482
Ian Kinsler,DET,2015,0.323420074,0.334524894,110.1271395,8.408705251,6.234267712,0.498369955,3.895408973,11.4965661,1.600000054,0.26287061,-0.059392622,0.02550091,0.26411658,0.274,0.383,Ian Kinsler,6195,435079
George Springer,HOU,2015,0.342105263,0.360461152,133.0223852,22.41474084,-0.658414364,5.180612981,3.873514304,17.0280763,2.900000215,1.984802246,-0.443120573,0.09507042,0.41549296,0.273,0.464,George Springer,12856,543807
Adam Eaton,CHW,2015,0.344753747,0.346299765,120.9748397,22.50610148,-8.657596707,5.782793016,3.859639962,18.2175993,4.099999785,2.63056922,0.580828381,0.02880658,0.30452675,0.251,0.35,Adam Eaton,11205,594809
Mike Moustakas,KCR,2015,0.293859649,0.35324878,123.3069151,10.9737287,5.161275148,-5.586163106,3.84220398,19.64384616,-4.800000288,0.572339952,-1.666566029,0.05394191,0.36514523,0.264,0.436,Mike Moustakas,4892,519058
Derek Norris,SDP,2015,0.309973045,0.30878911,98.0866935,-2.369174243,21.18445729,-1.127394531,3.823394007,-1.96742331,-2.700000048,0.458459795,0.491425727,0.01818182,0.35064935,0.22,0.325,Derek Norris,6867,519083
Evan Longoria,TBR,2015,0.308695652,0.326503295,108.9213229,7.920829048,6.172791839,1.003978533,3.819757506,7.116945393,-0.300000072,0.383313268,-0.414633754,0.07692308,0.39293139,0.26,0.466,Evan Longoria,9368,446334
Joe Panik,SFG,2015,0.330357142,0.362583324,134.5604805,17.66745803,4.88267374,0.27069947,3.80996784,17.04325736,-0.199999988,0.926931918,-0.221753484,0.02017291,0.29394813,0.28,0.395,Joe Panik,11936,605412
Kyle Seager,SEA,2015,0.278330019,0.334505345,115.4984742,9.144687072,3.952521086,-3.158493238,3.769490452,11.67320167,-0.5,-0.371320426,-1.197804706,0.06805293,0.34593573,0.282,0.467,Kyle Seager,9785,572122
Odúbel Herrera,PHI,2015,0.387186629,0.333340157,110.5568644,8.890380185,9.893986821,2.28475318,3.75453629,8.637799514,1.800000012,-0.260069907,-0.876713765,0.02956989,0.33870968,0.243,0.353,Odubel Herrera,11476,546318
Kevin Pillar,TOR,2015,0.305668016,0.3097735,93.71400151,3.669348015,10.85348725,8.237475808,3.719642418,-1.724239063,3.499999881,-0.606644452,0.116301284,0.01764706,0.25882353,0.259,0.354,Kevin Pillar,12434,607680
Jung Ho Kang,PIT,2015,0.344155844,0.35594,127.5909721,18.20022849,2.162345529,3.186495064,3.692533946,15.945084,3.899999999,2.452590227,0.693625653,0.08668731,0.46439628,0.28,0.474,Jung Ho Kang,17182,628356
