Name,AAV,catcher,year,Age,stayed_same_team,G,PA,HR,R,RBI,AVG,OBP,SLG,GDP,H,OPS,PlayerId,G_2,PA_2,HR_2,R_2,RBI_2,AVG_2,OBP_2,SLG_2,GDP_2,H_2,OPS_2,SB_success,SB_success_2
Tim Anderson,5,FALSE,2024,31,FALSE,123,524,1,52,25,0.245436105,0.286259541,0.296146044,15,121,0.582405585,15172,79,351,6,50,25,0.301204819,0.339031339,0.394578313,10,100,0.733609652,86.66666667,100
Todd Frazier,5.938148385,FALSE,2020,34,FALSE,133,499,21,63,67,0.250559284,0.328657314,0.44295302,9,112,0.771610334,785,115,472,18,54,59,0.213235294,0.302966101,0.389705882,10,87,0.692671983,33.33333333,69.23076923
Yan Gomes,5.938148385,TRUE,2020,32,TRUE,97,358,12,36,43,0.222929936,0.315642458,0.388535031,7,70,0.704177489,9627,112,435,16,52,48,0.265508684,0.312643678,0.449131513,4,107,0.761775191,100,0
Jace Peterson,4.722603563,FALSE,2023,33,FALSE,113,328,8,44,34,0.236111111,0.31595092,0.381944444,8,68,0.697895364,12325,94,302,6,36,31,0.247104247,0.347682119,0.366795366,1,64,0.714477485,92.30769231,90.90909091
Steve Pearce,5.848662688,FALSE,2016,33,FALSE,92,325,15,42,40,0.217687074,0.289230769,0.421768707,11,64,0.710999476,9957,102,383,21,51,49,0.292899408,0.373368146,0.556213017,4,99,0.929581163,50,100
Adam Frazier,4.5,FALSE,2024,32,FALSE,141,455,13,59,60,0.240291262,0.3,0.395631067,4,99,0.695631067,15223,156,602,3,61,42,0.238447319,0.301003344,0.310536044,15,129,0.611539388,73.33333333,64.70588235
Donovan Solano,4.937096286,FALSE,2022,34,FALSE,101,344,7,35,31,0.280130293,0.344023323,0.403908794,8,86,0.747932117,8623,81,228,4,27,23,0.330232558,0.359649122,0.455813953,4,71,0.815463075,100,0
Eric Sogard,5.344333547,FALSE,2020,34,FALSE,110,442,13,59,40,0.29040404,0.35307517,0.457070707,4,115,0.810145877,7927,55,113,0,7,2,0.134020618,0.241071428,0.164948453,3,13,0.406019881,100,100
Jonathan Schoop,5.344333547,FALSE,2020,28,FALSE,121,464,23,61,59,0.256351039,0.30387931,0.473441108,13,111,0.777320418,11265,131,501,21,61,61,0.232558139,0.266,0.416490486,11,110,0.682490486,50,50
Michael A. Taylor,4.5,FALSE,2024,33,FALSE,129,388,21,48,51,0.219718309,0.277922077,0.442253521,7,78,0.720175598,11489,124,456,9,49,43,0.253623188,0.31277533,0.357487922,6,105,0.670263252,92.85714286,66.66666667
Chris Iannetta,5.029065541,TRUE,2018,35,FALSE,89,316,17,38,43,0.25367647,0.354430379,0.511029411,3,69,0.86545979,8267,94,338,7,23,24,0.210169491,0.302670623,0.328813559,4,62,0.631484182,0,0
Chris Iannetta,5.233013984,TRUE,2016,33,FALSE,92,317,10,28,34,0.1875,0.293375394,0.334558823,11,51,0.627934217,8267,108,373,7,41,43,0.251633986,0.372654155,0.392156862,3,77,0.764811017,0,100
Kevin Pillar,5.047426127,FALSE,2020,31,FALSE,161,645,21,83,88,0.258592471,0.286821705,0.432078559,15,158,0.718900264,12434,142,542,15,65,59,0.251953125,0.282287822,0.42578125,8,129,0.708069072,73.68421053,82.35294118
Martin Maldonado,4.25,TRUE,2024,37,FALSE,117,407,15,33,36,0.190607734,0.258227848,0.348066298,10,69,0.606294146,6887,113,379,15,40,45,0.186046511,0.248,0.351744186,6,64,0.599744186,0,0
Wilmer Flores,5.052116419,FALSE,2019,27,FALSE,126,429,11,43,51,0.266839378,0.319347319,0.417098445,8,103,0.736445764,5827,110,362,18,42,52,0.270833333,0.306629834,0.488095238,14,91,0.794725072,0,50
Austin Romine,4.92866316,TRUE,2020,31,FALSE,73,240,8,29,35,0.280701754,0.30962343,0.438596491,7,64,0.748219921,5491,77,265,10,30,42,0.243801652,0.295454545,0.417355371,10,59,0.712809916,50,100
Alex Avila,4.881151848,TRUE,2018,31,FALSE,112,376,14,41,49,0.263665594,0.386666666,0.446945337,10,82,0.833612003,7476,57,209,7,19,11,0.213017751,0.358851674,0.372781065,3,36,0.731632739,0,0
Alex Gordon,4.750518708,FALSE,2020,36,TRUE,150,633,13,77,76,0.26618705,0.344936708,0.395683453,13,148,0.740620161,5209,141,568,13,56,54,0.245059288,0.323943661,0.369565217,7,124,0.693508878,62.5,85.71428571
Andrelton Simmons,4.388530032,FALSE,2022,32,FALSE,131,451,3,37,31,0.22330097,0.283482142,0.274271844,14,92,0.557753986,10847,103,424,7,47,40,0.263819095,0.308962264,0.364321608,21,105,0.673283872,100,83.33333333
Austin Hedges,4,TRUE,2024,31,FALSE,82,212,1,14,16,0.183783783,0.233830845,0.227027027,7,34,0.460857872,12976,105,338,7,26,30,0.163265306,0.240853658,0.248299319,12,48,0.489152977,100,100
Carlos Gomez,4.733238156,FALSE,2018,32,FALSE,105,426,17,51,51,0.255434782,0.340425531,0.461956521,3,94,0.802382052,4881,118,453,13,45,53,0.231143552,0.297777777,0.384428223,11,95,0.682206,72.22222222,78.26086957
Cesar Hernandez,4.388530032,FALSE,2022,32,FALSE,149,637,21,84,62,0.231578947,0.307692307,0.385964912,11,132,0.693657219,10556,161,667,14,77,71,0.279411764,0.332833583,0.408496732,9,171,0.741330315,50,81.81818182
Dioner Navarro,4.925189632,TRUE,2016,32,FALSE,54,192,5,17,20,0.245614035,0.307291666,0.374269005,0,42,0.681560671,3179,139,520,12,40,69,0.274428274,0.317307692,0.395010395,12,132,0.712318087,0,100
Eduardo Nuñez,4.733238156,FALSE,2018,31,TRUE,114,491,12,60,58,0.312633832,0.340816326,0.460385438,11,146,0.801201764,6848,141,595,16,73,67,0.287522603,0.325463743,0.432188065,8,159,0.757651808,77.41935484,80
Enrique Hernandez,4,FALSE,2024,32,TRUE,140,508,11,57,61,0.236559139,0.289370078,0.356989247,17,110,0.646359325,10472,93,402,6,48,45,0.221606648,0.291044776,0.337950138,11,80,0.628994914,80,0
Eric Thames,4.750518708,FALSE,2020,33,FALSE,149,459,25,67,61,0.247474747,0.346405228,0.505050505,0,98,0.851455733,3711,96,278,16,41,37,0.218623481,0.305755395,0.477732793,3,54,0.783488188,60,100
Evan Longoria,3.976929316,FALSE,2023,37,FALSE,89,298,14,31,42,0.244360902,0.315436241,0.451127819,6,65,0.76656406,9368,81,291,13,45,46,0.260869565,0.350515463,0.482213438,9,66,0.832728901,0,50
Ian Kinsler,4.7549331,FALSE,2019,37,FALSE,128,534,14,66,48,0.240246406,0.301498127,0.379876796,15,117,0.681374923,6195,139,613,22,90,52,0.235934664,0.313213703,0.411978221,9,130,0.725191924,69.56521739,73.68421053
John Jaso,4.925189632,FALSE,2016,32,FALSE,70,216,5,23,22,0.286486486,0.379629629,0.459459459,5,53,0.839089088,5887,99,344,9,42,40,0.263843648,0.337209302,0.429967426,5,81,0.767176728,33.33333333,100
Jon Jay,4.7549331,FALSE,2019,34,FALSE,143,586,3,74,40,0.267552182,0.330464716,0.347248576,11,141,0.677713292,5227,141,433,2,65,34,0.295514511,0.374418604,0.374670184,11,112,0.749088788,57.14285714,75
Juan Uribe,4.925189632,FALSE,2016,37,FALSE,119,397,14,40,43,0.252777777,0.319899244,0.416666666,12,91,0.73656591,454,103,404,9,36,54,0.310880829,0.336633663,0.440414507,15,120,0.77704817,100,0
Manny PiÃ±a,4.388530032,TRUE,2022,35,FALSE,75,208,13,27,33,0.188888888,0.29326923,0.438888888,4,34,0.732158118,2829,76,179,7,10,25,0.227848101,0.312849162,0.411392405,1,36,0.724241567,0,0
Matt Adams,4.7549331,FALSE,2019,30,FALSE,121,337,21,42,57,0.238562091,0.308605341,0.477124183,6,73,0.785729524,9393,131,367,20,46,65,0.274336283,0.318801089,0.522123893,5,93,0.840924982,0,0
Matt Adams,4.733238156,FALSE,2018,29,FALSE,131,367,20,46,65,0.274336283,0.318801089,0.522123893,5,93,0.840924982,9393,118,327,16,37,54,0.249158249,0.308868501,0.471380471,5,74,0.780248972,0,0
Neil Walker,4.733238156,FALSE,2018,32,FALSE,111,448,14,59,49,0.264935064,0.362416107,0.438961038,9,102,0.801377145,7539,113,458,23,57,55,0.281553398,0.347161572,0.475728155,11,116,0.822889727,0,75
Travis Shaw,4.750518708,FALSE,2020,30,FALSE,86,270,7,22,16,0.156521739,0.281481481,0.269565217,5,36,0.551046698,11982,152,587,32,73,86,0.240963855,0.344709897,0.479919678,7,120,0.824629575,0,71.42857143
Jarrod Dyson,4.437410771,FALSE,2018,33,FALSE,111,390,5,56,30,0.251445086,0.323834196,0.349710982,3,87,0.673545178,4866,107,337,1,46,25,0.277591973,0.340425531,0.387959866,4,83,0.728385397,80,81.08108108
Asdrubal Cabrera,4.160566462,FALSE,2019,33,FALSE,147,592,23,68,75,0.261904761,0.315878378,0.457875457,16,143,0.773753835,4962,135,540,14,66,59,0.279749478,0.35064935,0.434237995,19,134,0.784887345,0,60
Avisail Garcia,4.160566462,FALSE,2019,28,FALSE,93,385,19,47,49,0.235955056,0.28051948,0.438202247,9,84,0.718721727,5760,136,561,18,75,80,0.33011583,0.379679144,0.505791505,14,171,0.885470649,75,62.5
Brian Anderson,3.479813152,FALSE,2023,30,FALSE,98,383,8,43,28,0.221893491,0.31070496,0.346153846,7,75,0.656858806,18289,67,264,7,24,28,0.248927038,0.337121212,0.377682403,4,58,0.714803615,100,100
Chris Carter,4.098857399,FALSE,2017,30,FALSE,160,644,41,84,94,0.222222222,0.321428571,0.499089253,18,122,0.820517824,9911,129,460,24,50,64,0.199488491,0.307189542,0.427109974,5,78,0.734299516,75,33.33333333
Howie Kendrick,4.141583387,FALSE,2018,34,TRUE,91,334,9,40,41,0.314754098,0.368263473,0.475409836,8,96,0.843673309,4229,146,543,8,65,40,0.254620123,0.32596685,0.36550308,20,124,0.69146993,70.58823529,83.33333333
Jason Castro ,3.5,TRUE,2021,34,FALSE,27,92,2,8,9,0.188,0.293,0.375,2,15,0.668,8722,79,275,13,39,30,0.23206751,0.332116788,0.434599156,0,55,0.766715944,0,0
Lucas Duda,4.141583387,FALSE,2018,32,FALSE,127,491,30,50,64,0.217494089,0.32179226,0.4964539,9,92,0.81824616,2502,47,172,7,20,23,0.228758169,0.302325581,0.411764705,1,35,0.714090286,0,0
Martin Maldonado,4.15670387,TRUE,2020,33,TRUE,105,374,12,46,27,0.213213213,0.293010752,0.378378378,11,71,0.67138913,6887,119,404,9,39,44,0.225201072,0.276119402,0.351206434,8,84,0.627325836,0,0
Stephen Drew,4.098857399,FALSE,2017,34,TRUE,70,165,8,24,21,0.265734265,0.339393939,0.524475524,3,38,0.863869463,4251,131,428,17,43,44,0.201044386,0.271226415,0.381201044,7,77,0.652427459,0,0
Jonathan Lucroy,3.982256471,TRUE,2019,33,FALSE,126,454,4,41,51,0.240963855,0.291390728,0.325301204,12,100,0.616691932,7870,123,481,6,45,40,0.264775413,0.345114345,0.371158392,16,112,0.716272737,0,100
Cameron Maybin,3.845756002,FALSE,2018,31,FALSE,114,450,10,63,35,0.227848101,0.318485523,0.364556962,12,90,0.683042485,5223,94,391,4,65,43,0.315186246,0.383033419,0.418338108,8,110,0.801371527,80.48780488,71.42857143
Curt Casali,3.231255069,TRUE,2023,34,FALSE,57,176,5,20,17,0.202702702,0.318181818,0.331081081,1,30,0.649262899,12510,77,231,5,20,26,0.21,0.313043478,0.35,3,42,0.663043478,0,0
Tucker Barnhart,3.25,TRUE,2024,33,FALSE,47,123,1,6,9,0.201834862,0.284552845,0.256880733,4,22,0.541433578,10200,94,308,1,16,16,0.220640569,0.286644951,0.266903914,7,62,0.553548865,100,0
Tucker Barnhart,3.231255069,TRUE,2023,32,FALSE,94,308,1,16,16,0.220640569,0.286644951,0.266903914,7,62,0.553548865,10200,116,388,7,41,48,0.247126436,0.317010309,0.367816091,8,86,0.6848264,0,0
Rowdy Tellez,3.2,FALSE,2024,29,FALSE,106,351,13,26,47,0.215434083,0.29059829,0.376205787,11,67,0.666804077,15679,153,599,35,67,89,0.219281663,0.305509181,0.461247637,20,116,0.766756818,0,66.66666667
Wilmer Flores,3.711342741,FALSE,2020,28,FALSE,89,285,9,31,37,0.316981132,0.361403508,0.486792452,9,84,0.84819596,5827,126,429,11,43,51,0.266839378,0.319347319,0.417098445,8,103,0.736445764,0,0
Adam Duvall,3,FALSE,2024,35,FALSE,92,353,21,45,58,0.246875,0.303116147,0.53125,0,79,0.834366147,10950,86,315,12,39,36,0.212543554,0.276190476,0.400696864,2,61,0.67688734,100,0
Adam Jones,3.566199825,FALSE,2019,33,FALSE,145,613,15,54,63,0.281034482,0.313213703,0.418965517,21,163,0.73217922,6368,147,635,26,82,73,0.284757118,0.321766561,0.465661641,18,170,0.787428202,87.5,66.66666667
Andres Blanco,3.513306342,FALSE,2017,33,TRUE,90,209,4,26,21,0.252631578,0.315789473,0.405263157,7,48,0.72105263,1907,106,261,7,32,25,0.291845493,0.360465116,0.502145922,11,68,0.862611038,40,50
Colby Rasmus,3.549928617,FALSE,2018,31,FALSE,37,129,9,17,23,0.280991735,0.317829457,0.578512396,1,34,0.896341853,9893,107,417,15,38,54,0.205962059,0.286057692,0.35501355,5,76,0.641071242,100,80
David Freese,3.693892224,FALSE,2016,33,FALSE,121,470,14,53,56,0.257075471,0.323404255,0.41981132,12,109,0.743215575,9549,134,511,10,53,55,0.259740259,0.320939334,0.383116883,10,120,0.704056217,50,25
Elvis Andrus,2.982696987,FALSE,2023,34,TRUE,149,577,17,66,58,0.24859813,0.303292894,0.403738317,11,133,0.707031211,8709,146,541,3,60,37,0.243460764,0.293680297,0.319919517,14,121,0.613599814,81.81818182,85.71428571
Gary Sanchez,3,TRUE,2024,31,FALSE,75,267,19,33,47,0.216666666,0.288389513,0.491666666,3,52,0.780056179,11442,128,471,16,42,61,0.205250596,0.282377919,0.377088305,12,86,0.659466224,0,100
Hunter Pence,3.562889031,FALSE,2020,37,FALSE,83,316,18,53,59,0.297202797,0.357594936,0.552447552,2,85,0.910042488,8252,97,248,4,19,24,0.225531914,0.258064516,0.331914893,1,53,0.589979409,85.71428571,83.33333333
Jesus Aguilar,2.982696987,FALSE,2023,33,FALSE,129,507,16,39,51,0.234913793,0.281437125,0.379310344,8,109,0.660747469,11342,131,510,22,49,93,0.260579064,0.328712871,0.458797327,11,117,0.787510198,100,0
Jon Jay,3.549928617,FALSE,2018,33,FALSE,141,433,2,65,34,0.295514511,0.374418604,0.374670184,11,112,0.749088788,5227,90,373,2,49,26,0.291066282,0.338709677,0.389048991,5,101,0.727758668,75,100
Jose Iglesias,3.562889031,FALSE,2020,30,FALSE,146,530,11,62,59,0.287698412,0.31758034,0.406746031,17,145,0.724326371,10231,125,464,5,43,48,0.268518518,0.310195227,0.388888888,11,116,0.699084115,50,71.42857143
Kevin Pillar,2.982696987,FALSE,2023,34,FALSE,4,13,0,1,0,0.083333333,0.153846153,0.166666666,1,1,0.320512819,12434,124,347,15,40,47,0.23076923,0.27665706,0.415384615,5,75,0.692041675,0,57.14285714
Mitch Moreland,3.562889031,FALSE,2020,34,TRUE,91,335,19,48,58,0.251677852,0.328358208,0.506711409,12,75,0.835069617,3086,124,459,15,57,68,0.245049504,0.324618736,0.433168316,12,99,0.757787052,100,100
Stephen Drew,3.693892224,FALSE,2016,33,FALSE,131,428,17,43,44,0.201044386,0.271226415,0.381201044,7,77,0.652427459,4251,85,300,7,18,26,0.162361623,0.236666666,0.298892988,1,44,0.535559654,0,50
Stephen Vogt,3.562889031,TRUE,2020,35,FALSE,99,280,10,30,40,0.262745098,0.314285714,0.490196078,1,67,0.804481792,5000,99,303,12,25,40,0.233,0.285,0.423,2,65,0.708,75,0
Maikel Franco,3.503507547,FALSE,2020,27,FALSE,123,428,17,48,56,0.233933161,0.296728971,0.408740359,14,91,0.70546933,12179,131,465,22,48,68,0.270207852,0.313978494,0.466512702,15,117,0.780491196,0,100
Joe Panik,3.384744579,FALSE,2020,29,FALSE,142,491,5,50,39,0.244292237,0.314928425,0.335616438,6,107,0.650544863,11936,102,392,4,38,24,0.254189944,0.30690537,0.332402234,10,91,0.639307604,66.66666667,66.66666667
Jose Peraza,3.384744579,FALSE,2020,26,FALSE,141,403,6,37,33,0.239361702,0.285359801,0.34574468,9,90,0.631104481,13593,157,683,14,85,58,0.287974683,0.325925925,0.41613924,12,182,0.742065165,53.84615385,79.31034483
Geovany Soto,3.447632742,FALSE,2016,33,FALSE,78,210,9,20,21,0.219251336,0.301435406,0.406417112,2,41,0.707852518,3707,24,87,1,8,11,0.25,0.302325581,0.3625,6,20,0.664825581,0,0
Rene Rivera,3.313266709,TRUE,2018,34,FALSE,74,237,10,23,35,0.252293577,0.305084745,0.43119266,4,55,0.736277405,3648,65,207,6,12,26,0.221621621,0.291262135,0.34054054,4,41,0.631802675,0,0
Tyler Flowers,3.262938131,TRUE,2016,30,FALSE,112,361,9,21,39,0.238670694,0.295264623,0.356495468,8,79,0.651760091,9134,127,442,15,42,50,0.24078624,0.297052154,0.395577395,10,98,0.692629549,0,0
Franklin Gutierrez,3.044865496,FALSE,2017,34,FALSE,98,283,14,33,39,0.245967741,0.328621908,0.451612903,6,61,0.780234811,3255,59,189,15,27,35,0.29239766,0.354497354,0.61988304,5,50,0.974380394,100,0
Mark Reynolds,3.201373261,FALSE,2016,32,FALSE,140,432,13,35,48,0.230366492,0.314814814,0.397905759,10,88,0.712720573,7619,130,433,22,47,45,0.195767195,0.287037037,0.394179894,8,74,0.681216931,40,83.33333333
A.J. Ellis,2.927755285,TRUE,2017,36,FALSE,64,196,2,11,22,0.216374269,0.300518134,0.298245614,5,37,0.598763748,5677,63,217,7,24,21,0.23756906,0.355140186,0.403314917,4,43,0.758455103,66.66666667,0
Albert Pujols,2.74283127,FALSE,2022,42,FALSE,109,296,17,29,50,0.236363636,0.283783783,0.432727272,14,65,0.716511055,1177,131,545,23,55,93,0.244399185,0.304587155,0.429735234,21,120,0.734322389,100,100
Alcides Escobar,2.958273847,FALSE,2018,31,TRUE,162,629,6,71,54,0.250417362,0.27170418,0.357262103,14,150,0.628966283,6310,162,682,7,57,55,0.260596546,0.291666666,0.350078492,16,166,0.641745158,36.36363636,80.95238095
Alex Avila,3.07824352,TRUE,2016,29,FALSE,67,219,4,21,13,0.191011235,0.339449541,0.286516853,4,34,0.625966394,7476,124,457,11,44,47,0.217948717,0.326754385,0.358974358,6,85,0.685728743,0,0
Asdrubal Cabrera,2.969074193,FALSE,2020,34,TRUE,131,514,18,69,91,0.259507829,0.342412451,0.440715883,9,116,0.783128334,4962,147,592,23,68,75,0.261904761,0.315878378,0.457875457,16,143,0.773753835,100,0
Brayan Peña,3.07824352,TRUE,2016,34,FALSE,108,367,0,17,18,0.273273273,0.334246575,0.324324324,10,91,0.658570899,3231,115,372,5,23,26,0.252873563,0.291105121,0.353448275,8,88,0.644553396,100,40
Chris Carter,3.07824352,FALSE,2016,29,FALSE,129,460,24,50,64,0.199488491,0.307189542,0.427109974,5,78,0.734299516,9911,145,572,37,68,88,0.226824457,0.307692307,0.49112426,12,115,0.798816567,33.33333333,71.42857143
Daniel Descalso,2.971833187,FALSE,2019,32,FALSE,138,423,13,54,57,0.237822349,0.353080568,0.435530085,2,83,0.788610653,8392,131,398,10,47,51,0.232558139,0.331658291,0.395348837,6,80,0.727007128,0,100
James McCann,2.971833187,TRUE,2019,29,FALSE,118,457,8,31,39,0.220140515,0.266958424,0.31381733,9,94,0.580775754,12859,106,391,13,39,49,0.252840909,0.317948717,0.414772727,8,89,0.732721444,0,100
Justin Bour,2.971833187,FALSE,2019,31,FALSE,141,501,20,49,59,0.226950354,0.341317365,0.404255319,10,96,0.745572684,9744,108,429,25,52,83,0.289124668,0.365967365,0.535809018,10,109,0.901776383,100,100
Logan Morrison,2.927755285,FALSE,2017,29,TRUE,107,398,14,45,43,0.237960339,0.319095477,0.413597733,4,84,0.73269321,9205,146,511,17,47,54,0.225382932,0.301960784,0.382932166,7,103,0.68489295,66.66666667,66.66666667
Martin Maldonado,2.971833187,TRUE,2019,32,FALSE,119,404,9,39,44,0.225201072,0.276119402,0.351206434,8,84,0.627325836,6887,138,471,14,43,38,0.221445221,0.276457883,0.368298368,12,95,0.644756251,0,0
Nick Hundley,2.958273847,TRUE,2018,34,TRUE,101,303,9,27,35,0.243902439,0.272425249,0.418118466,6,70,0.690543715,3376,83,317,10,30,48,0.25951557,0.319620253,0.439446366,12,75,0.759066619,0,0
Sean Rodriguez,3.07824352,FALSE,2016,31,TRUE,139,240,4,25,17,0.245535714,0.280851063,0.361607142,9,55,0.642458205,6589,96,259,12,30,41,0.210970464,0.2578125,0.443037974,3,50,0.700850474,50,66.66666667
Yasmani Grandal,2.5,TRUE,2024,35,FALSE,118,405,8,33,33,0.234159779,0.308641975,0.338842975,11,85,0.64748495,11368,99,376,5,15,27,0.201834862,0.300531914,0.269113149,8,66,0.569645063,0,100
Eric Sogard,2.839942894,FALSE,2018,32,TRUE,94,299,3,37,18,0.273092369,0.392617449,0.37751004,7,68,0.770127489,7927,94,299,3,37,18,0.273092369,0.392617449,0.37751004,7,68,0.770127489,50,50
Corey Dickerson,2.23702274,FALSE,2023,34,FALSE,97,297,6,28,36,0.266903914,0.299663299,0.398576512,4,75,0.698239811,10762,109,365,6,43,29,0.270833333,0.326027397,0.407738095,8,91,0.733765492,0,54.54545455
Dustin Ackley,2.634979757,FALSE,2017,29,FALSE,28,70,0,6,4,0.147540983,0.242857142,0.147540983,0,9,0.390398125,10099,108,264,10,28,30,0.231092436,0.283524904,0.428571428,3,55,0.712096332,0,50
Niko Goodrum,2.303978267,FALSE,2022,30,FALSE,90,325,9,39,33,0.213793103,0.292307692,0.358620689,6,62,0.650928381,12092,112,472,12,61,45,0.24822695,0.322033898,0.420803782,7,105,0.74283768,73.68421053,80
Alex Avila,2.342204228,TRUE,2017,30,FALSE,57,209,7,19,11,0.213017751,0.358851674,0.372781065,3,36,0.731632739,7476,67,219,4,21,13,0.191011235,0.339449541,0.286516853,4,34,0.625966394,0,0
Brad Miller,2.375259354,FALSE,2020,30,FALSE,79,170,13,26,25,0.259740259,0.329411764,0.564935064,2,40,0.894346828,12775,75,254,7,21,29,0.247826086,0.311023622,0.413043478,4,57,0.7240671,100,0
Brandon Crawford,2,FALSE,2024,37,FALSE,94,320,7,31,38,0.194346289,0.272727272,0.314487632,5,55,0.587214904,5343,118,458,9,50,52,0.23095823,0.307860262,0.343980343,12,94,0.651840605,100,50
Brian Anderson,2,FALSE,2024,31,FALSE,96,361,9,38,40,0.226415094,0.310249307,0.367924528,10,72,0.678173835,18289,98,383,8,43,28,0.221893491,0.31070496,0.346153846,7,75,0.656858806,25,100
Brian McCann,2.37746655,TRUE,2019,35,FALSE,63,216,7,22,23,0.211640211,0.300925925,0.338624338,7,40,0.639550263,4810,97,399,18,47,62,0.240687679,0.32330827,0.435530085,9,84,0.758838355,0,100
Chase Utley,2.342204228,FALSE,2017,38,TRUE,138,565,14,79,52,0.251953125,0.319148936,0.396484375,0,129,0.715633311,1679,107,423,8,37,39,0.211796246,0.286052009,0.343163538,7,79,0.629215547,50,100
Chris Young,2.366619078,FALSE,2018,34,FALSE,90,276,7,30,25,0.234567901,0.322463768,0.386831275,4,57,0.709295043,3882,76,227,9,29,24,0.275862068,0.352422907,0.497536945,4,56,0.849959852,60,66.66666667
Daniel Vogelbach,2,FALSE,2024,31,FALSE,104,319,13,33,48,0.232727272,0.338557993,0.403636363,6,64,0.742194356,14130,130,461,18,47,59,0.238341968,0.360086767,0.432642487,11,92,0.792729254,0,0
Dominic Smith,1.988464658,FALSE,2023,28,FALSE,58,152,0,11,17,0.19402985,0.276315789,0.283582089,0,26,0.559897878,15653,145,493,11,43,58,0.244394618,0.304259634,0.363228699,13,109,0.667488333,0,66.66666667
Donovan Solano,1.988464658,FALSE,2023,35,FALSE,80,304,4,22,24,0.284172661,0.338815789,0.384892086,5,79,0.723707875,8623,101,344,7,35,31,0.280130293,0.344023323,0.403908794,8,86,0.747932117,0,100
Francisco Cervelli,2.375259354,TRUE,2020,34,FALSE,48,160,3,15,12,0.212765957,0.301886792,0.34751773,7,30,0.649404522,5275,104,404,12,39,57,0.259036144,0.378109452,0.430722891,7,86,0.808832343,100,40
Franmil Reyes,1.988464658,FALSE,2023,27,FALSE,118,473,14,43,47,0.221461187,0.272727272,0.365296803,12,97,0.638024075,14566,115,466,30,57,85,0.253588516,0.324034334,0.5215311,13,106,0.845565434,66.66666667,80
Garrett Hampson,2,FALSE,2024,29,FALSE,98,252,3,30,23,0.276018099,0.34939759,0.380090497,3,61,0.729488087,19262,90,226,2,29,15,0.211055276,0.286995515,0.306532663,3,42,0.593528178,100,85.71428571
Jacob Stallings,2,TRUE,2024,34,FALSE,89,276,3,22,20,0.190871369,0.278388278,0.286307053,9,46,0.564695331,13723,114,384,4,25,34,0.222543352,0.292428198,0.291907514,15,77,0.584335712,0,0
Jarrod Dyson,2.375259354,FALSE,2020,35,FALSE,130,452,7,65,27,0.23,0.31263858,0.32,1,92,0.63263858,4866,67,237,2,29,12,0.189320388,0.282051282,0.257281553,3,39,0.539332835,88.23529412,84.21052632
Jedd Gyorko,2.375259354,FALSE,2020,31,FALSE,62,101,2,6,9,0.173913043,0.247524752,0.25,3,16,0.497524752,10816,125,402,11,49,47,0.262108262,0.345771144,0.415954415,12,92,0.761725559,100,100
Jeff Mathis,2.342204228,TRUE,2017,34,FALSE,41,132,2,12,15,0.238095238,0.267175572,0.333333333,1,30,0.600508905,3448,32,103,2,9,12,0.161290322,0.213592233,0.29032258,2,15,0.503914813,0,0
Jimmy Rollins,2.462594816,FALSE,2016,37,FALSE,144,563,13,71,41,0.224371373,0.284697508,0.357833655,12,116,0.642531163,971,138,609,17,78,55,0.243494423,0.323432343,0.394052044,6,131,0.717484387,60,82.35294118
Joey Wendle,2,FALSE,2024,34,FALSE,112,318,2,33,20,0.212121212,0.247619047,0.306397306,8,63,0.554016353,13853,101,371,3,27,32,0.259365994,0.297297297,0.360230547,7,90,0.657527844,87.5,80
Jose Reyes,2.366619078,FALSE,2018,35,TRUE,145,561,15,75,58,0.245508982,0.314748201,0.413173652,3,123,0.727921853,1736,60,279,8,45,24,0.266666666,0.326164874,0.443137254,3,68,0.769302128,80,81.81818182
Josh Harrison,2.37746655,FALSE,2019,31,FALSE,97,374,8,41,37,0.25,0.293010752,0.363372093,8,86,0.656382845,8202,128,542,16,66,47,0.271604938,0.338888888,0.432098765,5,132,0.770987653,100,75
Kelly Johnson,2.462594816,FALSE,2016,34,FALSE,111,335,14,38,47,0.264516129,0.314371257,0.43548387,8,82,0.749855127,2234,106,297,7,29,27,0.215094339,0.296296296,0.36226415,3,57,0.658560446,66.66666667,50
Luke Voit,1.988464658,FALSE,2023,32,FALSE,135,568,22,55,69,0.226,0.308098591,0.402,9,113,0.710098591,14811,68,241,11,26,35,0.239436619,0.327800829,0.436619718,12,51,0.764420547,50,0
Matt Carpenter,2.194265016,FALSE,2022,36,FALSE,130,249,3,18,21,0.169082125,0.305220883,0.275362318,1,35,0.580583201,8090,129,492,15,59,46,0.225961538,0.334012219,0.391826923,3,94,0.725839142,100,85.71428571
Matt Wieters,2.375259354,TRUE,2020,34,TRUE,67,183,11,15,27,0.214285714,0.267759562,0.434523809,3,36,0.702283371,4298,76,271,8,24,30,0.238297872,0.329629629,0.374468085,5,56,0.704097714,50,0
Michael Bourn,2.342204228,FALSE,2017,34,TRUE,113,413,5,48,38,0.264,0.313580246,0.370666666,3,99,0.684246912,6387,141,482,0,39,30,0.237647058,0.310126582,0.282352941,5,101,0.592479523,75,70.83333333
