Name,AAV,catcher,year,Age,stayed_same_team,G,PA,HR,R,RBI,AVG,OBP,SLG,GDP,H,OPS,PlayerId,G_2,PA_2,HR_2,R_2,RBI_2,AVG_2,OBP_2,SLG_2,GDP_2,H_2,OPS_2,SB_success,SB_success_2
Matt Holliday,15.22432748,FALSE,2017,37,FALSE,110,426,20,48,62,0.246073298,0.321596244,0.460732984,9,94,0.782329228,1873,73,277,4,24,35,0.279475982,0.393501805,0.410480349,9,64,0.803982154,0,66.66666667
Zack Cozart,14.9885875,FALSE,2018,32,FALSE,122,507,24,80,63,0.296803652,0.384615384,0.547945205,5,130,0.932560589,2616,121,508,16,67,50,0.252155172,0.307692307,0.424568965,9,117,0.732261272,100,80
Brett Gardner,14.84537096,FALSE,2020,36,TRUE,141,550,28,86,74,0.250509164,0.325454545,0.503054989,6,123,0.828509534,9927,140,609,12,95,45,0.235849056,0.322314049,0.367924528,6,125,0.690238577,83.33333333,88.88888889
Daniel Murphy,15.3912176,FALSE,2016,31,FALSE,130,538,14,56,73,0.280561122,0.321561338,0.448897795,15,140,0.770459133,4316,143,642,9,79,57,0.288590604,0.3317757,0.402684563,15,172,0.734460263,50,72.22222222
Joc Pederson,12.5,FALSE,2024,32,FALSE,121,425,15,59,51,0.234636871,0.348235294,0.416201117,12,84,0.764436411,11899,134,433,23,57,70,0.27368421,0.353348729,0.521052631,5,104,0.87440136,0,60
Mark Trumbo,14.63877643,FALSE,2017,31,TRUE,159,667,47,94,108,0.256117455,0.316341829,0.533442088,14,157,0.849783917,6876,142,545,22,62,64,0.261811023,0.310091743,0.448818897,12,133,0.75891064,100,0
Rougned Odor,13.49472985,FALSE,2022,28,FALSE,102,361,15,42,39,0.201863354,0.286111111,0.378881987,3,65,0.664993098,12282,145,581,30,77,93,0.204980842,0.28275862,0.438697318,4,107,0.721455938,0,55
Daniel Murphy,14.2647993,FALSE,2019,34,FALSE,91,351,12,40,42,0.298780487,0.336182336,0.454268292,5,98,0.790450628,4316,144,593,23,94,93,0.322097378,0.384485666,0.543071161,16,172,0.927556827,100,100
DJ LeMahieu,14.2647993,FALSE,2019,30,FALSE,128,581,15,90,62,0.275797373,0.321243523,0.427767354,14,147,0.749010877,9874,155,682,8,95,64,0.310344827,0.374079528,0.408866995,24,189,0.782946523,54.54545455,54.54545455
Edwin Encarnacion,14.25155612,FALSE,2020,37,FALSE,109,486,34,81,86,0.244019138,0.343621399,0.531100478,4,102,0.874721877,2151,137,579,32,74,107,0.246,0.335640138,0.474,14,123,0.809640138,0,100
J.D. Martinez,12,FALSE,2024,36,FALSE,113,479,33,61,103,0.271,0.321,0.572,11,117,0.893,6184,139,596,16,76,62,0.2739212,0.34117647,0.448405253,20,146,0.789581723,100,0
Jorge Soler,13.1655901,FALSE,2022,30,FALSE,149,602,27,74,70,0.222868217,0.316498316,0.432170542,12,115,0.748668858,14221,162,679,48,95,117,0.264855687,0.353550295,0.568760611,16,156,0.922310906,0,75
Michael Brantley,11.93078795,FALSE,2023,36,TRUE,64,277,5,28,26,0.288065843,0.369565217,0.41563786,1,70,0.785203077,4106,121,508,8,68,47,0.311300639,0.362204724,0.437100213,11,146,0.799304937,50,100
Mitch Garver,12,TRUE,2024,33,FALSE,87,344,19,45,50,0.27027027,0.37026239,0.5,6,80,0.87026239,15161,54,215,10,23,24,0.207446808,0.297674418,0.404255319,3,39,0.701929737,0,50
Carlos Gomez,13.46767431,FALSE,2017,31,TRUE,118,453,13,45,53,0.231143552,0.297777777,0.384428223,11,95,0.682206,4881,115,477,12,61,56,0.255172413,0.314345991,0.409195402,5,111,0.723541393,78.26086957,65.38461538
Joey Gallo,10.93655562,FALSE,2023,29,FALSE,126,410,19,48,47,0.16,0.280487804,0.357142857,0,56,0.637630661,14128,153,616,38,90,77,0.19879518,0.35064935,0.457831325,6,99,0.808480675,100,100
Kendrys Morales,12.88212325,FALSE,2017,34,FALSE,154,618,30,65,93,0.26344086,0.326860841,0.467741935,20,147,0.794602776,8610,158,639,22,81,106,0.289982425,0.361502347,0.485061511,24,165,0.846563858,0,0
Justin Turner,10.78742077,FALSE,2023,38,FALSE,128,532,13,61,81,0.277777777,0.34962406,0.438034188,13,130,0.787658248,5235,151,612,27,87,87,0.277673545,0.361111111,0.470919324,12,148,0.832030435,100,100
Harrison Bader,10.5,FALSE,2024,30,FALSE,98,344,7,44,40,0.231974921,0.274052478,0.347962382,7,74,0.62201486,18030,86,313,5,38,30,0.25,0.293929712,0.356164383,4,73,0.650094095,86.95652174,85
Kevin Kiermaier,10.5,FALSE,2024,34,TRUE,129,408,8,58,36,0.264864864,0.321867321,0.418918918,9,98,0.740786239,11038,63,221,7,28,22,0.228155339,0.280542986,0.368932038,2,47,0.649475024,93.33333333,85.71428571
Marwin Gonzalez,12.48169939,FALSE,2019,30,FALSE,145,552,16,61,68,0.247443762,0.32358318,0.408997955,14,121,0.732581135,5497,134,515,23,67,90,0.303296703,0.376953125,0.529670329,8,138,0.906623454,40,72.72727273
Denard Span,12.72340655,FALSE,2016,32,FALSE,61,275,5,38,22,0.300813008,0.364963503,0.430894308,5,74,0.795857811,8347,147,668,5,94,37,0.301639344,0.354887218,0.416393442,6,184,0.77128066,100,81.57894737
Avisail Garcia,11.87629677,FALSE,2020,29,FALSE,125,530,20,61,72,0.282208588,0.332075471,0.464212678,15,138,0.796288149,5760,93,385,19,47,49,0.235955056,0.28051948,0.438202247,9,84,0.718721727,71.42857143,75
Christian Vazquez,9.94232329,TRUE,2023,32,FALSE,119,426,9,41,52,0.273869346,0.31455399,0.399497487,10,109,0.714051477,9774,138,498,6,51,49,0.257641921,0.307847082,0.351528384,15,118,0.659375466,20,66.66666667
Eduardo Escobar,10.97132508,FALSE,2022,33,FALSE,146,599,28,77,90,0.253187613,0.313856427,0.471766848,3,139,0.785623275,6153,158,699,35,94,118,0.268867924,0.320457796,0.511006289,8,171,0.831464085,100,83.33333333
Howie Kendrick,12.31297408,FALSE,2016,32,TRUE,117,495,9,64,54,0.29525862,0.336032388,0.409482758,17,137,0.745515146,4229,157,674,7,85,75,0.293354943,0.347242921,0.397082658,15,181,0.744325579,75,73.68421053
J.D. Martinez,9.94232329,FALSE,2023,35,FALSE,139,596,16,76,62,0.2739212,0.34117647,0.448405253,20,146,0.789581723,6184,148,634,28,92,99,0.285964912,0.349131121,0.517543859,18,163,0.86667498,0,0
Jed Lowrie,11.88733275,FALSE,2019,35,FALSE,157,680,23,78,99,0.266778523,0.352941176,0.447986577,8,159,0.800927753,4418,153,645,14,86,69,0.276895943,0.359689922,0.447971781,10,157,0.807661703,0,0
Mike Moustakas,11.88733275,FALSE,2019,30,TRUE,152,635,28,66,95,0.2513089,0.314960629,0.458987783,13,144,0.773948412,4892,148,598,38,75,85,0.272072072,0.31438127,0.52072072,18,151,0.83510199,80,0
Wilson Ramos,11.29296611,TRUE,2019,31,FALSE,111,416,15,39,70,0.306282722,0.358173076,0.486910994,20,117,0.84508407,1433,64,224,11,19,35,0.259615384,0.28959276,0.447115384,11,54,0.736708144,0,0
Brandon Belt,9.24636066,FALSE,2023,35,FALSE,78,298,8,25,23,0.212598425,0.325503355,0.3503937,9,54,0.675897055,10264,97,381,29,65,59,0.273846153,0.377952755,0.596923076,9,89,0.974875831,100,60
Asdrubal Cabrera,11.38950102,FALSE,2016,30,FALSE,143,551,15,66,58,0.265346534,0.314545454,0.42970297,14,134,0.744248424,4962,146,616,14,74,61,0.240506329,0.307317073,0.386980108,15,133,0.694297181,66.66666667,83.33333333
Gerardo Parra,11.28689291,FALSE,2016,29,FALSE,155,589,14,83,51,0.290676416,0.328205128,0.45155393,8,159,0.779759058,8553,150,574,9,64,40,0.260869565,0.308098591,0.368620037,10,138,0.676718628,77.77777778,56.25
Brian Dozier,10.69859948,FALSE,2019,32,FALSE,151,632,21,81,72,0.215189873,0.305379746,0.390596745,12,119,0.695976491,9810,152,705,34,106,93,0.270664505,0.358865248,0.497568881,11,167,0.856434129,80,69.56521739
Eddie Rosario,9.874192572,FALSE,2022,30,TRUE,111,412,14,42,62,0.258575197,0.304878048,0.4353562,4,98,0.740234248,12155,137,590,32,91,109,0.275800711,0.3,0.5,10,155,0.8,78.57142857,75
Jason Heyward,9,FALSE,2024,34,TRUE,124,377,15,56,40,0.269461077,0.339572192,0.473053892,7,90,0.812626084,4940,48,151,1,15,10,0.204379562,0.278145695,0.277372262,3,28,0.555517957,50,100
Kevin Kiermaier,8.948090961,FALSE,2023,33,FALSE,63,221,7,28,22,0.228155339,0.280542986,0.368932038,2,47,0.649475024,11038,122,390,4,54,37,0.258620689,0.328205128,0.387931034,4,90,0.716136162,85.71428571,64.28571429
Michael Saunders,10.53991903,FALSE,2017,30,FALSE,140,558,24,70,57,0.253061224,0.337522441,0.47755102,14,124,0.815073461,9981,9,36,0,2,3,0.193548387,0.305555555,0.193548387,1,6,0.499103942,33.33333333,0
Robinson Chirinos,9.874192572,TRUE,2022,38,FALSE,45,112,5,13,15,0.226804123,0.324324324,0.453608247,2,22,0.777932571,3142,114,437,17,57,58,0.237704918,0.347126436,0.44262295,11,87,0.789749386,0,33.33333333
Corey Dickerson,10.39175967,FALSE,2020,31,FALSE,78,279,12,33,59,0.303846153,0.340501792,0.565384615,4,79,0.905886407,10762,135,533,13,65,55,0.299603174,0.330206378,0.474206349,14,151,0.804412727,100,72.72727273
Andrew McCutchen,9.325626318,FALSE,2022,35,FALSE,144,574,27,78,80,0.221991701,0.334494773,0.443983402,10,107,0.778478175,9847,59,262,10,45,29,0.255707762,0.377862595,0.456621004,1,56,0.834483599,85.71428571,66.66666667
Brandon Drury,8.450974797,FALSE,2023,30,FALSE,138,568,28,87,87,0.262548262,0.320422535,0.492277992,8,136,0.812700527,11615,51,88,4,7,14,0.273809523,0.306818181,0.476190476,3,23,0.783008657,40,0
Jean Segura,8.450974797,FALSE,2023,33,FALSE,98,387,10,45,33,0.276836158,0.335917312,0.387005649,16,98,0.722922961,5933,131,567,14,76,58,0.289883268,0.348056537,0.435797665,16,149,0.783854202,68.42105263,75
Mike Napoli,9.954367969,FALSE,2017,35,FALSE,150,645,34,92,101,0.238779174,0.33488372,0.464991023,15,133,0.799874743,3057,133,469,18,46,50,0.223587223,0.324093816,0.41031941,11,91,0.734413226,83.33333333,50
Todd Frazier,10.05813108,FALSE,2018,32,FALSE,147,576,27,74,76,0.213080168,0.34375,0.428270042,10,101,0.772020042,785,158,666,40,89,98,0.225423728,0.302255639,0.464406779,11,133,0.766662418,57.14285714,75
Jason Castro,9.564000598,TRUE,2017,30,FALSE,113,376,11,41,32,0.209726443,0.306666666,0.376899696,9,69,0.683566362,8722,104,375,11,38,31,0.210682492,0.282666666,0.364985163,5,71,0.647651829,66.66666667,0
Adam Frazier,7.953858632,FALSE,2023,31,FALSE,156,602,3,61,42,0.238447319,0.301003344,0.310536044,15,129,0.611539388,15223,155,639,5,83,43,0.305025996,0.367924528,0.410745233,10,176,0.778669761,64.70588235,66.66666667
Carlos Gonzalez,9.466476312,FALSE,2018,32,TRUE,136,534,14,72,57,0.261702127,0.33895131,0.423404255,9,123,0.762355565,7287,150,632,25,87,100,0.297945205,0.349683544,0.505136986,10,174,0.85482053,100,50
Ian Desmond,9.850379264,FALSE,2016,30,FALSE,156,641,19,69,62,0.233276157,0.289763779,0.384219554,9,136,0.673983333,6885,154,648,24,73,91,0.254637436,0.313271604,0.430016863,17,151,0.743288467,72.22222222,82.75862069
Jon Jay,9.368816912,FALSE,2017,32,FALSE,90,373,2,49,26,0.291066282,0.338709677,0.389048991,5,101,0.727758668,5227,79,245,1,25,10,0.209523809,0.305785123,0.257142857,7,44,0.56292798,100,0
Kole Calhoun,9.501037416,FALSE,2020,32,FALSE,152,632,33,92,74,0.231884057,0.324881141,0.467391304,14,128,0.792272445,11200,137,552,19,71,57,0.207739307,0.283121597,0.368635437,9,102,0.651757034,80,75
Travis d'Arnaud,9.501037416,TRUE,2020,31,FALSE,103,391,16,52,69,0.25071225,0.31202046,0.433048433,4,88,0.745068893,7739,4,16,1,1,3,0.2,0.25,0.4,0,3,0.65,0,0
Whit Merrifield,8,FALSE,2024,35,FALSE,145,592,11,66,67,0.272394881,0.317567567,0.382084095,15,149,0.699651662,11281,139,550,11,70,58,0.25,0.298181818,0.375,11,126,0.673181818,72.22222222,76.19047619
Yonder Alonso,9.466476312,FALSE,2018,31,FALSE,142,521,28,72,67,0.266075388,0.364683301,0.501108647,9,120,0.865791948,2530,156,532,7,52,56,0.253112033,0.315789473,0.367219917,15,122,0.68300939,100,75
Jurickson Profar,7.70530055,FALSE,2023,30,FALSE,152,658,15,82,58,0.24347826,0.331297709,0.391304347,12,140,0.722602056,10815,137,412,4,47,33,0.226628895,0.329268292,0.320113314,12,80,0.649381606,83.33333333,66.66666667
Isiah Kiner-Falefa,7.5,FALSE,2024,29,FALSE,115,361,6,39,37,0.242331288,0.305555555,0.340490797,12,79,0.646046352,16512,142,531,4,66,48,0.260869565,0.314393939,0.327122153,13,126,0.641516092,73.68421053,84.61538462
Jonathan Schoop,8.915499562,FALSE,2019,27,FALSE,131,501,21,61,61,0.232558139,0.266,0.416490486,11,110,0.682490486,11265,160,675,32,92,105,0.292604501,0.337777777,0.503215434,20,182,0.840993211,50,100
Luis Valbuena,8.783265855,FALSE,2017,31,FALSE,90,342,13,38,40,0.260273972,0.356932153,0.458904109,5,76,0.815836262,4969,132,493,25,62,56,0.223502304,0.310344827,0.437788018,13,97,0.748132845,50,100
Omar Narvaez,7.456742468,TRUE,2023,31,FALSE,84,296,4,21,23,0.20610687,0.291525423,0.305343511,4,54,0.596868934,13338,123,445,11,54,49,0.265984654,0.341573033,0.401534526,13,104,0.743107559,0,0
Tommy Pham,8.22849381,FALSE,2022,34,FALSE,155,561,15,74,49,0.229473684,0.340463458,0.383157894,10,109,0.723621352,2967,145,654,21,77,68,0.273368606,0.368501529,0.449735449,22,155,0.818236978,70,86.20689655
Welington Castillo,8.874821543,TRUE,2018,31,FALSE,96,365,20,44,53,0.281524926,0.323287671,0.48973607,10,96,0.813023741,3256,113,457,14,41,68,0.264423076,0.321663019,0.423076923,5,110,0.744739942,0,100
Wil Myers,7.456742468,FALSE,2023,32,FALSE,77,286,7,29,41,0.260536398,0.314685314,0.398467432,7,68,0.713152746,10047,146,500,17,56,63,0.255656108,0.334,0.43438914,9,113,0.76838914,66.66666667,61.53846154
Aledmys Diaz,7.208184385,FALSE,2023,32,FALSE,92,327,12,35,38,0.24262295,0.287461773,0.403278688,7,74,0.690740461,15937,84,319,8,28,45,0.258503401,0.31661442,0.404761904,7,76,0.721376324,50,0
Logan Morrison,8.578994158,FALSE,2018,30,FALSE,149,601,38,75,85,0.24609375,0.352745424,0.515625,12,126,0.868370424,9205,107,398,14,45,43,0.237960339,0.319095477,0.413597733,4,84,0.73269321,100,66.66666667
Adam Duvall,6.959626303,FALSE,2023,34,FALSE,86,315,12,39,36,0.212543554,0.276190476,0.400696864,2,61,0.67688734,10950,146,555,38,67,113,0.228070175,0.281081081,0.49122807,7,117,0.772309151,0,100
AJ Pollock,6.959626303,FALSE,2023,35,FALSE,138,527,14,61,56,0.245398773,0.292220113,0.388548057,13,120,0.68076817,9256,117,422,21,53,69,0.296875,0.355450236,0.536458333,4,114,0.891908569,75,90
Chase Utley,8.619081856,FALSE,2016,37,TRUE,107,423,8,37,39,0.211796246,0.286052009,0.343163538,7,79,0.629215547,1679,155,664,11,74,78,0.269949066,0.338855421,0.407470288,8,159,0.746325709,100,90.90909091
Mike Napoli,8.619081856,FALSE,2016,34,FALSE,133,469,18,46,50,0.223587223,0.324093816,0.41031941,11,91,0.734413226,3057,119,500,17,49,55,0.248192771,0.37,0.419277108,12,103,0.789277108,50,60
Jason Castro,8.135263287,TRUE,2020,33,FALSE,79,275,13,39,30,0.23206751,0.332116788,0.434599156,0,55,0.766715944,8722,19,74,1,4,3,0.142857142,0.256756756,0.238095238,2,9,0.494851994,0,0
Robinson Chirinos,8.01650032,TRUE,2020,36,FALSE,114,437,17,57,58,0.237704918,0.347126436,0.44262295,11,87,0.789749386,3142,113,426,18,48,65,0.222222222,0.338028169,0.419444444,7,80,0.757472613,33.33333333,100
Carlos Santana,6.686212413,FALSE,2023,37,FALSE,131,506,19,52,60,0.201856148,0.316205533,0.375870069,9,87,0.692075602,2396,158,659,19,66,69,0.214159292,0.318664643,0.34159292,12,121,0.660257563,0,100
Chris Young,8.003433152,FALSE,2016,32,FALSE,140,356,14,53,42,0.251572327,0.320113314,0.452830188,6,80,0.772943502,3882,111,366,11,40,38,0.221538461,0.298630136,0.384615384,3,72,0.68324552,75,72.72727273
David Peralta,6.462510139,FALSE,2023,35,FALSE,134,490,12,39,59,0.250569476,0.31632653,0.414578587,8,110,0.730905117,2136,150,538,8,57,63,0.258726899,0.32527881,0.402464065,9,126,0.727742875,25,66.66666667
Hunter Renfroe,6.5,FALSE,2024,32,FALSE,140,548,20,60,60,0.232931726,0.297445255,0.41566265,15,116,0.713107905,15464,125,522,29,62,72,0.255274261,0.315384615,0.491561181,11,121,0.806945796,0,50
Jonathan Lucroy,7.691512004,TRUE,2018,32,FALSE,123,481,6,45,40,0.264775413,0.345114345,0.371158392,16,112,0.716272737,7870,142,544,24,67,81,0.291836734,0.354779411,0.5,16,143,0.854779411,100,100
Mike Moustakas,7.691512004,FALSE,2018,29,TRUE,148,598,38,75,85,0.272072072,0.31438127,0.52072072,18,151,0.83510199,4892,27,113,7,12,13,0.240384615,0.300884955,0.5,5,25,0.800884955,0,0
Mitch Moreland,7.691512004,FALSE,2018,32,TRUE,149,576,22,73,79,0.246062992,0.326388888,0.442913385,14,125,0.769302273,3086,147,503,22,49,60,0.232608695,0.298210735,0.42173913,8,107,0.719949865,0,100
Yan Gomes,7.131361302,TRUE,2022,34,FALSE,103,375,14,49,52,0.252148997,0.301333333,0.421203438,15,88,0.722536771,9627,97,358,12,36,43,0.222929936,0.315642458,0.388535031,7,70,0.704177489,0,100
Howie Kendrick,7.422685481,FALSE,2020,36,TRUE,121,370,17,61,62,0.344311377,0.394594594,0.571856287,11,115,0.966450881,4229,40,160,4,17,12,0.302631578,0.33125,0.47368421,6,46,0.80493421,66.66666667,50
Jeff Mathis,7.429582969,TRUE,2019,36,FALSE,69,218,1,15,20,0.2,0.2718894,0.271794871,7,39,0.543684271,3448,60,203,2,13,11,0.215053763,0.277227722,0.322580645,6,40,0.599808367,0,100
Steve Pearce,7.319388213,FALSE,2017,34,FALSE,85,302,13,35,35,0.288,0.374,0.492,5,76,0.867,9957,92,325,15,42,40,0.217687074,0.289230769,0.421768707,11,64,0.710999476,0,50
Steve Pearce,7.429582969,FALSE,2019,36,TRUE,76,251,11,35,42,0.28372093,0.378486055,0.511627906,2,61,0.890113961,9957,92,348,13,38,37,0.252396166,0.318965517,0.43769968,11,79,0.756665197,0,0
C.J. Cron,7.24454103,FALSE,2020,30,FALSE,125,499,25,51,78,0.253275109,0.310621242,0.469432314,13,116,0.780053556,12546,140,560,30,68,74,0.253493013,0.323214285,0.493013972,11,127,0.816228257,0,33.33333333
Brandon Moss,7.026612684,FALSE,2017,33,FALSE,128,464,28,66,67,0.225181598,0.299568965,0.484261501,8,93,0.783830466,4467,145,526,19,47,58,0.226012793,0.304182509,0.407249466,12,106,0.711431975,100,0
Joc Pederson,6.582795048,FALSE,2022,30,FALSE,137,481,18,55,61,0.237762237,0.309771309,0.421911421,9,102,0.73168273,11899,149,514,36,83,74,0.248888888,0.3385214,0.537777777,4,112,0.876299177,40,50
Jonathan Villar,6.582795048,FALSE,2022,31,FALSE,142,505,18,63,42,0.248898678,0.322067594,0.416299559,6,113,0.738367153,10071,162,714,24,111,73,0.274143302,0.338959212,0.453271028,8,176,0.79223024,66.66666667,81.63265306
Matt Carpenter,5.965393974,FALSE,2023,37,FALSE,47,154,15,28,37,0.3046875,0.411764705,0.7265625,2,39,1.138327205,8090,130,249,3,18,21,0.169082125,0.305220883,0.275362318,1,35,0.580583201,0,100
Mike Zunino,5.965393974,TRUE,2023,32,FALSE,36,123,5,7,16,0.147826086,0.195121951,0.304347826,2,17,0.499469777,13265,109,375,33,64,62,0.216216216,0.301333333,0.558558558,7,72,0.859891891,0,0
Nick Markakis,7.13239965,FALSE,2019,35,TRUE,162,705,14,78,93,0.29695024,0.365957446,0.439807383,18,185,0.805764829,5930,160,670,8,76,76,0.274873524,0.353731343,0.384485666,16,163,0.738217009,50,0
Rajai Davis,7.026612684,FALSE,2017,36,FALSE,134,495,12,74,48,0.248898678,0.305668016,0.387665198,9,113,0.693333214,3708,112,370,8,55,30,0.258064516,0.306233062,0.439882697,5,88,0.746115759,87.75510204,69.23076923
Starlin Castro,7.125778062,FALSE,2020,30,FALSE,162,676,22,68,86,0.270440251,0.300295857,0.435534591,23,172,0.735830448,4579,154,647,12,76,54,0.278246205,0.329211746,0.399662731,18,165,0.728874477,50,60
Tommy Pham,5.965393974,FALSE,2023,35,FALSE,144,622,17,89,63,0.236462093,0.311897106,0.373646209,20,131,0.685543315,2967,155,561,15,74,49,0.229473684,0.340463458,0.383157894,10,109,0.723621352,72.72727273,70
Victor Caratini,6,TRUE,2024,30,FALSE,62,226,7,23,25,0.258706467,0.327433628,0.383084577,8,52,0.710518205,14968,96,314,9,26,34,0.198529411,0.300319488,0.341911764,11,54,0.642231252,50,0
Alejandro De Aza,7.079960096,FALSE,2016,32,FALSE,114,365,7,51,35,0.261538461,0.333333333,0.421538461,6,85,0.754871794,3371,142,528,8,56,41,0.251572327,0.314285714,0.385744234,7,120,0.700029948,58.33333333,62.96296296
Pedro Alvarez,7.079960096,FALSE,2016,29,FALSE,150,491,27,60,77,0.242562929,0.31771894,0.469107551,6,106,0.786826491,2495,122,445,18,46,56,0.231155778,0.31235955,0.404522613,12,92,0.716882163,100,72.72727273
Robinson Chirinos,6.835216331,TRUE,2019,35,FALSE,113,426,18,48,65,0.222222222,0.338028169,0.419444444,7,80,0.757472613,3142,88,309,17,46,38,0.254752851,0.36038961,0.505703422,5,67,0.866093032,100,100
Sean Rodriguez,6.733837156,FALSE,2017,32,FALSE,140,342,18,49,56,0.27,0.348973607,0.51,6,81,0.858973607,6589,139,240,4,25,17,0.245535714,0.280851063,0.361607142,9,55,0.642458205,66.66666667,50
Josh Harrison,6.034228794,FALSE,2022,34,FALSE,138,558,8,58,60,0.27920792,0.341113105,0.4,9,141,0.741113105,8202,36,147,1,10,8,0.175182481,0.217687074,0.262773722,0,24,0.480460796,64.28571429,66.66666667
Leury Garcia,6.034228794,FALSE,2022,31,TRUE,126,474,5,60,54,0.267469879,0.33548387,0.375903614,12,111,0.711387484,5913,140,618,8,93,40,0.279029462,0.309719934,0.377816291,6,161,0.687536225,75,75
Mitch Moreland,6.441061627,FALSE,2017,31,FALSE,147,503,22,49,60,0.232608695,0.298210735,0.42173913,8,107,0.719949865,3086,132,515,23,51,85,0.278131634,0.330097087,0.48195329,9,131,0.812050377,100,100
Nori Aoki,6.772135744,FALSE,2016,34,FALSE,93,392,5,42,26,0.287,0.353,0.38,8,102,0.733,13075,132,549,1,63,43,0.285,0.349,0.36,5,140,0.71,73.68421053,68
Billy Hamilton,6.240849694,FALSE,2019,28,FALSE,153,556,4,74,29,0.236111111,0.299099099,0.327380952,1,119,0.626480051,10199,139,633,4,85,38,0.24742268,0.299363057,0.335051546,5,144,0.634414603,77.27272727,81.94444444
Carlos Santana,5.25,FALSE,2024,38,FALSE,146,619,23,78,86,0.24,0.31825525,0.429090909,11,132,0.747346159,2396,131,506,19,52,60,0.201856148,0.316205533,0.375870069,9,87,0.692075602,100,0
Jordy Mercer,6.240849694,FALSE,2019,32,FALSE,117,436,6,43,39,0.251269035,0.314942528,0.380710659,12,99,0.695653187,6547,145,558,14,52,58,0.254980079,0.326164874,0.406374501,16,128,0.732539375,100,0
Rajai Davis,6.464311392,FALSE,2016,35,FALSE,112,370,8,55,30,0.258064516,0.306233062,0.439882697,5,88,0.746115759,3708,134,494,8,64,51,0.281995661,0.3197556,0.401301518,7,130,0.721057118,69.23076923,76.59574468
Kole Calhoun,5.705089042,FALSE,2022,34,FALSE,51,182,5,17,17,0.234939759,0.296703296,0.373493975,2,39,0.670197271,11200,152,632,33,92,74,0.231884057,0.324881141,0.467391304,14,128,0.792272445,100,80
Andrew McCutchen,5,FALSE,2024,37,TRUE,112,473,12,55,43,0.256410256,0.378435517,0.397435897,8,100,0.775871414,9847,134,580,17,66,69,0.236893203,0.315517241,0.384466019,10,122,0.69998326,78.57142857,57.14285714
Andrew McCutchen,4.971161645,FALSE,2023,36,FALSE,134,580,17,66,69,0.236893203,0.315517241,0.384466019,10,122,0.69998326,9847,144,574,27,78,80,0.221991701,0.334494773,0.443983402,10,107,0.778478175,57.14285714,85.71428571
Austin Hedges,4.971161645,TRUE,2023,30,FALSE,105,338,7,26,30,0.163265306,0.240853658,0.248299319,12,48,0.489152977,12976,88,312,10,32,31,0.178321678,0.219672131,0.307692307,7,51,0.527364438,100,100
Austin Jackson,6.15648704,FALSE,2016,29,FALSE,136,527,9,56,48,0.266802443,0.311068702,0.384928716,5,131,0.695997418,9848,154,656,4,71,47,0.256281407,0.308396946,0.346733668,15,153,0.655130614,62.96296296,76.92307692
Brad Miller,5.48566254,FALSE,2022,32,FALSE,140,377,20,53,49,0.226586102,0.320954907,0.453172205,7,75,0.774127112,12775,79,170,13,26,25,0.259740259,0.329411764,0.564935064,2,40,0.894346828,100,100
Cesar Hernandez,5.938148385,FALSE,2020,30,FALSE,161,667,14,77,71,0.279411764,0.332833583,0.408496732,9,171,0.741330315,10556,161,708,15,91,60,0.252892561,0.356435643,0.361983471,12,153,0.718419114,81.81818182,76
Colby Rasmus,5.85551057,FALSE,2017,30,FALSE,107,417,15,38,54,0.205962059,0.286057692,0.35501355,5,76,0.641071242,9893,137,485,25,67,61,0.238425925,0.314049586,0.474537037,6,103,0.788586623,80,66.66666667
Corey Dickerson,5.48566254,FALSE,2022,33,FALSE,109,365,6,43,29,0.270833333,0.326027397,0.407738095,8,91,0.733765492,10762,78,279,12,33,59,0.303846153,0.340501792,0.565384615,4,79,0.905886407,54.54545455,100
Curtis Granderson,5.916547695,FALSE,2018,37,FALSE,147,527,26,74,64,0.211581291,0.322580645,0.452115812,5,95,0.774696457,4747,150,633,30,88,59,0.236697247,0.334913112,0.464220183,10,129,0.799133295,75,66.66666667
Freddy Galvis,5.943666375,FALSE,2019,29,FALSE,162,656,13,62,67,0.247508305,0.299236641,0.380398671,8,149,0.679635312,6609,162,663,12,71,61,0.25493421,0.308623298,0.381578947,12,155,0.690202245,57.14285714,73.68421053
Jeimer Candelario,4.971161645,FALSE,2023,29,FALSE,124,467,13,49,50,0.216783216,0.271948608,0.361305361,9,93,0.633253969,13621,149,626,16,75,67,0.271095152,0.351437699,0.443447037,10,151,0.794884736,0,0
Joey Gallo,5,FALSE,2024,30,FALSE,111,332,21,39,40,0.177304964,0.301204819,0.439716312,3,50,0.740921131,14128,126,410,19,48,47,0.16,0.280487804,0.357142857,0,56,0.637630661,50,100
Jose Iglesias,5.48566254,FALSE,2022,32,FALSE,137,511,9,65,48,0.271221532,0.309197651,0.391304347,10,131,0.700501998,10231,146,530,11,62,59,0.287698412,0.31758034,0.406746031,17,145,0.724326371,71.42857143,50
Kurt Suzuki,5.943666375,TRUE,2019,35,FALSE,105,388,12,45,50,0.270893371,0.332474226,0.443804034,6,94,0.77627826,8259,81,309,19,38,50,0.282608695,0.35064935,0.536231884,5,78,0.886881234,0,0
Roberto Perez,5.48566254,TRUE,2022,33,FALSE,44,161,7,13,17,0.14893617,0.245283018,0.319148936,1,21,0.564431954,2900,119,449,24,46,63,0.23907455,0.321266968,0.452442159,12,93,0.773709127,100,0
