Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,NameASCII,PlayerId,MLBAMID
"Harold Castro","DET",120,443,7,37,47,0,0.038374717,0.178329571,0.271428571,0.3,0.38095238,5,1,114,0.68095238,"Harold Castro",14691,605612
"Josh Harrison","CHW",119,425,7,50,27,2,0.049411764,0.167058823,0.256476683,0.316784869,0.370466321,9,1,99,0.68725119,"Josh Harrison",8202,543281
"Christian Vázquez","- - -",119,426,9,41,52,1,0.051643192,0.16197183,0.273869346,0.31455399,0.399497487,10,4,109,0.714051477,"Christian Vazquez",9774,543877
"Darin Ruf","- - -",119,388,11,52,45,2,0.115979381,0.270618556,0.203592814,0.30670103,0.338323353,11,0,68,0.645024383,"Darin Ruf",9929,573131
"Mike Trout","LAA",119,499,40,85,80,1,0.108216432,0.278557114,0.283105022,0.368737474,0.630136986,6,0,124,0.99887446,"Mike Trout",10155,545361
"Adam Engel","CHW",119,260,2,32,17,12,0.042307692,0.292307692,0.224489795,0.269230769,0.310204081,2,4,55,0.57943485,"Adam Engel",15082,641553
"Garrett Cooper","MIA",119,469,9,37,50,0,0.085287846,0.253731343,0.260869565,0.336886993,0.415458937,6,0,108,0.75234593,"Garrett Cooper",15279,643265
"Luis Urías","MIL",119,472,16,54,47,1,0.105932203,0.209745762,0.238916256,0.334745762,0.403940886,9,2,97,0.738686648,"Luis Urias",16622,649966
"Ronald Acuña Jr.","ATL",119,533,15,71,50,29,0.099437148,0.236397748,0.265524625,0.350844277,0.413276231,8,11,124,0.764120508,"Ronald Acuna Jr.",18401,660670
"Chas McCormick","HOU",119,407,14,47,44,4,0.113022113,0.26044226,0.245125348,0.331695331,0.406685236,5,3,88,0.738380567,"Chas McCormick",19599,676801
"Cal Raleigh","SEA",119,415,27,46,63,1,0.091566265,0.293975903,0.21081081,0.284337349,0.489189189,5,0,78,0.773526538,"Cal Raleigh",21534,663728
"Brandon Crawford","SFG",118,458,9,50,52,1,0.085152838,0.213973799,0.23095823,0.307860262,0.343980343,12,1,94,0.651840605,"Brandon Crawford",5343,543063
"Starling Marte","NYM",118,505,16,76,63,18,0.051485148,0.192079207,0.291845493,0.346534653,0.467811158,18,9,136,0.814345811,"Starling Marte",9241,516782
"Jose Iglesias","COL",118,467,3,48,47,2,0.036402569,0.119914346,0.291571753,0.327623126,0.380410022,11,3,128,0.708033148,"Jose Iglesias",10231,578428
"Rafael Ortega","CHC",118,371,7,35,35,12,0.118598382,0.199460916,0.240506329,0.330623306,0.357594936,10,7,76,0.688218242,"Rafael Ortega",10323,542364
"Chris Taylor","LAD",118,454,10,45,43,10,0.096916299,0.352422907,0.221393034,0.303964757,0.373134328,4,1,89,0.677099085,"Chris Taylor",13757,621035
"Franmil Reyes","- - -",118,473,14,43,47,2,0.063424947,0.33192389,0.221461187,0.272727272,0.365296803,12,1,97,0.638024075,"Franmil Reyes",14566,614177
"Jared Walsh","LAA",118,454,15,41,44,2,0.059471365,0.303964757,0.215130023,0.268722466,0.373522458,6,1,91,0.642244924,"Jared Walsh",18607,665120
"Ramón Urías","BAL",118,445,16,50,51,1,0.06741573,0.220224719,0.248138957,0.305429864,0.414392059,7,0,100,0.719821923,"Ramon Urias",18795,602104
"Bobby Dalbec","BOS",117,353,12,40,39,3,0.082152974,0.33427762,0.214511041,0.283286118,0.369085173,5,0,68,0.652371291,"Bobby Dalbec",19966,666915
"Matt Vierling","PHI",117,357,6,41,32,7,0.06442577,0.196078431,0.246153846,0.296918767,0.35076923,7,4,80,0.647687997,"Matt Vierling",21558,663837
"Max Kepler","MIN",115,446,9,54,43,3,0.10986547,0.147982062,0.226804123,0.31838565,0.347938144,7,2,88,0.666323794,"Max Kepler",12144,596146
"Ben Gamel","PIT",115,423,9,42,46,5,0.113475177,0.231678486,0.231805929,0.323877068,0.369272237,5,1,86,0.693149305,"Ben Gamel",12160,592325
"J.D. Davis","- - -",115,365,12,46,35,1,0.106849315,0.334246575,0.248427672,0.339726027,0.418238993,13,1,79,0.75796502,"J.D. Davis",16219,605204
"Jose Trevino","NYY",115,353,11,39,43,2,0.042492917,0.175637393,0.247761194,0.283286118,0.388059701,5,1,83,0.671345819,"Jose Trevino",16725,624431
"Bryan De La Cruz","MIA",115,355,13,38,43,4,0.053521126,0.253521126,0.252279635,0.29378531,0.431610942,8,0,83,0.725396252,"Bryan De La Cruz",19600,650559
"Salvador Perez","KCR",114,473,23,48,76,0,0.038054968,0.230443974,0.253932584,0.291754756,0.465168539,9,0,113,0.756923295,"Salvador Perez",7304,521692
"Jacob Stallings","MIA",114,384,4,25,34,0,0.075520833,0.216145833,0.222543352,0.292428198,0.291907514,15,1,77,0.584335712,"Jacob Stallings",13723,607732
"Michael Harris II","ATL",114,441,19,75,64,20,0.047619047,0.242630385,0.297101449,0.338636363,0.514492753,7,2,123,0.853129116,"Michael Harris II",25931,671739
"Ji Man Choi","TBR",113,419,11,36,52,0,0.138424821,0.293556085,0.233146067,0.341288782,0.387640449,3,0,83,0.728929231,"Ji Man Choi",5452,596847
"Martín Maldonado","HOU",113,379,15,40,45,0,0.058047493,0.306068601,0.186046511,0.248,0.351744186,6,0,64,0.599744186,"Martin Maldonado",6887,455117
"Willson Contreras","CHC",113,487,22,65,55,4,0.092402464,0.211498973,0.242788461,0.349075975,0.466346153,14,2,101,0.815422128,"Willson Contreras",11609,575929
"Jace Peterson","MIL",113,328,8,44,34,12,0.100609756,0.259146341,0.236111111,0.31595092,0.381944444,8,1,68,0.697895364,"Jace Peterson",12325,607054
"Yonathan Daza","COL",113,408,2,56,34,0,0.06372549,0.142156862,0.301075268,0.348894348,0.384408602,12,3,112,0.73330295,"Yonathan Daza",15794,602074
"Christopher Morel","CHC",113,425,16,55,47,10,0.089411764,0.322352941,0.234828496,0.308056872,0.432717678,6,7,89,0.74077455,"Christopher Morel",21897,666624
"Alek Thomas","ARI",113,411,8,45,39,4,0.05352798,0.180048661,0.230971128,0.274939172,0.34383202,6,3,88,0.618771192,"Alek Thomas",23792,677950
"Adley Rutschman","BAL",113,470,13,70,42,4,0.138297872,0.182978723,0.253768844,0.361702127,0.444723618,4,0,101,0.806425745,"Adley Rutschman",26288,668939
"Miguel Cabrera","DET",112,433,5,25,43,1,0.064665127,0.233256351,0.25440806,0.304849884,0.317380352,11,0,101,0.622230236,"Miguel Cabrera",1744,408234
"Willi Castro","DET",112,392,8,47,31,9,0.038265306,0.209183673,0.24109589,0.283887468,0.367123287,4,4,88,0.651010755,"Willi Castro",17338,650489
"Keibert Ruiz","WSN",112,433,7,33,36,6,0.069284064,0.115473441,0.251269035,0.3125,0.360406091,9,1,99,0.672906091,"Keibert Ruiz",19610,660688
"Chad Pinder","OAK",111,379,12,38,42,2,0.036939313,0.311345646,0.235457063,0.262599469,0.385041551,10,0,85,0.64764102,"Chad Pinder",15191,640461
"Connor Joe","COL",111,467,7,56,28,6,0.117773019,0.207708779,0.237623762,0.338329764,0.358910891,8,2,96,0.697240655,"Connor Joe",16572,656582
"Isaac Paredes","TBR",111,381,20,48,45,0,0.115485564,0.175853018,0.205438066,0.304461942,0.435045317,12,1,68,0.739507259,"Isaac Paredes",20036,670623
"Seiya Suzuki","CHC",111,446,14,54,46,9,0.094170403,0.246636771,0.261964735,0.336322869,0.43324937,8,5,104,0.769572239,"Seiya Suzuki",30116,673548
"Giancarlo Stanton","NYY",110,452,31,53,78,0,0.110619469,0.303097345,0.211055276,0.297117516,0.462311557,8,0,84,0.759429073,"Giancarlo Stanton",4949,519317
"Eric Haase","DET",110,351,14,41,44,0,0.068376068,0.276353276,0.253869969,0.304843304,0.442724458,9,0,82,0.747567762,"Eric Haase",14111,606992
"Austin Nola","SDP",110,397,4,40,40,2,0.085642317,0.151133501,0.250720461,0.32070707,0.328530259,5,1,87,0.649237329,"Austin Nola",15941,543592
"Nick Senzel","CIN",110,420,5,45,25,8,0.071428571,0.18095238,0.230563002,0.29584352,0.305630026,7,5,86,0.601473546,"Nick Senzel",19293,669222
"Spencer Torkelson","DET",110,404,8,38,28,0,0.091584158,0.245049504,0.202777777,0.284653465,0.319444444,12,1,73,0.604097909,"Spencer Torkelson",27465,679529
"Albert Pujols","STL",109,351,24,42,68,1,0.079772079,0.156695156,0.270358306,0.344729344,0.550488599,13,2,83,0.895217943,"Albert Pujols",1177,405395
"Bradley Zimmer","- - -",109,117,2,18,5,3,0.042735042,0.384615384,0.123809523,0.206896551,0.228571428,0,2,13,0.435467979,"Bradley Zimmer",16221,605548
"Abraham Toro","SEA",109,352,10,36,35,2,0.0625,0.18465909,0.185185185,0.238636363,0.324074074,4,0,60,0.562710437,"Abraham Toro",19844,647351
"Lars Nootbaar","STL",108,347,14,53,40,4,0.146974063,0.204610951,0.227586206,0.340057636,0.448275862,3,1,66,0.788333498,"Lars Nootbaar",21454,663457
"Travis d'Arnaud","ATL",107,426,18,61,60,0,0.044600938,0.211267605,0.267676767,0.319248826,0.472222222,12,0,106,0.791471048,"Travis d'Arnaud",7739,518595
"Kyle Isbel","KCR",106,278,5,32,28,9,0.057553956,0.269784172,0.2109375,0.263537906,0.33984375,5,6,54,0.603381656,"Kyle Isbel",21614,664728
"Jack Suwinski","PIT",106,372,19,45,38,4,0.110215053,0.306451612,0.202453987,0.298387096,0.411042944,5,2,66,0.70943004,"Jack Suwinski",22244,669261
"Elias Díaz","COL",105,381,9,29,51,0,0.065616797,0.215223097,0.227920227,0.280839895,0.367521367,8,1,80,0.648361262,"Elias Diaz",11680,553869
"Austin Hedges","CLE",105,338,7,26,30,2,0.073964497,0.23076923,0.163265306,0.240853658,0.248299319,12,0,48,0.489152977,"Austin Hedges",12976,595978
"Tyler Naquin","- - -",105,334,11,47,46,4,0.056886227,0.278443113,0.229032258,0.282282282,0.422580645,3,2,71,0.704862927,"Tyler Naquin",13359,571980
"Ryan McKenna","BAL",105,172,2,23,11,2,0.063953488,0.319767441,0.237179487,0.294117647,0.339743589,3,1,37,0.633861236,"Ryan McKenna",19928,663630
"Eric Hosmer","- - -",104,419,8,38,44,0,0.088305489,0.15274463,0.268421052,0.334128878,0.381578947,12,0,102,0.715707825,"Eric Hosmer",3516,543333
"Jorge Polanco","MIN",104,445,16,54,56,3,0.143820224,0.213483146,0.234666666,0.346067415,0.405333333,4,3,88,0.751400748,"Jorge Polanco",13152,593871
"Carson Kelly","ARI",104,354,7,40,35,2,0.081920903,0.200564971,0.211356466,0.282485875,0.334384858,10,0,67,0.616870733,"Carson Kelly",13620,608348
"Mauricio Dubón","- - -",104,265,5,31,24,2,0.049056603,0.113207547,0.213991769,0.251908396,0.312757201,7,3,52,0.564665597,"Mauricio Dubon",16530,643289
"Yoán Moncada","CHW",104,433,12,41,51,2,0.073903002,0.263279445,0.211586901,0.273148148,0.352644836,5,0,84,0.625792984,"Yoan Moncada",17232,660162
"Jose Siri","- - -",104,325,7,53,24,14,0.061538461,0.332307692,0.212624584,0.267692307,0.338870431,3,2,64,0.606562738,"Jose Siri",17452,642350
"Dylan Moore","SEA",104,255,6,41,24,21,0.133333333,0.294117647,0.224390243,0.367588932,0.385365853,5,8,46,0.752954785,"Dylan Moore",18042,664238
"Maikel Franco","WSN",103,388,9,31,39,1,0.030927835,0.193298969,0.229110512,0.255154639,0.342318059,18,0,85,0.597472698,"Maikel Franco",12179,596748
"Jonathan India","CIN",103,431,10,48,41,3,0.071925754,0.218097447,0.248704663,0.327146171,0.378238341,5,4,96,0.705384512,"Jonathan India",21523,663697
"Max Stassi","LAA",102,375,9,32,30,0,0.101333333,0.298666666,0.18018018,0.267379679,0.303303303,12,0,60,0.570682982,"Max Stassi",10059,545358
"Jon Berti","MIA",102,404,4,47,28,41,0.103960396,0.220297029,0.240223463,0.324257425,0.337988826,6,5,86,0.662246251,"Jon Berti",12037,542932
"Luis Guillorme","NYM",102,335,2,33,17,1,0.101492537,0.137313432,0.272727272,0.351351351,0.34006734,15,0,81,0.691418691,"Luis Guillorme",16451,641645
"Emmanuel Rivera","- - -",102,359,12,46,40,1,0.064066852,0.231197771,0.233333333,0.292479108,0.409090909,8,2,77,0.701570017,"Emmanuel Rivera",19890,656896
"Christian Bethancourt","- - -",101,333,11,39,34,5,0.036036036,0.24024024,0.251572327,0.28313253,0.408805031,6,1,80,0.691937561,"Christian Bethancourt",10028,542194
"Joey Wendle","MIA",101,371,3,27,32,12,0.040431266,0.134770889,0.259365994,0.297297297,0.360230547,7,3,90,0.657527844,"Joey Wendle",13853,621563
"Alfonso Rivas III","CHC",101,287,3,27,25,6,0.101045296,0.303135888,0.23505976,0.321678321,0.306772908,1,1,59,0.628451229,"Alfonso Rivas III",21560,663845
"Nick Allen","OAK",100,326,4,31,19,3,0.058282208,0.196319018,0.207357859,0.25625,0.290969899,5,2,62,0.547219899,"Nick Allen",22277,669397
"Yasmani Grandal","CHW",99,376,5,15,27,1,0.119680851,0.210106382,0.201834862,0.300531914,0.269113149,8,0,66,0.569645063,"Yasmani Grandal",11368,518735
"Bryce Harper","PHI",99,426,18,63,65,11,0.10798122,0.204225352,0.286486486,0.363849765,0.513513513,13,4,106,0.877363278,"Bryce Harper",11579,547180
"Leody Taveras","TEX",99,341,5,39,34,11,0.061583577,0.258064516,0.261146496,0.308823529,0.366242038,2,5,82,0.675065567,"Leody Taveras",18900,665750
"Jake McCarthy","ARI",99,354,8,53,43,23,0.064971751,0.214689265,0.283489096,0.341880341,0.426791277,3,3,91,0.768671618,"Jake McCarthy",21622,664983
"Avisaíl García","MIA",98,380,8,31,35,4,0.044736842,0.286842105,0.224089635,0.265789473,0.31652661,12,0,80,0.582316083,"Avisail Garcia",5760,541645
"Jean Segura","PHI",98,387,10,45,33,13,0.064599483,0.149870801,0.276836158,0.335917312,0.387005649,16,6,98,0.722922961,"Jean Segura",5933,516416
"Tomás Nido","NYM",98,313,3,31,28,0,0.044728434,0.242811501,0.239436619,0.275747508,0.323943661,14,0,68,0.599691169,"Tomas Nido",13755,621512
"Brian Anderson","MIA",98,383,8,43,28,1,0.096605744,0.263707571,0.221893491,0.31070496,0.346153846,7,0,75,0.656858806,"Brian Anderson",18289,605119
"José Azocar","SDP",98,216,0,24,10,5,0.055555555,0.203703703,0.257425742,0.297674418,0.331683168,6,6,52,0.629357586,"Jose Azocar",18821,640492
"Jesús Sánchez","MIA",98,343,13,38,36,1,0.075801749,0.268221574,0.214057507,0.279883381,0.40255591,7,0,67,0.682439291,"Jesus Sanchez",19913,660821
"Luis Robert Jr.","CHW",98,401,12,54,56,11,0.042394014,0.19201995,0.284210526,0.319201995,0.426315789,6,3,108,0.745517784,"Luis Robert Jr.",20043,673357
"Luis González","SFG",98,350,4,31,36,10,0.085714285,0.214285714,0.254019292,0.322857142,0.360128617,5,2,79,0.682985759,"Luis Gonzalez",20332,670768
"Leury García","CHW",97,315,3,38,20,2,0.022222222,0.206349206,0.21,0.233226837,0.266666666,6,0,63,0.499893503,"Leury Garcia",5913,544725
"Corey Dickerson","STL",97,297,6,28,36,0,0.04040404,0.161616161,0.266903914,0.299663299,0.398576512,4,0,75,0.698239811,"Corey Dickerson",10762,572816
"Cavan Biggio","TOR",97,303,6,43,24,2,0.125412541,0.280528052,0.20233463,0.317880794,0.350194552,2,0,52,0.668075346,"Cavan Biggio",19252,624415
"Andrew Knizner","STL",97,293,4,28,25,0,0.088737201,0.211604095,0.215384615,0.301369863,0.3,9,1,56,0.601369863,"Andrew Knizner",19514,668800
"William Contreras","ATL",97,376,20,51,45,2,0.103723404,0.276595744,0.278443113,0.353723404,0.505988023,5,0,93,0.859711427,"William Contreras",20503,661388
"Joey Bart","SFG",97,291,11,34,25,2,0.089347079,0.384879725,0.214559386,0.295532646,0.363984674,5,1,56,0.65951732,"Joey Bart",21524,663698
"Victor Caratini","MIL",96,314,9,26,34,0,0.098726114,0.213375796,0.198529411,0.300319488,0.341911764,11,0,54,0.642231252,"Victor Caratini",14968,605170
"Tyler O'Neill","STL",96,383,14,56,58,14,0.09921671,0.268929503,0.22754491,0.308093994,0.392215568,9,4,76,0.700309562,"Tyler O'Neill",15711,641933
"Diego A. Castillo","PIT",96,283,11,28,29,1,0.049469964,0.265017667,0.20610687,0.250883392,0.381679389,7,1,54,0.632562781,"Diego A. Castillo",19906,660636
"Tucker Barnhart","DET",94,308,1,16,16,0,0.081168831,0.24025974,0.220640569,0.286644951,0.266903914,7,0,62,0.553548865,"Tucker Barnhart",10200,571466
"Trevor Story","BOS",94,396,16,53,66,13,0.08080808,0.308080808,0.238095238,0.303030303,0.434173669,9,0,85,0.737203972,"Trevor Story",12564,596115
"Ramón Laureano","OAK",94,383,13,49,34,11,0.065274151,0.271540469,0.210982658,0.287206266,0.375722543,6,6,73,0.662928809,"Ramon Laureano",17128,657656
"Yadiel Hernandez","WSN",94,327,9,30,41,2,0.058103975,0.226299694,0.268852459,0.311926605,0.409836065,9,1,82,0.72176267,"Yadiel Hernandez",19334,628450
"Enrique Hernández","BOS",93,402,6,48,45,0,0.084577114,0.176616915,0.221606648,0.291044776,0.337950138,11,2,80,0.628994914,"Enrique Hernandez",10472,571771
"Matt Reynolds","- - -",93,272,3,31,23,5,0.095588235,0.286764705,0.245901639,0.319852941,0.331967213,7,0,60,0.651820154,"Matt Reynolds",13788,608703
"Francisco Mejía","TBR",93,299,6,32,31,0,0.023411371,0.217391304,0.242214532,0.264214046,0.380622837,6,0,70,0.644836883,"Francisco Mejia",16403,642336
"Sergio Alcántara","- - -",93,224,6,26,29,1,0.053571428,0.254464285,0.219512195,0.261261261,0.35609756,6,2,45,0.617358821,"Sergio Alcantara",16417,642727
"Luis García Jr.","WSN",93,377,7,29,45,3,0.029177718,0.222811671,0.275,0.295212765,0.408333333,5,4,99,0.703546098,"Luis Garcia Jr.",20391,671277
"Riley Greene","DET",93,418,5,46,42,1,0.086124401,0.287081339,0.252659574,0.320574162,0.361702127,8,4,95,0.682276289,"Riley Greene",25976,682985
"Byron Buxton","MIN",92,382,28,61,51,6,0.089005235,0.303664921,0.223529411,0.306282722,0.526470588,0,0,76,0.83275331,"Byron Buxton",14161,621439
"Victor Reyes","DET",92,336,3,27,34,2,0.038690476,0.229166666,0.253968253,0.288690476,0.361904761,7,2,80,0.650595237,"Victor Reyes",15487,622682
"Aledmys Díaz","HOU",92,327,12,35,38,1,0.055045871,0.16207951,0.24262295,0.287461773,0.403278688,7,1,74,0.690740461,"Aledmys Diaz",15937,649557
"Joey Votto","CIN",91,376,11,31,41,0,0.117021276,0.257978723,0.204968944,0.319148936,0.369565217,8,0,66,0.688714153,"Joey Votto",4314,458015
"Cristian Pache","OAK",91,260,3,18,18,2,0.057692307,0.269230769,0.165975103,0.217898832,0.2406639,5,2,40,0.458562732,"Cristian Pache",19948,665506
"Oscar Gonzalez","CLE",91,382,11,39,43,1,0.039267015,0.196335078,0.29558011,0.32722513,0.461325966,6,2,107,0.788551096,"Oscar Gonzalez",20970,660757
"Garrett Hampson","COL",90,226,2,29,15,12,0.092920353,0.278761061,0.211055276,0.286995515,0.306532663,3,2,42,0.593528178,"Garrett Hampson",19262,641658
"CJ Abrams","- - -",90,302,2,33,21,7,0.016556291,0.165562913,0.246478873,0.28,0.323943661,5,4,70,0.603943661,"CJ Abrams",25768,682928
"Evan Longoria","SFG",89,298,14,31,42,0,0.090604026,0.278523489,0.244360902,0.315436241,0.451127819,6,0,65,0.76656406,"Evan Longoria",9368,446334
"Manuel Margot","TBR",89,363,4,36,47,7,0.066115702,0.187327823,0.273809523,0.32506887,0.375,7,3,92,0.70006887,"Manuel Margot",14712,622534
"Reese McGuire","- - -",89,274,3,25,22,1,0.04379562,0.204379562,0.269076305,0.307116104,0.369477911,6,0,67,0.676594015,"Reese McGuire",15674,624512
"Sheldon Neuse","OAK",89,293,4,25,26,6,0.068259385,0.273037542,0.21402214,0.273037542,0.287822878,5,1,58,0.56086042,"Sheldon Neuse",19635,641914
"Nolan Gorman","STL",89,313,14,44,35,1,0.089456869,0.329073482,0.226148409,0.300319488,0.420494699,2,0,64,0.720814187,"Nolan Gorman",22263,669357
"Jo Adell","LAA",88,285,8,22,27,4,0.038596491,0.375438596,0.223880597,0.264084507,0.373134328,6,2,60,0.637218835,"Jo Adell",20220,666176
"Christian Arroyo","BOS",87,300,6,32,36,5,0.043333333,0.163333333,0.285714285,0.322147651,0.414285714,7,1,80,0.736433365,"Christian Arroyo",16434,624414
"Oneil Cruz","PIT",87,361,17,45,54,10,0.077562326,0.34903047,0.232628398,0.293628808,0.450151057,3,4,77,0.743779865,"Oneil Cruz",21711,665833
"Marwin Gonzalez","NYY",86,207,6,20,18,3,0.06763285,0.260869565,0.184782608,0.25490196,0.320652173,8,0,34,0.575554133,"Marwin Gonzalez",5497,503556
"Yan Gomes","CHC",86,293,8,23,31,2,0.027303754,0.160409556,0.234657039,0.260273972,0.364620938,15,0,65,0.62489491,"Yan Gomes",9627,543228
"Adam Duvall","ATL",86,315,12,39,36,0,0.066666666,0.32063492,0.212543554,0.276190476,0.400696864,2,2,61,0.67688734,"Adam Duvall",10950,594807
"Harrison Bader","- - -",86,313,5,38,30,17,0.047923322,0.198083067,0.25,0.293929712,0.356164383,4,3,73,0.650094095,"Harrison Bader",18030,664056
"Omar Narváez","MIL",84,296,4,21,23,0,0.097972972,0.192567567,0.20610687,0.291525423,0.305343511,4,0,54,0.596868934,"Omar Narvaez",13338,553882
"Franchy Cordero","BOS",84,275,8,36,29,4,0.101818181,0.334545454,0.219008264,0.3003663,0.396694214,1,1,53,0.697060514,"Franchy Cordero",14567,614173
"Eloy Jiménez","CHW",84,327,16,40,54,0,0.085626911,0.220183486,0.294520547,0.357798165,0.5,8,0,86,0.857798165,"Eloy Jimenez",17484,650391
"Kyle Higashioka","NYY",83,248,10,27,31,0,0.048387096,0.209677419,0.227074235,0.264227642,0.388646288,5,1,52,0.65287393,"Kyle Higashioka",5517,543309
"Brett Phillips","- - -",83,225,5,22,15,7,0.071111111,0.417777777,0.144278606,0.21719457,0.248756218,0,0,29,0.465950788,"Brett Phillips",14735,621433
"Jordan Luplow","ARI",83,234,11,26,28,5,0.106837606,0.256410256,0.175609756,0.273504273,0.360975609,5,1,36,0.634479882,"Jordan Luplow",16424,656669
"Sam Haggerty","SEA",83,201,5,29,23,13,0.089552238,0.263681592,0.255681818,0.335,0.40340909,4,1,45,0.73840909,"Sam Haggerty",18054,664059
"Wander Franco","TBR",83,344,6,46,33,8,0.075581395,0.095930232,0.277070063,0.328488372,0.417197452,5,0,87,0.745685824,"Wander Franco",23667,677551
"Jorge Alfaro","SDP",82,274,7,25,40,1,0.040145985,0.357664233,0.24609375,0.284671532,0.3828125,5,0,63,0.667484032,"Jorge Alfaro",12180,595751
"Brad Miller","TEX",81,241,7,20,32,4,0.074688796,0.290456431,0.211711711,0.269709543,0.319819819,3,2,47,0.589529362,"Brad Miller",12775,543543
"Yadier Molina","STL",80,270,5,19,24,2,0.018518518,0.148148148,0.213740458,0.233333333,0.301526717,10,0,56,0.53486005,"Yadier Molina",7007,425877
"Donovan Solano","CIN",80,304,4,22,24,0,0.0625,0.200657894,0.284172661,0.338815789,0.384892086,5,0,79,0.723707875,"Donovan Solano",8623,456781
"Trayce Thompson","- - -",80,255,13,36,41,4,0.125490196,0.364705882,0.255707762,0.352941176,0.506849315,2,1,56,0.859790491,"Trayce Thompson",9952,572204
"Eddie Rosario","ATL",80,270,5,27,24,3,0.062962962,0.251851851,0.212,0.259259259,0.328,3,0,53,0.587259259,"Eddie Rosario",12155,592696
"Aristides Aquino","CIN",80,276,10,24,30,2,0.061594202,0.365942028,0.196911196,0.246376811,0.362934362,1,3,51,0.609311173,"Aristides Aquino",15482,606157
"Keston Hiura","MIL",80,266,14,34,32,5,0.086466165,0.417293233,0.226495726,0.315789473,0.448717948,3,2,53,0.764507421,"Keston Hiura",20003,669374
"Tim Anderson","CHW",79,351,6,50,25,13,0.039886039,0.156695156,0.301204819,0.339031339,0.394578313,10,0,100,0.733609652,"Tim Anderson",15172,641313
"Luke Williams","- - -",79,136,1,21,6,11,0.06617647,0.323529411,0.236220472,0.286764705,0.314960629,1,4,30,0.601725334,"Luke Williams",19931,663897
"Mike Moustakas","CIN",78,285,7,30,25,2,0.084210526,0.263157894,0.214285714,0.294736842,0.345238095,8,0,54,0.639974937,"Mike Moustakas",4892,519058
"Brandon Belt","SFG",78,298,8,25,23,1,0.124161073,0.27181208,0.212598425,0.325503355,0.3503937,9,0,54,0.675897055,"Brandon Belt",10264,474832
"Edmundo Sosa","- - -",78,190,2,26,21,6,0.026315789,0.263157894,0.227272727,0.275132275,0.369318181,6,1,40,0.644450456,"Edmundo Sosa",17022,624641
"Kevin Newman","PIT",78,309,2,31,24,8,0.051779935,0.155339805,0.274305555,0.315960912,0.371527777,6,2,79,0.687488689,"Kevin Newman",17696,621028
"Wil Myers","SDP",77,286,7,29,41,2,0.073426573,0.3006993,0.260536398,0.314685314,0.398467432,7,1,68,0.713152746,"Wil Myers",10047,571976
"Matt Duffy","LAA",77,247,2,14,16,0,0.06882591,0.202429149,0.25,0.307692307,0.311403508,6,0,57,0.619095815,"Matt Duffy",13836,622110
"Adam Cimber","TOR",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adam Cimber",15288,643256
"Paul DeJong","STL",77,237,6,19,25,3,0.088607594,0.333333333,0.157142857,0.244725738,0.285714285,2,2,33,0.530440023,"Paul DeJong",18015,657557
"LaMonte Wade Jr.","SFG",77,251,8,29,26,1,0.103585657,0.20318725,0.207373271,0.305220883,0.359447004,0,0,45,0.664667887,"LaMonte Wade Jr.",18126,664774
"Emmanuel Clase","CLE",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Emmanuel Clase",21032,661403
"Nelson Velázquez","CHC",77,206,6,20,26,5,0.092233009,0.31553398,0.205405405,0.286407766,0.372972972,5,2,38,0.659380738,"Nelson Velazquez",23359,676369
"John Brebbia","SFG",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Brebbia",12777,605154
"Luke Maile","CLE",76,206,3,19,17,0,0.092233009,0.262135922,0.220994475,0.300970873,0.32596685,6,0,40,0.626937723,"Luke Maile",13355,571912
"Juan Yepez","STL",76,274,12,27,30,0,0.05839416,0.222627737,0.252964426,0.295620437,0.446640316,6,0,64,0.742260753,"Juan Yepez",18400,660766
"Frank Schwindel","CHC",75,292,8,23,36,0,0.065068493,0.198630136,0.228782287,0.27739726,0.357933579,12,0,62,0.635330839,"Frank Schwindel",15351,643524
"A.J. Minter","ATL",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A.J. Minter",18655,621345
"Pavin Smith","ARI",75,277,9,24,33,1,0.101083032,0.241877256,0.220408163,0.299638989,0.367346938,2,0,54,0.666985927,"Pavin Smith",19892,656976
"Anthony Bass","- - -",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Anthony Bass",7982,542914
"P.J. Higgins","CHC",74,229,6,23,30,0,0.096069868,0.253275109,0.228855721,0.309734513,0.383084577,2,0,46,0.69281909,"P.J. Higgins",18433,664731
"Guillermo Heredia","ATL",74,82,3,12,8,0,0.073170731,0.390243902,0.157894736,0.219512195,0.342105263,1,0,12,0.561617458,"Guillermo Heredia",18721,628338
"Hanser Alberto","LAD",73,159,2,13,15,0,0.018867924,0.157232704,0.243589743,0.257861635,0.365384615,7,1,38,0.62324625,"Hanser Alberto",11902,593643
"Vimael Machín","OAK",73,253,1,26,13,1,0.098814229,0.18577075,0.219730941,0.300395256,0.286995515,6,1,49,0.587390771,"Vimael Machin",17684,605353
"Akil Baddoo","DET",73,225,2,30,9,9,0.106666666,0.284444444,0.203980099,0.288888888,0.268656716,2,6,41,0.557545604,"Akil Baddoo",22168,668731
