W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
6,9,4.944767634,1.447674475,24,22,6,0,0,0,114.2,79,6.200581636,3.531976881,1.334302377,0.4,0.221917808,0.378082191,91.88850475,Matt Garza,3340,490063
4,0,1.968750704,1.406250503,32,0,0,0,1,4,32,27,7.593752716,3.937501408,0.843750302,0.52688172,0.193548387,0.279569892,91.88297872,A.J. Schugel,11432,519263
1,0,4.673076495,1.586538316,11,4,1,1,0,0,34.2,23,5.971153299,3.634615051,0.778846082,0.416666666,0.2,0.383333333,91.85217391,Steven Brault,15291,643230
10,11,3.529816267,1.314220091,25,25,14,0,0,0,145.1,142,8.793577366,2.848623654,1.114678821,0.46882217,0.193995381,0.337182448,91.83304647,J.A. Happ,7410,457918
3,12,5.924999341,1.574999825,34,21,2,0,0,0,120,79,5.924999341,4.649999483,1.874999791,0.502538071,0.157360406,0.340101522,91.82079646,Mike Pelfrey,5203,460059
16,3,2.717724073,1.056892695,27,25,15,0,0,1,152.1,151,8.921224675,2.245076408,0.886214372,0.530266343,0.200968523,0.268765133,91.82073814,Alex Wood,13781,622072
3,1,3.446809909,1.340426076,77,0,0,0,2,14,62.2,51,7.324471058,4.452129466,1.148936636,0.597765363,0.189944134,0.212290502,91.81330869,Dan Jennings,8073,543359
11,8,3.429338197,1.228980356,33,33,18,0,0,0,186.1,153,7.389982313,3.767441963,1.304114526,0.44,0.198095238,0.361904761,91.80784314,Lance Lynn,2520,458681
3,2,7.269232369,1.538461877,33,0,0,4,2,2,26,25,8.653848058,3.807693146,4.153847068,0.261904761,0.142857142,0.595238095,91.79037801,Shawn Kelley,7773,518875
0,0,3.600002103,2.000001168,7,0,0,0,0,1,5,7,12.60000736,10.80000631,0,0.166666666,0.333333333,0.5,91.7816092,Jack Leathersich,12562,605333
5,4,3.426923479,1.176923215,16,14,9,0,0,0,86.2,84,8.723077947,3.219231147,1.142307826,0.382978723,0.217021276,0.4,91.77734878,Jake Faria,13699,607188
0,1,15,3.333333333,1,1,0,0,0,0,3,3,9,15,3,0.5,0.1,0.4,91.775,Aaron Blair,14934,594760
3,6,5.618497915,1.508670736,14,10,3,0,0,1,57.2,44,6.867053007,3.58959589,1.404624479,0.380681818,0.227272727,0.392045454,91.76754386,Lucas Sims,13470,608371
0,0,13.5,2.5,1,0,0,0,0,0,2,2,9,0,0,0.25,0.125,0.625,91.75,Preston Claiborne,10500,502011
4,3,1.985294563,1.25000028,68,0,0,0,0,8,68,64,8.470590136,4.632353981,0.529411884,0.480225988,0.192090395,0.327683615,91.74358974,Cory Gearrin,7947,518715
2,1,3.139536207,1.186047011,13,0,0,0,0,1,14.1,15,9.41860862,2.511628965,1.255814483,0.65,0.1,0.25,91.72368421,Ryan Sherriff,12249,595411
5,5,6.75,1.5625,11,11,2,0,0,0,48,49,9.1875,3.75,1.6875,0.324137931,0.206896551,0.468965517,91.71014493,Buck Farmer,14814,571656
0,0,9.947373414,1.736842977,5,0,0,0,0,1,6.1,7,9.947373414,0,5.684213379,0.304347826,0.304347826,0.391304347,91.69230769,Edward Mujica,3970,465629
1,2,2.798780618,1.079268343,56,0,0,0,0,6,54.2,72,11.85365909,3.29268308,1.152439078,0.282258064,0.233870967,0.483870967,91.68723404,Nick Goody,13685,580792
2,2,4.679998929,1.279999707,19,0,0,0,1,0,25,22,7.919998187,4.319999011,1.43999967,0.371428571,0.1,0.528571428,91.68484848,Deolis Guerra,8410,500610
1,0,10.12498702,2.624996636,1,0,0,0,0,0,2.2,2,6.74999135,10.12498702,3.374995675,0.6,0.1,0.3,91.68292683,Jose De Leon,15463,592254
3,8,7.386791722,1.613207388,16,14,6,0,0,1,70.2,63,8.023584112,5.094339118,2.929244993,0.433962264,0.183962264,0.382075471,91.65449804,Amir Garrett,14375,607237
12,10,3.663568877,1.221189626,29,29,15,0,0,0,179.1,128,6.423792004,2.208178501,1.104089251,0.47763864,0.220035778,0.302325581,91.65416098,Alex Cobb,6562,502171
9,2,1.843902473,0.848780504,61,0,0,14,2,8,68.1,98,12.90731731,3.029268349,0.790243917,0.471014492,0.159420289,0.369565217,91.64869888,David Robertson,8241,502085
0,1,8.678569064,1.660713833,15,0,0,1,0,0,18.2,14,6.749998161,1.928570903,1.928570903,0.333333333,0.212121212,0.454545454,91.62411348,Miguel Socolovich,6697,462515
5,6,4.385786781,1.172588827,37,19,8,1,1,6,131.1,109,7.469543111,2.124365472,1.507614206,0.432569974,0.185750636,0.381679389,91.61555806,Erasmo Ramirez,10314,541640
12,10,4.367646919,1.399159619,29,29,14,0,0,0,158.2,140,7.941176216,3.119747799,1.021008371,0.44074844,0.205821205,0.353430353,91.61033163,Sean Manaea,15873,640455
7,5,5.313253745,1.506024304,30,8,4,1,1,1,83,66,7.156627493,2.385542498,1.192771249,0.476534296,0.205776173,0.31768953,91.58854167,Austin Pruitt,15290,643493
0,1,6,1.333333333,2,0,0,0,0,0,3,3,9,3,3,0.666666666,0.111111111,0.222222222,91.58823529,Ronald Herrera,15688,622703
3,3,7.714284551,1.836734417,12,10,1,0,0,0,49,36,6.612243901,6.795917342,1.285714092,0.467948717,0.185897435,0.346153846,91.58576642,Tyson Ross,7872,475115
4,4,3.681817563,1.482954296,13,10,5,1,1,0,58.2,51,7.823862322,4.295453824,0.767045326,0.427745664,0.283236994,0.289017341,91.58551618,Chris Stratton,13761,608717
4,5,5.333333996,1.518518707,43,1,0,0,0,2,54,29,4.833333934,2.833333685,0.666666749,0.670212765,0.154255319,0.175531914,91.56930693,T.J. McFarland,3237,519008
10,8,4.144185752,1.241860377,28,28,11,0,0,0,143.1,127,7.974418039,3.830232286,1.883720797,0.306372549,0.220588235,0.473039215,91.55808477,Jake Odorizzi,6397,543606
0,1,9,2,1,0,0,0,0,0,2,2,9,0,4.5,0.428571428,0.142857142,0.428571428,91.55,Seth Frankoff,11346,571676
2,4,3.876237917,1.23267336,73,0,0,1,6,13,67.1,66,8.821782845,2.138614023,0.935643635,0.427027027,0.216216216,0.356756756,91.539801,Brett Cecil,2660,446399
0,2,12.96000494,2.520000961,2,2,0,0,0,0,8.1,3,3.240001236,3.240001236,1.080000412,0.447368421,0.263157894,0.289473684,91.5375,Kyle Kendrick,6230,452718
13,6,4.220843832,1.153846198,29,25,5,1,0,0,134.1,140,9.379652961,2.277915719,1.473945465,0.381471389,0.217983651,0.400544959,91.53382664,Kenta Maeda,18498,628317
2,3,3.136930255,1.19502105,60,0,0,0,2,11,80.1,74,8.290458531,3.136930255,1.344398681,0.515837104,0.171945701,0.312217194,91.53117207,Craig Stammen,7274,489334
1,1,6.075001485,1.750000428,11,8,0,0,0,0,40,32,7.20000176,2.475000605,1.80000044,0.453900709,0.226950354,0.319148936,91.51630435,Marco Gonzales,15467,594835
2,1,3.29771098,1.236641617,48,0,0,1,1,2,43.2,37,7.625956641,2.885497107,0.824427745,0.449612403,0.193798449,0.356589147,91.51612903,Fernando Abad,4994,472551
6,3,4.519314341,1.300429483,14,14,5,0,0,0,77.2,69,7.995709987,3.244635937,1.738197823,0.384615384,0.149321266,0.466063348,91.5136876,Matt Shoemaker,4776,533167
0,0,4.909091122,2.181818276,6,0,0,0,0,0,7.1,7,8.590909463,9.818182244,2.454545561,0.347826086,0.130434782,0.52173913,91.51351351,Alex Wimmers,11394,592872
1,2,9.500005033,2.33333457,7,5,1,0,0,0,18,14,7.000003709,6.000003179,1.00000053,0.363636363,0.242424242,0.393939393,91.50406504,Eric Skoglund,16155,607215
4,11,6.109488371,1.609488872,18,18,7,0,0,0,91.1,72,7.094889721,3.054744185,2.069342835,0.431372549,0.245098039,0.323529411,91.45868263,Daniel Gossett,16164,605254
13,10,3.892791567,1.269870753,32,32,16,0,0,0,180.1,153,7.635860381,3.593346062,0.9482441,0.491295938,0.185686653,0.323017408,91.42585551,Jhoulys Chacin,2608,468504
1,2,5.170211717,1.627659244,6,6,2,0,0,0,31.1,27,7.755317575,5.457445701,0.861701953,0.633333333,0.155555555,0.211111111,91.42471042,Dillon Peters,18790,596071
0,0,0,1.200000458,2,0,0,0,0,0,1.2,3,16.20000618,5.40000206,0,0.333333333,0.333333333,0.333333333,91.41935484,J.D. Davis,16219,605204
0,6,4.545919252,1.209183909,57,0,0,0,3,13,65.1,69,9.505103891,2.892857706,1.102041031,0.322033898,0.220338983,0.457627118,91.41689751,Paul Sewald,13892,623149
0,0,6.999998517,1.888888489,8,0,0,0,0,1,9,9,8.999998093,4.99999894,0,0.464285714,0.285714285,0.25,91.4084507,Robbie Ross Jr.,6819,543726
4,7,4.263158384,1.285714433,15,15,10,0,0,0,88.2,52,5.278196094,2.436090505,1.319549024,0.381625441,0.176678445,0.441696113,91.40771028,Ben Lively,14932,594902
3,2,3.884892513,1.553957005,11,8,1,0,0,0,46.1,35,6.798561897,4.273381764,1.748201631,0.462585034,0.156462585,0.38095238,91.40243902,Jake Thompson,14371,622097
5,3,5.009049428,1.466063247,13,13,7,0,0,0,73.2,68,8.307691734,2.443438745,1.954750996,0.375,0.245535714,0.379464285,91.40186916,Joe Ross,12972,605452
11,13,4.492035883,1.369911652,32,32,20,0,0,0,188.1,151,7.215929983,3.440708336,1.481416089,0.4,0.201754385,0.398245614,91.39273094,Julio Teheran,6797,527054
5,1,2.647058824,1.105882353,60,0,0,2,1,12,85,71,7.517647059,2.011764706,0.952941176,0.58506224,0.170124481,0.244813278,91.38297872,Chris Rusin,9895,543734
0,1,4.295453614,1.704545085,3,3,0,0,0,0,14.2,6,3.681817384,6.749998537,1.227272461,0.46,0.2,0.34,91.375,Henderson Alvarez III,5669,506693
0,0,3.6,1.6,3,0,0,0,0,0,5,5,9,7.2,0,0.5,0.25,0.25,91.35185185,Ashur Tolliver,10044,572208
17,6,3.316699142,1.353167185,32,32,17,0,0,0,173.2,174,9.017275793,3.575816263,0.984645058,0.431818181,0.219008264,0.349173553,91.34583333,Drew Pomeranz,11426,519141
0,1,3.648649025,1.540540699,46,0,0,1,0,4,37,27,6.567568245,4.37837883,0.729729805,0.47368421,0.175438596,0.350877192,91.33703704,Josh Edgin,10796,572831
0,1,6.6,1.8,3,3,1,0,0,0,15,10,6,4.8,3,0.44,0.14,0.42,91.32903226,Mat Latos,3815,502009
2,2,5.142859011,1.26190522,49,0,0,0,2,20,42,45,9.642860646,3.428572674,1.500000545,0.387387387,0.189189189,0.423423423,91.30110497,Ryan Dull,13974,623430
8,8,4.520361679,1.445701258,25,25,12,0,0,0,147.1,136,8.307691734,3.237556338,1.34389131,0.394077448,0.248291571,0.357630979,91.28803089,Johnny Cueto,6893,456501
0,0,6.517245666,1.758621846,3,0,0,0,0,0,9.2,6,5.586210571,1.86207019,1.86207019,0.5,0.194444444,0.305555555,91.27777778,Dylan Floro,13394,571670
0,0,5.684211668,1.231579195,16,0,0,0,0,0,31.2,24,6.821054001,1.7052635,1.989474084,0.336734693,0.183673469,0.479591836,91.2516129,Michael Brady,8461,572728
1,1,4.9436633,1.309859507,29,0,0,0,1,4,23.2,20,7.605635846,4.563381508,1.901408961,0.313432835,0.134328358,0.552238805,91.22766571,Grant Dayton,11203,594795
2,1,4.885714818,1.428571584,26,0,0,0,0,1,35,25,6.428572129,3.857143278,0.771428656,0.459459459,0.18018018,0.36036036,91.20967742,Josh A. Smith,10946,595001
0,0,1.07999967,1.07999967,6,0,0,0,0,0,8.1,6,6.479998022,3.239999011,1.07999967,0.416666666,0.166666666,0.416666666,91.2,Zac Curtis,16684,657205
1,1,5.400002678,1.320000655,19,0,0,0,0,1,16.2,11,5.940002946,2.700001339,1.620000803,0.574074074,0.111111111,0.314814814,91.18539326,Chad Qualls,2170,430589
9,3,4.301695054,1.281355974,20,16,7,0,0,0,98.1,80,7.322034135,2.288135667,1.3728814,0.401315789,0.197368421,0.401315789,91.18127962,Jakob Junis,13619,596001
0,0,5.625003688,1.750001147,9,0,0,0,1,0,8,8,9.000005901,5.625003688,2.250001475,0.434782608,0.347826086,0.217391304,91.17821782,Tyler Webb,14974,643778
2,3,6.343373886,1.843373608,27,2,0,0,1,0,55.1,52,8.457831848,4.066265311,1.789156737,0.464864864,0.243243243,0.291891891,91.16347826,Casey Lawrence,11121,596271
1,0,12.4615476,2.076924601,3,0,0,0,0,0,4.1,5,10.384623,4.153849201,6.230773802,0.214285714,0.142857142,0.642857142,91.14583333,Jordan Jankowski,13313,543357
0,3,3.883563673,1.273973268,64,0,0,1,2,13,48.2,45,8.321922157,2.219179242,1.294521224,0.388888888,0.243055555,0.368055555,91.13849765,Jose Alvarez,5358,501625
13,8,4.333948217,1.322878192,32,32,18,0,0,0,180.2,180,8.966789415,2.988929805,1.295202916,0.461689587,0.214145383,0.324165029,91.13345984,Jon Lester,4930,452657
11,17,4.647541449,1.396721451,33,33,19,0,0,0,203.1,181,8.011476211,2.124590377,1.681967381,0.391640866,0.208978328,0.399380804,91.10494753,Rick Porcello,2717,519144
2,2,5.215912115,1.517046334,61,0,0,0,1,12,58.2,56,8.590914072,3.375001957,1.073864259,0.474860335,0.162011173,0.363128491,91.08993902,Fernando Salas,4971,477569
7,5,4.707236015,1.371710285,19,18,8,0,0,0,101.1,85,7.549340779,2.220394347,1.15460506,0.423197492,0.238244514,0.338557993,91.08871851,Seth Lugo,12447,607625
2,8,4.773481594,1.292817932,67,0,0,5,6,9,60.1,72,10.74033359,4.624310294,1.491712998,0.324675324,0.168831168,0.506493506,91.08037825,Tyler Clippard,5640,461325
7,14,6.19999913,1.711110871,29,26,12,0,0,0,135,104,6.93333236,4.999999298,2.066666377,0.377011494,0.218390804,0.404597701,91.05539143,Derek Holland,4141,502706
4,9,3.324324324,1.09009009,17,17,12,0,0,0,111,101,8.189189189,1.621621622,1.378378378,0.408099688,0.180685358,0.411214953,91.04608939,Madison Bumgarner,5524,518516
0,0,5.538460218,1.692307289,10,1,0,0,0,1,13,9,6.230767745,6.923075272,1.384615054,0.35,0.125,0.525,91.03546099,Luke Farrell,15101,608652
8,13,4.615384108,1.423076766,27,27,15,0,0,0,156,100,5.769230134,3.173076574,1.26923063,0.3624031,0.195736434,0.441860465,91.02460317,Miguel Gonzalez,7024,456068
1,6,3.391960303,1.221105709,65,0,0,1,6,11,66.1,70,9.497488848,2.713568242,1.221105709,0.467032967,0.197802197,0.335164835,91.01953125,George Kontos,9486,502004
1,0,4.320001154,1.360000363,40,1,0,2,0,4,50,31,5.58000149,3.240000865,0.540000144,0.611464968,0.184713375,0.203821656,91.01298701,Matt Grace,11449,594840
2,0,4.218748743,1.312499609,4,0,0,0,0,0,10.2,9,7.593747737,2.531249246,2.531249246,0.366666666,0.133333333,0.5,91.01298701,Logan Verrett,12905,548337
3,6,4.963236269,1.334559086,27,11,4,0,0,0,90.2,84,8.338236931,3.077206487,1.786765057,0.488888888,0.203703703,0.307407407,91.00484262,Mark Leiter Jr.,15551,643410
8,15,5.605931841,1.728813448,32,32,8,0,0,0,157.1,142,8.122880831,5.31991491,1.430084653,0.503118503,0.228690228,0.268191268,90.99631223,Wade Miley,8779,489119
2,2,3.483872683,1.31612968,72,0,0,0,1,13,51.2,39,6.793551731,3.832259951,0.696774537,0.562091503,0.16993464,0.267973856,90.98905109,Danny Coulombe,13293,543056
3,6,3.988637315,1.193182103,75,0,0,2,3,23,58.2,46,7.056819864,2.761364295,0.61363651,0.545977011,0.166666666,0.287356321,90.98713826,Matt Bowman,13528,621199
3,2,3.466216322,1.398648691,18,4,1,1,0,0,49.1,41,7.479729959,2.73648657,1.459459504,0.412162162,0.189189189,0.398648648,90.95744681,Dillon Gee,7396,518716
17,7,3.202635753,1.07248759,32,32,19,0,0,0,202.1,215,9.563426208,2.001647346,1.112026303,0.468045112,0.180451127,0.351503759,90.95729304,Zack Greinke,1943,425844
12,12,4.587890898,1.277343826,31,30,12,0,0,0,170.2,149,7.857422343,2.794922042,1.898437613,0.412228796,0.197238658,0.390532544,90.9371547,John Lackey,1507,407793
6,15,4.922651519,1.453038552,33,33,12,0,0,0,181,143,7.110496638,2.883977657,1.740331345,0.40139616,0.207678883,0.390924956,90.93244147,Ricky Nolasco,3830,445060
4,3,4.928571205,1.619047546,21,14,4,0,0,1,84,87,9.321428148,4.821428352,1.714285636,0.555555555,0.181069958,0.263374485,90.91340782,Trevor Cahill,6249,502239
2,5,5.249999833,1.399999955,24,6,3,0,0,0,60,47,7.049999776,3.44999989,1.499999952,0.389189189,0.189189189,0.421621621,90.89779559,Alec Asher,13560,594742
14,5,3.692825365,1.271300535,27,27,12,0,0,0,148.2,120,7.264574488,3.026906037,1.271300535,0.498855835,0.221967963,0.279176201,90.8850365,CC Sabathia,404,282332
2,1,3.818181818,1.03030303,9,5,3,0,0,0,33,25,6.818181818,2.454545455,0.818181818,0.365591397,0.193548387,0.440860215,90.86520376,Wei-Yin Chen,13071,612672
1,5,5.338982188,1.152542187,11,9,4,0,1,0,59,31,4.728812795,1.220338786,2.135592875,0.287128712,0.222772277,0.490099009,90.84199584,Andrew Moore,17553,621058
2,0,0,0.25,4,0,0,0,0,0,4,2,4.5,0,0,0.272727272,0.272727272,0.454545454,90.80769231,Andrew Bailey,1368,457732
0,0,4.263156183,1.105262714,7,0,0,1,0,0,6.1,5,7.105260305,2.842104122,2.842104122,0.315789473,0.157894736,0.526315789,90.79166667,Gabriel Moya,16348,622382
2,3,5.062501106,1.791667058,20,8,1,0,0,0,48,26,4.875001065,3.75000082,1.500000328,0.466292134,0.269662921,0.264044943,90.77828054,Justin Nicolino,11754,592593
3,7,6.408227461,1.594936613,28,17,7,0,0,0,105.1,104,8.886075413,2.477847952,2.221518853,0.355882352,0.247058823,0.397058823,90.76600442,Anibal Sanchez,3284,434671
0,0,7.838709919,2.032258127,4,0,0,0,0,0,10.1,10,8.709677687,2.612903306,0,0.394736842,0.210526315,0.394736842,90.75757576,Josh Lindblom,7882,458676
5,10,4.414012471,1.407643227,27,27,11,0,0,0,157,129,7.394904009,3.668789586,1.031847071,0.54756871,0.186046511,0.266384778,90.74711081,Jaime Garcia,8137,448802
1,7,7.838711687,1.892473603,24,19,3,0,0,0,93,63,6.096775757,4.935485136,2.322581241,0.395061728,0.234567901,0.37037037,90.7406181,Chris Tillman,5279,501957
0,0,1.038460929,0.346153643,7,0,0,0,0,1,8.2,9,9.346148361,1.038460929,0,0.555555555,0.055555555,0.388888888,90.73170732,Zach Putnam,9080,474029
4,8,5.630332161,1.436019061,15,14,5,0,0,0,70.1,51,6.526066823,3.966824931,1.919431418,0.301801801,0.184684684,0.513513513,90.7115903,Hector Santiago,4026,502327
0,2,7.860761012,1.822785162,20,0,0,0,0,1,26.1,23,7.860761012,5.468355487,1.70886109,0.445783132,0.240963855,0.313253012,90.71096346,Kevin Quackenbush,12360,534812
8,15,4.788851104,1.515202625,32,32,14,0,0,0,197.1,151,6.886823969,2.69087824,1.094594538,0.592356687,0.210191082,0.197452229,90.7024952,Clayton Richard,3551,453385
1,0,4.885716416,1.342857728,38,0,0,0,0,3,35,28,7.200003139,2.571429692,1.800000785,0.455357142,0.205357142,0.339285714,90.68978102,Buddy Boshers,8490,542953
2,2,7.043481473,1.695652947,9,1,1,0,0,1,15.1,9,5.282611105,2.347827158,1.760870368,0.381818181,0.309090909,0.309090909,90.65789474,Tyler Wilson,12691,592869
3,2,7.253732995,1.701492925,18,0,0,2,1,0,22.1,21,8.462688494,2.820896165,2.820896165,0.507462686,0.23880597,0.253731343,90.6367713,Jeanmar Gomez,9033,491646
2,0,3.742574116,1.277227675,28,0,0,0,0,3,33.2,27,7.21782151,3.475247393,0.801980168,0.558823529,0.147058823,0.294117647,90.62569832,Chasen Bradford,12452,607473
0,1,5.785716847,1.39285776,46,0,0,0,0,4,37.1,39,9.401789877,3.857144565,1.928572282,0.490566037,0.132075471,0.37735849,90.61280488,Tony Sipp,8280,448609
0,1,12.27273259,2.590910214,2,2,0,0,0,0,7.1,5,6.136366296,3.681819778,1.227273259,0.28125,0.25,0.46875,90.60344828,Clay Buchholz,3543,453329
1,0,3.240001607,0.960000476,10,0,0,0,0,0,8.1,11,11.88000589,0,1.080000536,0.35,0.25,0.4,90.575,Edward Paredes,4168,487675
0,1,6.456524709,1.173913583,4,3,1,0,0,0,15.1,9,5.282611126,3.52174075,1.760870375,0.468085106,0.14893617,0.382978723,90.54,Aaron Slegers,15231,642083
6,11,6.813084325,1.591121545,31,25,5,0,0,0,142.2,139,8.768691862,3.658878619,2.081775766,0.430839002,0.20861678,0.360544217,90.5362117,Ubaldo Jimenez,3374,434622
0,1,15.00001748,2.777781016,9,0,0,0,0,0,9,8,8.000009325,9.00001049,5.000005828,0.171428571,0.228571428,0.6,90.52258065,Antonio Bastardo,8844,455374
4,4,6.34337364,1.69879522,13,13,3,0,0,0,55.1,38,6.180723034,3.415662729,0.813253031,0.492063492,0.285714285,0.222222222,90.52008457,Brett Anderson,8223,474463
0,0,7.200001373,1.700000324,16,0,0,0,0,0,20,16,7.200001373,2.250000429,1.350000257,0.485294117,0.161764705,0.352941176,90.51145038,Mike Morin,13442,573046
2,2,4.027625413,1.160221312,62,0,0,9,5,17,60.1,54,8.055250826,3.281768855,1.044199181,0.407185628,0.209580838,0.383233532,90.51115619,Matt Belisle,1837,279571
0,5,8.156247083,1.781249363,7,7,0,0,0,0,32,26,7.312497385,4.218748491,1.124999598,0.468468468,0.198198198,0.333333333,90.51038576,Jeff Locke,2929,502046
6,5,4.361538973,1.292307844,16,16,7,0,0,0,86.2,78,8.100000951,2.700000317,1.765384823,0.468503937,0.232283464,0.299212598,90.49509804,Felix Hernandez,4772,433587
0,0,7.941178698,2.823530204,8,0,0,0,1,4,5.2,1,1.58823574,11.11765018,0,0.523809523,0.285714285,0.19047619,90.49367089,Kyle Ryan,11753,594986
4,8,4.710936938,1.523437318,24,24,8,0,0,0,128,118,8.296874011,3.726562056,1.124999866,0.375959079,0.222506393,0.401534526,90.39289055,Jerad Eickhoff,12664,595191
0,0,7.854545999,1.581818292,22,0,0,0,0,3,18.1,15,7.363636874,4.418182125,1.9636365,0.47368421,0.175438596,0.350877192,90.36507937,Eric O'Flaherty,5746,447714
0,0,9.529414438,2.294118291,8,0,0,0,0,0,5.2,2,3.176471479,7.941178698,0,0.375,0.166666666,0.458333333,90.3373494,Glen Perkins,8041,450282
5,2,4.673075723,1.355768883,24,6,2,0,0,0,69.1,38,4.932691041,2.59615318,1.817307226,0.399159663,0.214285714,0.386554621,90.33333333,Austin Bibens-Dirkx,9559,502212
3,2,2.014925746,0.895522554,49,0,0,1,3,15,44.2,41,8.261195559,2.820896044,0.604477724,0.561403508,0.175438596,0.263157894,90.31506849,Steve Cishek,6483,518553
10,9,4.260550697,1.299082642,33,33,12,0,0,0,181.2,170,8.42201882,2.972477231,1.535779903,0.341650671,0.199616122,0.458733205,90.31487444,Dan Straily,9460,573185
0,0,3.488766138,1.095506275,79,0,0,0,1,24,59.1,46,6.977532277,3.792137107,0.606741937,0.610778443,0.161676646,0.22754491,90.30289532,Peter Moylan,4891,493247
1,0,0,2,1,0,0,0,0,0,1,1,9,0,0,0.333333333,0.333333333,0.333333333,90.3,Tyler Cloyd,8536,543031
5,3,1.588235813,0.866310443,71,0,0,1,4,23,62.1,69,9.962570097,0.866310443,0.433155222,0.363636363,0.175324675,0.461038961,90.28941176,Pat Neshek,4682,450212
5,9,3.765789322,1.365789419,25,24,6,1,0,0,126.2,116,8.242104932,3.197368293,1.563157832,0.451086956,0.228260869,0.320652173,90.25257732,Hyun Jin Ryu,14444,547943
2,4,5.050359851,1.359712268,9,9,3,0,0,0,46.1,30,5.827338289,2.136690706,1.553956877,0.48366013,0.189542483,0.326797385,90.24193548,Chad Bettis,10587,518452
2,4,5.684213135,1.488722488,51,0,0,0,0,7,44.1,39,7.917296866,2.639098955,2.03007612,0.333333333,0.219858156,0.44680851,90.22895623,Joe Blanton,4849,430599
4,2,4.445122778,1.463414906,58,0,0,1,2,6,54.2,48,7.902440495,3.78658607,1.152439239,0.5,0.176829268,0.323170731,90.20603015,Drew Storen,6983,519322
3,1,3.22159063,1.261363527,10,10,5,0,0,0,58.2,22,3.374999707,2.454545242,0.767045388,0.563451776,0.187817258,0.248730964,90.18111753,Paul Blackburn,14739,621112
1,0,5.624999832,1.99999994,3,1,0,0,0,0,8,6,6.749999799,8.999999732,1.124999966,0.407407407,0.111111111,0.481481481,90.17757009,Zach Lee,11468,545346
5,2,3.552631222,1.294736712,12,12,5,0,0,0,63.1,62,8.810525431,2.842104978,0.994736742,0.327777777,0.222222222,0.45,90.15904936,Collin McHugh,7531,543521
8,11,5.432926956,1.262195151,30,30,13,0,0,0,164,96,5.268292805,2.579268353,1.920731752,0.349056603,0.213207547,0.437735849,90.1512605,Jeremy Hellickson,4371,476451
5,11,5.517711573,1.430517815,30,20,7,0,0,2,122.1,108,7.945504665,3.75204387,2.133515142,0.343575418,0.189944134,0.466480446,90.14003295,Tim Adleman,10968,534947
0,0,0,2,1,0,0,0,0,0,1,1,9,0,0,0.5,0.25,0.25,90.1,Mitch Moreland,3086,519048
10,13,3.919354678,1.27956984,31,31,18,0,0,0,186,130,6.290322323,1.790322507,0.967741896,0.536666666,0.218333333,0.245,90.09355346,Mike Leake,10130,502190
2,1,4.081394896,1.116278946,41,0,0,2,1,5,57.1,43,6.749999251,2.511627628,0.627906907,0.327586206,0.235632183,0.436781609,90.07777778,Chase Whitley,10982,595032
0,3,6.352940606,1.552941037,7,4,1,0,1,0,28.1,13,4.129411394,4.129411394,1.588235152,0.306122448,0.214285714,0.479591836,90.07720588,Chase De Jong,15036,608328
8,12,4.784114044,1.356415476,34,24,13,0,0,0,163.2,73,4.014256611,2.364562114,0.934826882,0.466905187,0.214669051,0.31842576,90.06088683,Ty Blach,14361,621389
0,0,7.977276185,1.363636955,6,0,0,0,0,0,14.2,10,6.136366296,0.61363663,3.068183148,0.407407407,0.203703703,0.388888888,90.06,Zach Neal,11294,594943
4,1,2.833334134,1.092592901,50,0,0,3,1,15,54,68,11.33333654,3.333334275,0.500000141,0.419354838,0.209677419,0.370967741,90.04935065,Tyler Lyons,11334,544928
3,0,2.850001087,1.200000458,52,0,0,0,0,1,60,38,5.700002174,1.350000515,0.900000343,0.635416666,0.244791666,0.119791666,90.03240059,Dan Otero,7385,519096
5,7,5.230769572,1.444444539,21,21,7,0,0,0,117,103,7.92307744,4.076923343,2.076923212,0.382022471,0.182584269,0.435393258,90.02061856,James Shields,7059,448306
1,1,7.468083136,1.468084719,19,0,0,0,0,2,15.2,17,9.765954871,3.446807601,2.297871734,0.4,0.155555555,0.444444444,90.02040816,Jeff Beliveau,8504,542924
3,3,3.201032564,1.159794407,69,0,0,0,2,29,64.2,50,6.958766444,1.809279276,0.417525987,0.3125,0.208333333,0.479166666,89.91604938,Nick Vincent,7555,543883
0,0,5.999998728,1.555555226,10,0,0,1,0,0,18,14,6.999998517,2.999999364,1.499999682,0.383333333,0.366666666,0.25,89.89719626,Justin Haley,13572,595234
2,6,6.906976989,1.800000064,24,12,2,1,0,0,71.2,50,6.27906999,3.767441994,1.130232598,0.485714285,0.232653061,0.281632653,89.89158345,Vance Worley,6435,474699
1,0,5.940002266,1.770000675,35,0,0,0,0,6,33.1,28,7.560002884,3.510001339,1.890000721,0.330434782,0.226086956,0.44347826,89.88389513,Blaine Hardy,6499,543278
0,1,4.576272666,1.474576748,5,2,0,0,0,0,19.2,11,5.033899932,3.661018133,0.457627267,0.301587301,0.301587301,0.396825396,89.87248322,Daniel Wright,15179,642229
0,0,8.307692308,2,4,0,0,0,0,0,13,11,7.615384615,4.846153846,1.384615385,0.5,0.214285714,0.285714285,89.86792453,Rob Zastryzny,15094,642239
