Team,Season,Age,W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
BOS,2023,31,1,2,6.260870344,1.565217586,21,2,0,0,0,1,23,24,9.391305516,3.521739569,2.347826379,0.3,0.142857142,0.557142857,95.84782609,Kaleb Ort,20061,672391
DET,2023,26,7,3,2.800830053,0.896265617,15,15,5,0,0,0,80.1,102,11.42738662,1.56846483,0.448132808,0.515957446,0.170212765,0.313829787,95.84129693,Tarik Skubal,22267,669373
DET,2023,27,7,5,3.681818607,1.333333487,67,0,0,26,6,6,66,79,10.77272852,6.136364346,0.818181913,0.506410256,0.185897435,0.307692307,95.83844011,Alex Lange,19883,656638
TOR,2023,32,3,4,4.090910037,1.24242453,73,0,0,3,4,19,66,79,10.77272976,2.045455018,1.090909343,0.455056179,0.247191011,0.297752808,95.83487941,Yimi Garcia,12095,554340
MIN,2023,32,5,2,2.985577471,0.951923252,66,1,0,1,5,8,69.1,65,8.437501547,2.725962038,0.649038581,0.315217391,0.173913043,0.510869565,95.83219178,Emilio Pagan,14771,641941
MIA,2023,28,7,5,3.970588948,1.182353153,58,0,0,15,8,2,56.2,78,12.38823752,2.064706253,1.588235579,0.44217687,0.156462585,0.401360544,95.83114447,A.J. Puk,19343,640462
- - -,2023,35,3,0,3.016760002,1.022346445,59,0,0,2,1,10,59.2,56,8.446928004,2.865922001,0.452514,0.4375,0.2125,0.35,95.82543103,Ryan Brasier,5615,518489
PIT,2023,25,9,14,4.305816382,1.373358428,32,32,14,0,0,0,177.2,158,8.003752803,4.204503055,0.962476603,0.449330783,0.187380497,0.363288718,95.82410917,Johan Oviedo,22487,670912
SFG,2023,25,1,3,4.677165495,1.03937011,9,5,2,1,0,0,42.1,35,7.440945105,1.700787453,1.275590589,0.579831932,0.12605042,0.294117647,95.80408163,Keaton Winn,23499,676775
MIL,2023,26,1,0,5.558823685,1.588235339,9,0,0,0,1,1,11.1,13,10.3235297,2.382353008,1.588235339,0.454545454,0.333333333,0.212121212,95.80327869,J.C. Mejia,20617,650496
KCR,2023,29,0,0,5.400000515,1.450000138,21,1,0,0,0,1,20,24,10.80000103,5.850000558,0.450000043,0.479166666,0.166666666,0.354166666,95.79227053,Josh Staumont,18335,622251
STL,2023,26,0,1,21.60002214,5.400005536,3,0,0,0,1,0,1.2,2,10.80001107,27.00002768,5.400005536,0.428571428,0.142857142,0.428571428,95.78571429,Kyle Leahy,24763,681517
DET,2023,34,3,4,5.308990243,1.483146481,63,0,0,2,2,14,59.1,70,10.61798049,3.792135888,1.516854355,0.43902439,0.170731707,0.390243902,95.77835951,Jose Cisnero,6399,542585
SFG,2023,25,0,0,15.42857353,3.428571896,3,0,0,0,0,0,2.1,2,7.714286765,7.714286765,0,0.545454545,0.272727272,0.181818181,95.77777778,Cole Waites,25665,686972
BAL,2023,28,4,3,3.600000916,1.266666989,46,0,0,0,3,11,45,51,10.20000259,4.800001221,0.800000203,0.348623853,0.165137614,0.486238532,95.76457399,Bryan Baker,19804,641329
CHC,2023,24,0,0,6.750001609,2.250000536,12,0,0,0,0,1,10.2,13,10.96875262,10.12500241,3.375000805,0.225806451,0.258064516,0.516129032,95.7638191,Jeremiah Estrada,22210,669093
HOU,2023,24,11,13,5.087794765,1.361884457,31,29,11,0,0,0,155.2,178,10.29122123,3.179871728,1.50321209,0.523696682,0.182464454,0.293838862,95.75834658,Hunter Brown,25880,686613
TEX,2023,31,9,8,4.118644201,1.290254279,29,29,12,0,0,0,157.1,142,8.122881619,3.088983151,1.258474617,0.400447427,0.234899328,0.364653243,95.75246548,Jon Gray,14916,592351
PIT,2023,24,3,3,2.250000417,1.277778015,35,1,0,1,1,10,36,34,8.500001576,4.500000834,0.750000139,0.474747474,0.222222222,0.303030303,95.73786408,Carmen Mlodzinski,27572,669387
COL,2023,26,0,1,3.724138176,1.448275957,16,0,0,0,0,1,19.1,21,9.775862712,6.517241808,0.465517272,0.352941176,0.137254901,0.509803921,95.73515982,Nick Mears,25376,683232
NYM,2023,30,12,7,2.975951995,1.220440919,29,29,16,0,0,0,166.1,202,10.92986005,4.166332793,0.919839707,0.44691358,0.190123456,0.362962962,95.73249027,Kodai Senga,31838,673540
CLE,2023,23,3,5,3.292682927,1.256097561,16,16,4,0,0,0,82,81,8.890243902,4.06097561,0.87804878,0.381165919,0.228699551,0.390134529,95.72229465,Gavin Williams,30122,668909
SEA,2023,26,13,7,3.729021178,1.075174883,32,32,18,0,0,0,190.2,189,8.921329147,1.69930079,1.368881192,0.414498141,0.180297397,0.40520446,95.7189277,Logan Gilbert,22250,669302
TEX,2023,26,0,0,10.80000103,2.1000002,3,0,0,0,0,0,3.1,2,5.400000515,8.100000772,2.700000257,0.5,0,0.5,95.67741935,Spencer Howard,23252,675921
- - -,2023,26,1,1,6.639345612,2.114754528,16,0,0,0,0,1,20.1,20,8.852460816,7.081968652,1.327869122,0.507692307,0.215384615,0.276923076,95.66831683,Gus Varland,24737,681402
LAD,2023,25,0,0,0,0,1,0,0,0,0,0,2,3,13.5,0,0,0.666666666,0,0.333333333,95.66666667,Kyle Hurt,27514,669165
CLE,2023,27,5,2,3.289340611,1.142132157,70,0,0,0,3,16,65.2,62,8.497463245,3.42639647,0.548223435,0.403508771,0.198830409,0.397660818,95.66246057,Enyel De Los Santos,18403,660853
BAL,2023,26,0,1,6.000002543,2.111112006,11,0,0,0,2,2,9,8,8.000003391,5.000002119,2.000000848,0.34375,0.375,0.28125,95.6547619,Logan Gillaspie,22461,670810
- - -,2023,31,1,3,4.666667491,1.425926178,51,0,0,1,0,3,54,54,9.000001589,4.666667491,2.333333745,0.370860927,0.19205298,0.437086092,95.65088757,Dominic Leone,13763,608678
PHI,2023,33,13,6,3.609375,1.078125,32,32,21,0,0,0,192,212,9.9375,1.828125,0.9375,0.41221374,0.202290076,0.385496183,95.64850976,Zack Wheeler,10310,554430
WSN,2023,24,1,1,6.75,1.5,4,4,1,0,0,0,20,12,5.4,2.7,1.8,0.264705882,0.220588235,0.514705882,95.61057692,Jackson Rutledge,26215,671131
TOR,2023,32,3,0,5.250001252,1.333333651,12,0,0,0,0,2,12,16,12.00000286,3.000000715,0.750000179,0.28125,0.34375,0.375,95.60909091,Chad Green,15552,643338
MIN,2023,27,0,1,6.230769688,1.384615486,11,0,0,0,1,2,17.1,16,8.307692917,5.192308073,2.596154037,0.354166666,0.166666666,0.479166666,95.60344828,Jorge Alcala,19459,660896
BAL,2023,24,3,0,3.258621547,1.189655485,18,0,0,0,1,2,19.1,23,10.70689937,2.327586819,0.931034728,0.490196078,0.176470588,0.333333333,95.60301508,DL Hall,22207,669084
CHW,2023,27,7,9,4.576271186,1.418079096,33,33,12,0,0,0,177,214,10.88135593,4.016949153,0.966101695,0.359832635,0.248953974,0.391213389,95.60298295,Dylan Cease,18525,656302
CLE,2023,26,3,2,3.611465582,1.356688129,56,0,0,0,2,15,52.1,56,9.630574886,3.095541928,0.343949103,0.587837837,0.229729729,0.182432432,95.59144893,Sam Hentges,18548,656529
ARI,2023,29,9,1,2.479592319,0.979592027,60,0,0,4,2,8,65.1,70,9.64285902,3.168367964,0.413265387,0.503144654,0.163522012,0.333333333,95.5906822,Kevin Ginkel,19876,656464
TBR,2023,27,4,2,2.619403134,1.052238866,8,8,3,0,0,0,44.2,47,9.470149793,2.216418037,0.402985098,0.525862068,0.206896551,0.267241379,95.58718861,Drew Rasmussen,25385,656876
MIN,2023,27,1,0,5.4,1.4,2,0,0,0,0,0,5,8,14.4,1.8,1.8,0.307692307,0.384615384,0.307692307,95.57142857,Chris Paddack,20099,663978
MIL,2023,30,5,1,2.28358209,0.820895522,11,11,7,0,0,0,67,74,9.940298507,2.014925373,1.208955224,0.364779874,0.182389937,0.452830188,95.56773212,Brandon Woodruff,16162,605540
- - -,2023,29,2,2,3.375000424,1.243421209,51,0,0,2,2,5,50.2,64,11.36842248,4.085526828,1.42105281,0.56557377,0.155737704,0.278688524,95.56,Keynan Middleton,15264,641871
SDP,2023,30,14,9,2.25,1.188888889,32,32,20,0,0,0,180,234,11.7,4.95,0.75,0.444444444,0.214814814,0.34074074,95.55483452,Blake Snell,13543,605483
KCR,2023,27,0,0,4.86885322,1.819672416,20,1,0,1,1,3,20.1,11,4.86885322,5.75409926,1.32786906,0.528571428,0.214285714,0.257142857,95.55135135,Collin Snider,23307,676092
BOS,2023,37,4,1,1.051948156,1.032467635,55,0,0,3,1,23,51.1,46,8.064935864,1.402597542,0.350649385,0.51048951,0.279720279,0.209790209,95.52793296,Chris Martin,11847,455119
WSN,2023,23,3,0,5.029413458,1.47058873,39,0,0,0,1,5,34,25,6.617649286,3.441177629,1.058823886,0.578431372,0.205882352,0.215686274,95.50995025,Jose A. Ferrer,24017,678606
LAD,2023,23,4,1,4.922652037,1.193370191,13,11,3,1,0,0,60.1,64,9.546961527,3.87845312,1.640884012,0.331210191,0.133757961,0.535031847,95.48788368,Emmet Sheehan,29839,686218
MIN,2023,26,0,1,4.295455011,1.22727286,10,0,0,0,0,1,14.2,14,8.590910022,4.295455011,1.22727286,0.333333333,0.102564102,0.564102564,95.4787234,Oliver Ortega,21025,661383
LAA,2023,30,0,0,6.750007041,5.250005476,2,0,0,0,0,0,1.1,2,13.50001408,20.25002112,6.750007041,0.166666666,0.5,0.333333333,95.47368421,Reyes Moronta,14966,606625
- - -,2023,36,0,2,3.335294829,1.323529694,63,0,0,0,2,8,56.2,64,10.16470805,6.035295404,0.47647069,0.467625899,0.17266187,0.35971223,95.46677215,Jake Diekman,5003,518617
CIN,2023,32,4,6,3.600000624,1.381818421,54,3,0,2,1,3,55,45,7.36363764,4.254546192,0.981818352,0.395061728,0.24074074,0.36419753,95.44333333,Derek Law,13133,571882
CHW,2023,34,2,0,5.4,1,5,0,0,1,0,0,5,3,5.4,1.8,1.8,0.5,0.125,0.375,95.41176471,Liam Hendriks,3548,521230
MIL,2023,28,10,8,3.392427028,1.068846872,32,32,19,0,0,0,193.2,200,9.294320626,3.067125807,1.022375269,0.440944881,0.22047244,0.338582677,95.406639,Corbin Burnes,19361,669203
NYM,2023,30,0,0,9.450003605,1.950000744,10,0,0,0,0,1,6.2,6,8.10000309,10.80000412,0,0.611111111,0.222222222,0.166666666,95.4,Sam Coonrod,17264,656322
ARI,2023,25,2,1,3.042254093,0.971831169,11,1,0,0,0,0,23.2,12,4.56338114,3.422535855,1.140845285,0.442857142,0.171428571,0.385714285,95.39690722,Bryce Jarvis,27477,686826
- - -,2023,28,0,0,11.4000022,2.066667065,13,0,0,0,0,1,15,15,9.000001734,4.800000925,2.400000463,0.307692307,0.307692307,0.384615384,95.39548023,Taylor Hearn,18325,621368
OAK,2023,25,0,0,12.70588592,2.470588928,6,0,0,0,0,0,5.2,5,7.941178698,7.941178698,4.764707219,0.333333333,0.095238095,0.571428571,95.38823529,Garrett Acton,27583,670183
COL,2023,28,4,7,3.720000757,1.346666941,69,0,0,11,7,11,75,78,9.360001904,4.320000879,0.600000122,0.485,0.205,0.31,95.38220758,Justin Lawrence,17639,664875
WSN,2023,29,0,0,6.428572304,2.000000272,10,0,0,0,0,0,7,6,7.714286765,6.428572304,1.285714461,0.409090909,0.318181818,0.272727272,95.37623762,Anthony Banda,14706,607455
MIL,2023,29,7,5,2.547170178,1.047169962,69,0,0,3,3,27,70.2,77,9.806605185,2.165094651,1.018868071,0.459459459,0.162162162,0.378378378,95.36916836,Joel Payamps,14332,606303
SDP,2023,24,0,0,7.000001483,2.111111559,8,1,0,0,0,0,9,8,8.000001695,5.00000106,1.000000212,0.464285714,0.178571428,0.357142857,95.35483871,Adrian Morejon,20039,670970
COL,2023,28,2,2,4.95,1.1,4,4,1,0,0,0,20,17,7.65,1.35,1.8,0.48275862,0.206896551,0.310344827,95.34705882,German Marquez,15038,608566
HOU,2023,29,12,11,3.454545455,1.126262626,31,31,20,0,0,0,198,200,9.090909091,2.590909091,0.863636364,0.542056074,0.203738317,0.254205607,95.34557235,Framber Valdez,17295,664285
MIN,2023,25,4,3,4.632353006,1.220588252,17,10,5,0,0,2,68,71,9.397058955,2.250000032,2.117647089,0.442708333,0.161458333,0.395833333,95.34453782,Louie Varland,27691,686973
ATL,2023,28,0,3,3.035503438,1.153846336,59,0,0,0,3,13,56.1,73,11.66272374,2.236686744,1.43787005,0.278911564,0.238095238,0.482993197,95.33333333,Joe Jimenez,15761,641729
COL,2023,31,1,0,6.287672547,1.602740061,16,0,0,1,0,3,24.1,16,5.917809456,4.068494001,1.109589273,0.560975609,0.207317073,0.231707317,95.33208955,Matt Carasiti,13276,571539
NYY,2023,30,3,8,6.854922822,1.445595969,14,14,3,0,0,0,64.1,64,8.953368584,3.917098755,2.098445762,0.271276595,0.202127659,0.526595744,95.33040936,Carlos Rodon,16137,607074
CHC,2023,28,2,5,2.671875319,1.015625121,58,0,0,22,3,6,64,67,9.421876123,1.828125218,0.703125084,0.421686746,0.216867469,0.361445783,95.32727273,Adbert Alzolay,17859,640470
BOS,2023,35,3,6,3.626865878,1.276119476,51,0,0,29,4,0,44.2,52,10.47761254,3.425373329,1.007462744,0.226086956,0.208695652,0.565217391,95.32307692,Kenley Jansen,3096,445276
- - -,2023,24,0,1,6.044776464,1.746268756,18,1,0,0,1,1,22.1,26,10.47761254,3.626865878,1.208955293,0.471428571,0.185714285,0.342857142,95.32057416,Nick Robertson,26226,687798
PIT,2023,25,1,0,6.328125943,2.109375314,16,0,0,0,0,1,21.1,22,9.281251383,6.328125943,1.265625189,0.402985074,0.298507462,0.298507462,95.31048387,Cody Bolton,23265,675989
HOU,2023,27,0,0,7,1.666666667,3,1,0,0,0,0,9,11,11,3,1,0.407407407,0.222222222,0.37037037,95.28947368,Shawn Dubin,24977,681869
CLE,2023,26,0,0,6.75,2,6,0,0,0,0,1,8,9,10.125,6.75,3.375,0.434782608,0.173913043,0.391304347,95.28571429,Cody Morris,25388,663752
DET,2023,28,2,1,2.979311011,1.096551969,48,4,0,2,3,11,48.1,56,10.42758854,2.420690196,0.558620815,0.449612403,0.186046511,0.364341085,95.2759434,Will Vest,19769,676684
KCR,2023,26,0,2,8.836366088,2.018182378,23,1,0,0,1,5,18.1,21,10.30909377,9.327275315,1.472727681,0.352941176,0.274509803,0.372549019,95.27586207,Dylan Coleman,22276,669395
BOS,2023,34,7,5,4.5,1.3125,19,19,8,0,0,0,96,101,9.46875,3.09375,1.6875,0.426470588,0.202205882,0.371323529,95.25826446,James Paxton,11828,572020
LAD,2023,36,0,0,0,1.666666667,3,0,0,1,0,1,3,5,15,9,0,0.5,0,0.5,95.25,Daniel Hudson,7146,543339
OAK,2023,24,1,1,4.909091441,1.500000163,5,1,0,0,0,0,14.2,14,8.590910022,6.750000732,2.454545721,0.25,0.175,0.575,95.25,Freddy Tarnok,23324,676206
BOS,2023,24,12,11,4.242038217,1.337579618,28,28,15,0,0,0,157,132,7.566878981,2.579617834,1.375796178,0.561983471,0.14876033,0.289256198,95.23489933,Brayan Bello,23920,678394
- - -,2023,31,0,7,6.447761561,1.61194039,10,10,2,0,0,0,44.2,29,5.843283915,4.432836073,2.619403134,0.473333333,0.173333333,0.353333333,95.23393316,Jose Urena,11589,570632
- - -,2023,29,0,0,9.257144875,2.14285761,10,0,0,0,0,1,11.2,10,7.714287396,4.628572438,3.857143698,0.272727272,0.272727272,0.454545454,95.22297297,Rico Garcia,20023,670329
CHW,2023,27,5,12,5.427835185,1.592783544,30,27,5,0,0,0,129.1,134,9.324742497,6.332474382,2.018041287,0.355113636,0.170454545,0.474431818,95.21768252,Michael Kopech,17282,656629
PIT,2023,27,5,2,3.724138666,1.086207111,55,0,0,1,2,5,58,76,11.79310578,3.724138666,0.620689778,0.395522388,0.149253731,0.45522388,95.21653543,Dauri Moreta,21101,664294
TEX,2023,33,12,5,3.625,1.138888889,25,25,11,0,0,0,144,132,8.25,2.9375,0.9375,0.51025641,0.169230769,0.32051282,95.19374248,Nathan Eovaldi,9132,543135
CIN,2023,29,8,4,3.330397259,1.281938628,74,0,0,3,6,22,75.2,69,8.207050389,3.330397259,0.951542074,0.399061032,0.225352112,0.375586854,95.19029851,Ian Gibaut,17871,664139
LAA,2023,27,0,0,8.678572611,2.250000307,10,0,0,0,1,1,9.1,7,6.75000092,6.75000092,2.892857537,0.382352941,0.176470588,0.44117647,95.18085106,Jose Marte,21761,665896
TEX,2023,29,0,2,2.684211065,1.140351106,57,0,0,4,5,8,57,67,10.57894949,4.421053519,0.789473843,0.294117647,0.139705882,0.56617647,95.17539267,Jose Leclerc,14524,600917
- - -,2023,31,1,3,3.767442033,1.511627976,29,1,0,0,1,1,43,30,6.279070055,3.558139698,1.046511676,0.542857142,0.228571428,0.228571428,95.17434211,Dylan Covey,14825,592229
MIN,2023,24,1,0,4.438356744,1.56164404,18,0,0,0,0,2,24.1,17,6.287672054,4.438356744,1.84931531,0.443037974,0.189873417,0.367088607,95.15591398,Jordan Balazovic,21866,666364
SEA,2023,24,8,7,4.31725905,1.142132024,25,25,9,0,0,0,131.1,119,8.154822651,1.781725957,1.233502586,0.335078534,0.22513089,0.439790575,95.14244396,Bryce Miller,29837,682243
- - -,2023,28,1,0,4.226087622,1.460869795,31,0,0,0,1,3,38.1,35,8.217392599,3.991304977,0.704347937,0.584070796,0.203539823,0.21238938,95.12922465,Yohan Ramirez,19444,670990
TOR,2023,32,11,6,3.864811368,1.270377811,32,32,9,0,0,0,167.2,181,9.715706355,2.576540912,1.449304263,0.397408207,0.220302375,0.382289416,95.12824548,Yusei Kikuchi,20633,579328
MIA,2023,29,0,0,2.25,1.25,2,0,0,0,0,0,4,3,6.75,6.75,2.25,0.3,0.1,0.6,95.12244898,Geoff Hartlieb,19558,664129
SEA,2023,23,4,5,4.209125597,1.20912551,18,18,4,0,0,0,87.2,93,9.547528794,3.182509598,1.334600799,0.403361344,0.18907563,0.407563025,95.11132255,Bryan Woo,30279,693433
NYY,2023,33,1,3,2.655737871,1.106557446,42,0,0,2,2,14,40.2,48,10.62295148,4.204918296,1.106557446,0.489583333,0.145833333,0.364583333,95.09933775,Tommy Kahnle,11384,592454
- - -,2023,23,1,8,6.554913692,1.682081027,15,12,2,0,0,1,57.2,43,6.710983066,4.526011835,1.872832484,0.375690607,0.193370165,0.430939226,95.09868421,Ryan Weathers,23796,677960
ATL,2023,33,5,4,2.74850312,1.185628797,58,0,0,33,4,0,55.2,68,10.99401248,2.425149811,1.131736579,0.428571428,0.183673469,0.387755102,95.08158508,Raisel Iglesias,17130,628452
OAK,2023,25,1,1,4.200000801,1.266666908,14,0,0,0,1,4,15,19,11.40000217,7.800001488,0,0.533333333,0.133333333,0.333333333,95.07741935,Angel Felipe,21163,665734
TBR,2023,27,1,1,7.012987968,1.675324904,17,4,0,0,0,1,25.2,25,8.766234961,4.207792781,1.402597594,0.5,0.195121951,0.304878048,95.07432432,Calvin Faucher,20116,676534
SEA,2023,32,5,4,2.608695941,1.144927663,75,0,0,3,2,23,69,61,7.956522619,2.347826347,0.521739188,0.567010309,0.18556701,0.24742268,95.05781585,Justin Topa,15145,623437
NYM,2023,29,4,6,4.15384681,1.402367085,62,0,0,3,2,12,56.1,60,9.585800331,4.633136827,1.118343372,0.3,0.18,0.52,95.05580694,Drew Smith,17755,622098
WSN,2023,24,7,10,4.42298305,1.400978047,27,27,8,0,0,0,136.1,151,9.968215531,3.762836326,1.782396155,0.387533875,0.211382113,0.40108401,95.04921394,MacKenzie Gore,22201,669022
SEA,2023,25,4,1,2.825582022,1.220930503,27,0,0,1,0,2,28.2,33,10.36046741,4.081396254,0.627907116,0.397260273,0.191780821,0.410958904,95.04464286,Isaiah Campbell,25551,663462
NYM,2023,27,1,0,5.90625088,1.593750237,9,0,0,0,0,2,10.2,12,10.12500151,5.90625088,1.687500251,0.266666666,0.2,0.533333333,95.02654867,Dennis Santana,17878,642701
PIT,2023,25,1,1,3.328767819,1.23287697,22,0,0,0,0,3,24.1,18,6.657535638,4.808220183,0.369863091,0.549295774,0.169014084,0.28169014,95.01229508,Yerry De Los Santos,21420,660787
CIN,2023,32,0,0,2.571428922,1.285714461,6,0,0,0,0,0,7,5,6.428572304,1.285714461,0,0.391304347,0.260869565,0.347826086,95,Alan Busenitz,15239,641427
MIL,2023,26,0,1,27.0000103,3.600001373,4,0,0,0,0,1,3.1,4,10.80000412,5.40000206,8.10000309,0.4375,0.25,0.3125,95,Clayton Andrews,23631,677076
NYM,2023,27,9,8,4.701847155,1.575197953,25,25,6,0,0,0,126.1,105,7.480211383,4.131926288,1.282321951,0.439086294,0.210659898,0.350253807,94.99598394,Tylor Megill,21318,656731
CLE,2023,27,7,7,4.063107398,1.296116697,71,0,0,2,8,28,68.2,75,9.830098544,3.407767495,0.786407883,0.416216216,0.172972972,0.41081081,94.97769517,Trevor Stephan,19932,663986
ATL,2023,31,0,0,3.857143777,1.446428916,19,0,0,0,1,4,18.2,16,7.714287554,5.303572693,0.964285944,0.490566037,0.150943396,0.358490566,94.97101449,Ben Heller,15100,621294
OAK,2023,28,1,2,6.585367079,1.609756397,10,0,0,0,0,0,13.2,9,5.926830371,4.609756955,1.317073416,0.547619047,0.142857142,0.309523809,94.97101449,Chad Smith,20190,663385
- - -,2023,27,1,3,4.989130693,1.206521802,19,7,0,2,0,1,61.1,57,8.364130868,3.228261037,1.614130518,0.363636363,0.238636363,0.397727272,94.97085202,Andre Jackson,21298,656578
KCR,2023,29,0,0,4.050000386,1.0500001,4,0,0,0,0,0,6.2,6,8.100000772,5.400000515,2.700000257,0.133333333,0.333333333,0.533333333,94.96296296,Brooks Kriske,21189,621139
- - -,2023,29,1,1,3.689441693,1.285714529,54,0,0,1,1,12,53.2,57,9.559008023,5.031056854,1.006211371,0.371428571,0.207142857,0.421428571,94.96222222,Jacob Webb,19274,657097
CLE,2023,30,1,0,3.780000577,1.320000201,14,0,0,0,0,0,16.2,16,8.640001318,4.860000742,0,0.413043478,0.239130434,0.347826086,94.95121951,Michael Kelly,12791,547184
CLE,2023,24,10,4,2.978873239,1.176056338,25,25,11,0,0,0,142,141,8.936619718,2.852112676,0.823943662,0.368286445,0.214833759,0.416879795,94.94246575,Tanner Bibee,30134,676440
- - -,2023,30,1,4,11.71084405,2.349397725,17,4,0,0,2,0,27.2,32,10.40963915,7.481928141,2.277108565,0.426966292,0.17977528,0.393258426,94.93225806,Dinelson Lamet,17186,659275
TBR,2023,29,1,0,3.000000715,1.000000238,15,0,0,0,2,0,12,14,10.5000025,4.500001073,1.500000358,0.407407407,0.148148148,0.444444444,94.92857143,Garrett Cleavinger,17897,664076
CIN,2023,26,3,0,3.694737806,1.389474047,31,0,0,1,0,2,31.2,23,6.536843811,5.68421201,1.421053002,0.5,0.119565217,0.380434782,94.92088608,Daniel Duarte,17480,650960
- - -,2023,24,0,1,2.400000458,1.400000267,8,0,0,1,0,0,15,10,6.000001144,7.200001373,1.200000229,0.431818181,0.113636363,0.454545454,94.91358025,Deivi Garcia,20276,665620
KCR,2023,26,0,1,3,1.666666667,2,1,0,0,0,0,3,3,9,0,3,0.272727272,0.272727272,0.454545454,94.89655172,Jonathan Bowlan,24607,680742
KCR,2023,31,0,1,3.328767558,1.726027623,27,0,0,0,0,0,24.1,28,10.35616574,7.39726124,1.479452248,0.475409836,0.13114754,0.393442622,94.88593156,Amir Garrett,14375,607237
LAA,2023,23,4,1,3.955414037,1.280254785,16,8,1,0,1,1,52.1,56,9.630573307,4.471337607,1.54777071,0.489051094,0.218978102,0.291970802,94.88479263,Chase Silseth,30074,681217
SFG,2023,27,5,3,3.228261639,1.385869896,49,13,0,1,1,2,61.1,78,11.4456549,3.52173997,1.173913323,0.414012738,0.235668789,0.350318471,94.86168224,Ryan Walker,20423,676254
SFG,2023,26,2,1,6.517242237,1.758620921,15,0,0,0,1,0,29,31,9.620690921,4.034483289,0.931034605,0.533333333,0.244444444,0.222222222,94.84671533,Sean Hjelle,21481,663546
CLE,2023,27,2,5,3.230769863,1.333333594,44,0,0,0,2,13,39,52,12.00000235,6.461539726,1.384615655,0.287356321,0.172413793,0.540229885,94.84057971,James Karinchak,20151,675916
STL,2023,33,0,1,5.926830785,1.536585759,13,0,0,0,0,0,13.2,8,5.268294031,1.975610262,0.658536754,0.428571428,0.142857142,0.428571428,94.83962264,Jacob Barnes,12323,606930
- - -,2023,28,1,1,4.081395847,1.569767633,18,2,0,0,1,3,28.2,26,8.162791693,3.76744232,0.627907053,0.522727272,0.147727272,0.329545454,94.83522727,Thomas Hatch,19264,641672
MIN,2023,27,11,8,3.664948454,1.154639175,32,32,20,0,0,0,194,234,10.8556701,2.226804124,1.113402062,0.452380952,0.184523809,0.363095238,94.83272194,Pablo Lopez,17085,641154
KCR,2023,30,3,6,5.949153312,1.6101697,58,2,0,3,3,12,59,65,9.915255519,3.661017423,1.830508711,0.30994152,0.192982456,0.497076023,94.83225806,Taylor Clarke,17611,664199
COL,2023,38,4,2,4.560811634,1.70270301,50,0,0,1,2,6,49.1,47,8.574325871,8.939190802,0.912162327,0.3671875,0.1796875,0.453125,94.82672234,Daniel Bard,7115,453268
- - -,2023,28,2,4,4.815287268,1.452229493,40,0,0,0,2,4,52.1,45,7.738854537,3.955414541,1.719745453,0.4875,0.1875,0.325,94.82550336,Brent Honeywell,16466,641703
DET,2023,23,5,7,3.99356923,1.118971089,21,18,6,0,0,1,103.2,103,8.942122406,2.864951839,1.215434113,0.428070175,0.207017543,0.36491228,94.82310469,Reese Olson,24968,681857
STL,2023,26,4,2,3.68181882,1.063636548,27,0,0,3,2,3,36.2,42,10.3090927,2.45454588,0.245454588,0.591397849,0.215053763,0.193548387,94.80669145,JoJo Romero,19574,668941
ATL,2023,39,14,12,3.636734807,1.426530657,30,30,12,0,0,0,163.1,183,10.08367378,4.57346953,0.771428595,0.43287037,0.222222222,0.344907407,94.80218778,Charlie Morton,4676,450203
OAK,2023,33,4,4,3.278571875,1.371428758,49,0,0,21,3,1,46.2,40,7.714286765,5.592857905,0.771428677,0.307692307,0.238461538,0.453846153,94.79816514,Trevor May,6398,543507
LAD,2023,26,2,3,6.130434783,1.47826087,18,12,0,0,0,1,69,73,9.52173913,2.47826087,1.565217391,0.391304347,0.241545893,0.367149758,94.79432624,Michael Grove,23221,675627
NYM,2023,25,5,2,4.839623338,1.386792652,28,0,0,0,0,2,35.1,30,7.641510534,3.820755267,0.764151053,0.481132075,0.216981132,0.301886792,94.79401993,Grant Hartwig,29946,701643
KCR,2023,26,0,0,7.200000458,1.266666747,12,0,0,0,1,1,15,9,5.400000343,1.200000076,3.000000191,0.25490196,0.31372549,0.431372549,94.78787879,Jonathan Heasley,22224,669169
BAL,2023,26,12,7,2.828063412,1.043478324,30,30,18,0,0,0,168.2,168,8.964427418,2.347826229,0.747035618,0.492204899,0.202672605,0.305122494,94.76950044,Kyle Bradish,24586,680694
LAA,2023,27,7,8,4.322834678,1.236220482,24,22,8,0,0,0,127,139,9.850393775,2.551181122,1.55905513,0.426553672,0.186440677,0.387005649,94.76351351,Griffin Canning,19867,656288
PHI,2023,28,2,1,4.034483563,1.448276151,27,1,0,0,0,3,29,26,8.068967126,4.034483563,1.551724447,0.372093023,0.174418604,0.453488372,94.76271186,Connor Brogdon,21205,641401
- - -,2023,23,0,1,4.569230903,1.615384663,9,1,0,0,0,0,21.2,18,7.476923296,5.815384786,1.246153883,0.402985074,0.253731343,0.343283582,94.74439462,Luis Patino,22815,672715
MIL,2023,28,0,0,4.821429721,2.142857654,9,0,0,0,0,0,9.1,7,6.750001609,9.642859442,0.964285944,0.607142857,0.214285714,0.178571428,94.73913043,Jake Cousins,21620,664776
