Team,Season,Age,W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
ARI,2023,26,0,0,9,2,2,0,0,0,0,0,2,0,0,0,0,0.4,0.3,0.3,58.52631579,Jose Herrera,17040,645444
TEX,2023,30,0,0,4.90909176,1.3636366,4,0,0,0,0,0,3.2,1,2.45454588,0,2.45454588,0.071428571,0.214285714,0.714285714,58.2745098,Austin Hedges,12976,595978
MIL,2023,28,0,0,0,1,1,0,0,0,0,0,1,1,9,0,0,0,0.333333333,0.666666666,58.16666667,Rowdy Tellez,15679,642133
LAA,2023,34,0,0,2.45454588,0.81818196,3,0,0,0,0,0,3.2,0,0,2.45454588,0,0.642857142,0.071428571,0.285714285,57.25,Eduardo Escobar,6153,500871
BOS,2023,29,0,0,4.5,3.5,2,0,0,0,0,0,2,0,0,18,0,0.666666666,0.111111111,0.222222222,56.95454545,Pablo Reyes,16357,622569
OAK,2023,33,0,0,9,3,2,0,0,0,0,0,2,1,4.5,13.5,4.5,0,0.25,0.75,56.8372093,Jace Peterson,12325,607054
LAA,2023,32,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.25,0.75,56.625,Jake Lamb,13329,571875
PHI,2023,35,0,0,27.0000103,6.000002289,2,0,0,0,0,0,1.2,0,0,10.80000412,0,0.153846153,0.615384615,0.23076923,56.25,Josh Harrison,8202,543281
CLE,2023,27,0,0,12.6,2.2,2,0,0,0,0,0,5,0,0,1.8,5.4,0.2,0.2,0.6,56.04166667,David Fry,24934,681807
MIN,2023,29,0,1,13.50000322,0.750000179,2,0,0,0,0,0,1.1,0,0,0,6.750001609,0.2,0,0.8,55,Jordan Luplow,16424,656669
SFG,2023,30,0,0,27,4,1,0,0,0,0,0,1,1,9,9,0,0.4,0.4,0.2,54.36363636,Matt Beaty,17710,607461
LAD,2023,34,0,0,6,1.333333333,3,0,0,0,0,0,3,0,0,3,0,0.5,0.083333333,0.416666666,53.27027027,Miguel Rojas,7802,500743
TBR,2023,28,0,0,30.37500724,4.125000983,2,0,0,0,0,0,2.2,1,3.375000805,0,6.750001609,0.277777777,0.388888888,0.333333333,53.09756098,Luke Raley,19354,670042
PHI,2023,27,0,0,3.375002313,2.625001799,4,0,0,0,0,0,2.2,1,3.375002313,10.12500694,0,0.272727272,0.454545454,0.272727272,51.68292683,Kody Clemens,20572,665019
WSN,2023,31,0,0,4.5,1.5,2,0,0,0,0,0,2,0,0,4.5,4.5,0.5,0,0.5,50.17857143,Ildemaro Vargas,13324,545121
SDP,2023,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.666666666,49.42857143,Brandon Dixon,15214,641525
PIT,2023,31,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0.166666666,0.333333333,0.5,49.22222222,Chris Owings,10030,572008
HOU,2023,36,0,0,36,6,1,0,0,0,0,0,1,0,0,9,9,0.125,0.375,0.5,49.1,Martin Maldonado,6887,455117
MIN,2023,26,0,0,11.57143015,2.142857435,3,0,0,0,0,0,2.1,0,0,7.714286765,0,0.555555555,0.222222222,0.222222222,47.44444444,Willi Castro,17338,650489
BAL,2023,33,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0.6,0.4,0,46,James McCann,12859,543510
CHC,2023,32,0,0,2.25,1.75,4,0,0,0,0,0,4,0,0,0,0,0.47368421,0.210526315,0.315789473,41.78571429,Tucker Barnhart,10200,571466
BAL,2023,26,0,0,18,4,1,0,0,0,0,0,1,0,0,0,0,0.666666666,0.166666666,0.166666666,36.05555556,Ryan McKenna,19928,663630
LAD,2023,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.666666666,,Luke Williams,19931,663897
