Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,NameASCII,PlayerId,MLBAMID
"Austin Wynns","BAL",28,74,1,8,5,0,0.04054054,0.189189189,0.214285714,0.246575342,0.271428571,2,0,15,0.518003913,"Austin Wynns",15271,642851
"Brad Keller","KCR",28,10,0,0,1,0,0.1,0.5,0.125,0.222222222,0.125,0,0,1,0.347222222,"Brad Keller",15734,641745
"Stefan Crichton","ARI",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stefan Crichton",16058,592233
"Ryan Yarbrough","TBR",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Yarbrough",16502,642232
"Brian O'Grady","CIN",28,48,2,4,3,0,0.083333333,0.354166666,0.19047619,0.291666666,0.428571428,0,0,8,0.720238094,"Brian O'Grady",16729,657434
"Tanner Scott","BAL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tanner Scott",17586,656945
"Edwin Ríos","LAD",28,56,4,10,8,0,0.160714285,0.375,0.276595744,0.392857142,0.617021276,1,0,13,1.009878418,"Edwin Rios",18316,621458
"Shaun Anderson","SFG",28,28,0,0,0,0,0,0.678571428,0.08,0.115384615,0.12,0,0,2,0.235384615,"Shaun Anderson",19453,641312
"Cole Hamels","CHC",27,46,0,1,4,0,0.02173913,0.326086956,0.142857142,0.177777777,0.166666666,2,0,6,0.344444443,"Cole Hamels",4972,430935
"JB Shuck","PIT",27,57,0,4,2,1,0.140350877,0.175438596,0.212765957,0.339285714,0.255319148,0,1,10,0.594604862,"JB Shuck",6677,543776
"Aaron Sanchez","- - -",27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aaron Sanchez",11490,592717
"Matt Skole","CHW",27,80,0,7,6,0,0.0875,0.3875,0.208333333,0.275,0.236111111,0,0,15,0.511111111,"Matt Skole",12119,605474
"Dan Winkler","ATL",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dan Winkler",12237,595465
"Matt Bowman","CIN",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Bowman",13528,621199
"J.B. Wendelken","OAK",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"J.B. Wendelken",14506,605525
"Jon Gray","COL",27,59,0,1,1,0,0.050847457,0.372881355,0.063829787,0.12,0.063829787,2,0,3,0.183829787,"Jon Gray",14916,592351
"Jake Newberry","KCR",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Newberry",15136,623470
"Brandon Woodruff","MIL",27,49,0,1,4,0,0.020408163,0.408163265,0.266666666,0.282608695,0.355555555,0,0,12,0.63816425,"Brandon Woodruff",16162,605540
"Gerardo Reyes","SDP",27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Gerardo Reyes",16306,622103
"Tyler Mahle","CIN",27,41,0,4,0,0,0.024390243,0.463414634,0.088235294,0.114285714,0.117647058,0,0,3,0.231932772,"Tyler Mahle",16358,641816
"Erik Swanson","SEA",27,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Erik Swanson",16587,657024
"Domingo Germán","NYY",27,8,0,0,0,0,0,0.875,0,0,0,1,0,0,0,"Domingo German",17149,593334
"Braden Bishop","SEA",27,60,0,3,4,0,0.05,0.35,0.107142857,0.152542372,0.107142857,0,0,6,0.259685229,"Braden Bishop",17806,623323
"Sam Hilliard","COL",27,87,7,13,13,2,0.103448275,0.264367816,0.272727272,0.356321839,0.649350649,1,0,21,1.005672488,"Sam Hilliard",17954,656541
"Zack Collins","CHW",27,102,3,10,12,0,0.137254901,0.382352941,0.186046511,0.306930693,0.348837209,1,0,16,0.655767902,"Zack Collins",19181,641470
"Seranthony Domínguez","PHI",27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Seranthony Dominguez",19249,622554
"Peter Bourjos","LAA",26,46,0,4,2,2,0.02173913,0.326086956,0.09090909,0.108695652,0.113636363,1,0,4,0.222332015,"Peter Bourjos",2578,488721
"Wade LeBlanc","SEA",26,2,0,0,0,0,0.5,0,0,1,0,0,0,0,1,"Wade LeBlanc",5221,453281
"Michael Pineda","MIN",26,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0,"Michael Pineda",5372,501381
"John Ryan Murphy","- - -",26,70,4,9,7,0,0.085714285,0.4,0.174603174,0.246376811,0.412698412,0,0,11,0.659075223,"John Ryan Murphy",10346,571974
"Jack Mayfield","HOU",26,65,2,8,5,0,0.015384615,0.246153846,0.15625,0.169230769,0.328125,0,0,10,0.497355769,"Jack Mayfield",15402,608686
"Yonny Chirinos","TBR",26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Yonny Chirinos",16401,630023
"Trevor Williams","PIT",26,44,0,2,4,0,0.045454545,0.386363636,0.166666666,0.210526315,0.166666666,0,0,6,0.377192981,"Trevor Williams",16977,592866
"Framber Valdez","HOU",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framber Valdez",17295,664285
"LaMonte Wade Jr.","MIN",26,69,2,10,5,0,0.159420289,0.130434782,0.196428571,0.347826086,0.375,0,1,11,0.722826086,"LaMonte Wade Jr.",18126,664774
"Seth Brown","OAK",26,83,0,11,13,1,0.084337349,0.277108433,0.293333333,0.361445783,0.453333333,2,0,22,0.814779116,"Seth Brown",18171,664913
"Chris Paddack","SDP",26,46,0,3,2,0,0,0.413043478,0.119047619,0.119047619,0.119047619,0,0,5,0.238095238,"Chris Paddack",20099,663978
"Jhoulys Chacín","- - -",25,25,1,2,1,0,0.04,0.4,0.125,0.16,0.25,0,0,3,0.41,"Jhoulys Chacin",2608,468504
"Dan Otero","CLE",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dan Otero",7385,519096
"Adam Warren","SDP",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adam Warren",9029,476589
"Chris Sale","BOS",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Sale",10603,519242
"A.J. Cole","CLE",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A.J. Cole",11467,595918
"José Ureña","MIA",25,22,0,1,0,0,0.045454545,0.636363636,0,0.05,0,1,0,0,0.05,"Jose Urena",11589,570632
"Nick Kingham","- - -",25,8,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0.25,"Nick Kingham",11694,592468
"Drew Smyly","- - -",25,20,0,1,0,0,0.05,0.45,0,0.05,0,0,0,0,0.05,"Drew Smyly",11760,592767
"Cody Allen","LAA",25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Cody Allen",12183,592102
"Travis Jankowski","SDP",25,24,0,4,0,2,0.083333333,0.166666666,0.181818181,0.25,0.181818181,0,2,4,0.431818181,"Travis Jankowski",13768,608671
"Anthony Bemboom","- - -",25,56,1,2,4,0,0.017857142,0.375,0.129629629,0.145454545,0.203703703,0,0,7,0.349158248,"Anthony Bemboom",13854,621532
"Wei-Chung Wang","- - -",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wei-Chung Wang",14382,623913
"Scott Heineman","TEX",25,85,2,8,7,1,0.105882352,0.235294117,0.213333333,0.305882352,0.373333333,3,2,16,0.679215685,"Scott Heineman",14453,595981
"Zac Reininger","DET",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zac Reininger",15285,643617
"Antonio Senzatela","COL",25,46,0,2,3,0,0.02173913,0.52173913,0.025,0.048780487,0.025,0,0,1,0.073780487,"Antonio Senzatela",15488,622608
"Tyler Beede","SFG",25,43,0,2,1,0,0.069767441,0.53488372,0.105263157,0.170731707,0.105263157,0,0,4,0.275994864,"Tyler Beede",16981,595881
"Jeffrey Springs","TEX",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jeffrey Springs",17677,605488
"Evan Phillips","BAL",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evan Phillips",17734,623465
"Brendan Rodgers","COL",25,81,0,8,7,0,0.049382716,0.333333333,0.22368421,0.271604938,0.25,2,0,17,0.521604938,"Brendan Rodgers",17907,663898
"Richard Lovelady","KCR",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Richard Lovelady",19337,663992
"Sheldon Neuse","OAK",25,61,0,3,7,0,0.06557377,0.311475409,0.25,0.295081967,0.303571428,2,0,14,0.598653395,"Sheldon Neuse",19635,641914
"David McKay","- - -",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David McKay",19814,641853
"Abraham Toro","HOU",25,89,2,13,9,1,0.101123595,0.213483146,0.217948717,0.303370786,0.384615384,2,1,17,0.68798617,"Abraham Toro",19844,647351
"Kevin Ginkel","ARI",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kevin Ginkel",19876,656464
"Elvis Luciano","TOR",25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Elvis Luciano",20632,672773
"Jake Arrieta","PHI",24,50,0,2,4,0,0.02,0.38,0.155555555,0.173913043,0.177777777,1,0,7,0.35169082,"Jake Arrieta",4153,453562
"Lucas Sims","CIN",24,8,0,0,0,0,0,0.625,0.125,0.125,0.125,0,0,1,0.25,"Lucas Sims",13470,608371
"Tyler Bashlor","NYM",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tyler Bashlor",15203,641341
"Jesus Tinoco","COL",24,6,0,1,0,0,0,0.666666666,0.2,0.2,0.2,0,0,1,0.4,"Jesus Tinoco",16300,622786
"Joshua Fuentes","COL",24,56,3,8,7,1,0.017857142,0.357142857,0.218181818,0.232142857,0.4,0,0,12,0.632142857,"Joshua Fuentes",16885,658069
"Touki Toussaint","ATL",24,10,0,0,0,0,0,0.7,0,0,0,0,0,0,0,"Touki Toussaint",16929,657053
"Ryan Helsley","STL",24,3,0,0,0,0,0,0.666666666,0.333333333,0.333333333,0.333333333,0,0,1,0.666666666,"Ryan Helsley",18138,664854
"Michel Baez","SDP",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Michel Baez",20100,673258
"CC Sabathia","NYY",23,3,0,0,0,0,0,0.666666666,0,0,0,0,0,0,0,"CC Sabathia",404,282332
"Danny Duffy","KCR",23,4,0,0,0,0,0,0.5,0.25,0.25,0.25,0,0,1,0.5,"Danny Duffy",3542,518633
"Jordan Zimmermann","DET",23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jordan Zimmermann",4505,519455
"Brad Peacock","HOU",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Peacock",5401,502748
"Chris Archer","PIT",23,41,0,1,2,0,0.073170731,0.463414634,0.114285714,0.184210526,0.114285714,0,0,4,0.29849624,"Chris Archer",6345,502042
"Carlos Carrasco","CLE",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carlos Carrasco",6632,471911
"Craig Kimbrel","CHC",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Craig Kimbrel",6655,518886
"Tommy Milone","SEA",23,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Tommy Milone",7608,543548
"Nathan Eovaldi","BOS",23,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Nathan Eovaldi",9132,543135
"Ryan Tepera","TOR",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Tepera",10291,572193
"Jason Adam","TOR",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Adam",11861,592094
"Félix Peña","LAA",23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Felix Pena",13403,570240
"Sam Tuivailala","SEA",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Tuivailala",13485,592815
"Blake Snell","TBR",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blake Snell",13543,605483
"Jandel Gustave","SFG",23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jandel Gustave",14665,594311
"Franklin Barreto","OAK",23,58,2,6,5,1,0.017241379,0.396551724,0.122807017,0.137931034,0.263157894,0,0,7,0.401088928,"Franklin Barreto",15519,620439
"David Hess","BAL",23,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0,"David Hess",16130,605276
"Alex Blandino","CIN",23,50,1,6,3,0,0.2,0.28,0.25,0.42,0.361111111,1,0,9,0.781111111,"Alex Blandino",16271,607468
"Ryan McBroom","KCR",23,83,0,8,6,0,0.084337349,0.301204819,0.293333333,0.361445783,0.36,3,0,22,0.721445783,"Ryan McBroom",16524,643436
"Taylor Clarke","ARI",23,25,1,2,2,0,0,0.4,0.25,0.25,0.375,0,0,6,0.625,"Taylor Clarke",17611,664199
"Cal Quantrill","SDP",23,30,0,1,1,0,0.033333333,0.2,0.08,0.115384615,0.08,0,1,2,0.195384615,"Cal Quantrill",19312,615698
"Gavin Lux","LAD",23,82,2,12,9,2,0.085365853,0.292682926,0.24,0.304878048,0.4,0,0,18,0.704878048,"Gavin Lux",19955,666158
"David Price","BOS",22,2,0,0,1,0,0,0.5,0.5,0.5,0.5,0,0,1,1,"David Price",3184,456034
"Neil Ramírez","- - -",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neil Ramirez",7677,519166
"Juan Minaya","CHW",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juan Minaya",10341,573668
"Trevor Rosenthal","- - -",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevor Rosenthal",10745,572096
"Rafael Montero","TEX",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rafael Montero",12760,606160
"Michael Pérez","TBR",22,55,0,6,2,0,0.145454545,0.345454545,0.217391304,0.345454545,0.326086956,0,0,10,0.671541501,"Michael Perez",12977,605421
"Drew VerHagen","DET",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drew VerHagen",13424,572403
"Carl Edwards Jr.","- - -",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carl Edwards Jr.",13607,605218
"Brian Johnson","BOS",22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Brian Johnson",14272,598271
"Kyle Freeland","COL",22,31,0,1,0,0,0.096774193,0.483870967,0.086956521,0.192307692,0.086956521,1,0,2,0.279264213,"Kyle Freeland",16256,607536
"Trevor Hildenberger","MIN",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevor Hildenberger",17002,657610
"Pablo López","MIA",22,36,0,1,3,0,0,0.527777777,0.171428571,0.171428571,0.228571428,0,0,6,0.399999999,"Pablo Lopez",17085,641154
"Kevin Kramer","PIT",22,50,0,5,5,0,0.12,0.34,0.166666666,0.26,0.19047619,0,1,7,0.45047619,"Kevin Kramer",17689,596012
"Cedric Mullins","BAL",22,74,0,7,4,1,0.054054054,0.189189189,0.09375,0.180555555,0.15625,2,0,6,0.336805555,"Cedric Mullins",17929,656775
"Peter Lambert","COL",22,34,0,3,2,0,0.088235294,0.294117647,0.321428571,0.387096774,0.321428571,1,0,9,0.708525345,"Peter Lambert",17969,663567
"Kyle Tucker","HOU",22,72,4,15,11,5,0.055555555,0.277777777,0.268656716,0.319444444,0.537313432,1,0,18,0.856757876,"Kyle Tucker",18345,663656
"Andrés Muñoz","SDP",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andres Munoz",20373,662253
"Erik Kratz","- - -",21,53,1,1,3,0,0.037735849,0.264150943,0.102040816,0.16981132,0.204081632,0,0,5,0.373892952,"Erik Kratz",4403,456124
"Fernando Abad","SFG",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fernando Abad",4994,472551
"Jesús Sucre","BAL",21,67,0,3,3,0,0.059701492,0.19402985,0.209677419,0.268656716,0.241935483,1,0,13,0.510592199,"Jesus Sucre",5942,491696
"Mike Foltynewicz","ATL",21,38,0,1,1,0,0,0.5,0.057142857,0.057142857,0.057142857,1,0,2,0.114285714,"Mike Foltynewicz",10811,592314
"Mike Clevinger","CLE",21,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Mike Clevinger",12808,605182
"Nicky Delmonico","CHW",21,68,1,6,6,0,0.058823529,0.367647058,0.206349206,0.264705882,0.285714285,1,1,13,0.550420167,"Nicky Delmonico",13157,547170
"JT Chargois","LAD",21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"JT Chargois",13767,608638
"Adam Plutko","CLE",21,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Adam Plutko",15846,592644
"Stephen Tarpley","NYY",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stephen Tarpley",15859,605501
"Domingo Leyba","ARI",21,30,0,6,5,0,0.133333333,0.3,0.28,0.366666666,0.44,0,0,7,0.806666666,"Domingo Leyba",16404,642736
"Elieser Hernández","MIA",21,24,0,0,0,0,0.041666666,0.416666666,0.052631578,0.1,0.052631578,0,0,1,0.152631578,"Elieser Hernandez",16933,622694
"Erick Fedde","WSN",21,20,0,1,0,0,0,0.3,0.133333333,0.133333333,0.133333333,0,0,2,0.266666666,"Erick Fedde",17425,607200
"Pete Fairbanks","- - -",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pete Fairbanks",17998,664126
"Andrew Suárez","SFG",21,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,"Andrew Suarez",18300,605498
"Travis Bergen","SFG",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Travis Bergen",18581,664157
"Seunghwan Oh","COL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seunghwan Oh",18719,493200
"Austin Hays","BAL",21,75,4,12,13,2,0.093333333,0.173333333,0.308823529,0.373333333,0.573529411,0,0,21,0.946862744,"Austin Hays",19363,669720
"Zach Plesac","CLE",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zach Plesac",19979,668676
"Emmanuel Clase","TEX",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Emmanuel Clase",21032,661403
"Gorkys Hernández","BOS",20,57,0,5,2,1,0.087719298,0.245614035,0.142857142,0.218181818,0.244897959,0,0,7,0.463079777,"Gorkys Hernandez",4146,491676
"Pat Neshek","PHI",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pat Neshek",4682,450212
"Matt Kemp","CIN",20,62,1,4,5,0,0.016129032,0.306451612,0.2,0.209677419,0.283333333,2,0,12,0.493010752,"Matt Kemp",5631,461314
"Caleb Joseph","ARI",20,41,0,5,3,0,0.024390243,0.243902439,0.210526315,0.25,0.263157894,0,0,8,0.513157894,"Caleb Joseph",7087,543376
"Jake Elmore","PIT",20,49,0,3,4,0,0.040816326,0.163265306,0.212765957,0.244897959,0.234042553,0,1,10,0.478940512,"Jake Elmore",7290,518653
"David Hale","NYY",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David Hale",9756,571735
"Parker Markel","- - -",20,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,"Parker Markel",12106,571917
"Connor Sadzeck","SEA",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Connor Sadzeck",13483,592712
"Taylor Guerrieri","TEX",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taylor Guerrieri",13616,605260
"Max Moroff","CLE",20,35,1,3,4,1,0.057142857,0.457142857,0.125,0.176470588,0.25,0,0,4,0.426470588,"Max Moroff",14556,621559
"Edubray Ramos","PHI",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Edubray Ramos",16086,591693
"Sam Howard","COL",20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sam Howard",16265,607572
"Jason Martin","PIT",20,40,0,5,2,2,0.1,0.25,0.25,0.325,0.305555555,0,0,9,0.630555555,"Jason Martin",16429,641829
"Kelvin Gutiérrez","KCR",20,79,1,4,11,1,0.063291139,0.303797468,0.260273972,0.303797468,0.356164383,2,0,19,0.659961851,"Kelvin Gutierrez",17468,642721
"Taylor Ward","LAA",20,48,1,4,2,0,0.125,0.479166666,0.19047619,0.291666666,0.333333333,1,0,8,0.624999999,"Taylor Ward",17548,621493
"Nick Dini","KCR",20,64,2,11,6,0,0.0625,0.28125,0.196428571,0.269841269,0.357142857,1,0,11,0.626984126,"Nick Dini",18206,664926
"Carson Fulmer","CHW",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carson Fulmer",18311,608334
"Matt Festa","SEA",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Festa",19330,670036
"Sean Murphy","OAK",20,60,4,14,8,0,0.1,0.266666666,0.245283018,0.333333333,0.566037735,3,0,13,0.899371068,"Sean Murphy",19352,669221
"JD Hammer","PHI",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"JD Hammer",19548,670456
"Nico Hoerner","CHC",20,82,3,13,17,0,0.036585365,0.134146341,0.282051282,0.304878048,0.435897435,3,0,22,0.740775483,"Nico Hoerner",21479,663538
"Héctor Santiago","- - -",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hector Santiago",4026,502327
"Isaac Galloway","MIA",19,54,0,6,1,2,0,0.314814814,0.166666666,0.166666666,0.185185185,0,0,9,0.351851851,"Isaac Galloway",5238,543194
"Gio González","MIL",19,28,0,1,0,0,0.035714285,0.607142857,0.04,0.076923076,0.04,0,0,1,0.116923076,"Gio Gonzalez",7448,461829
"Dallas Keuchel","ATL",19,41,0,0,2,0,0.024390243,0.682926829,0.131578947,0.153846153,0.157894736,0,0,5,0.311740889,"Dallas Keuchel",9434,572971
"Shelby Miller","TEX",19,3,0,0,0,0,0.666666666,0.333333333,0,0.666666666,0,0,0,0,0.666666666,"Shelby Miller",10197,571946
"Mike Wright Jr.","- - -",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mike Wright Jr.",12586,605541
"Randy Rosario","- - -",19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Randy Rosario",14508,600968
"Chad Wallach","MIA",19,54,1,4,3,0,0.111111111,0.222222222,0.25,0.333333333,0.375,0,0,12,0.708333333,"Chad Wallach",17161,595453
"Garrett Stubbs","HOU",19,39,0,8,2,1,0.102564102,0.179487179,0.2,0.282051282,0.285714285,1,0,7,0.567765567,"Garrett Stubbs",18067,596117
"Jaime Barria","LAA",19,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Jaime Barria",18356,642545
"Randy Arozarena","STL",19,23,1,4,2,2,0.086956521,0.173913043,0.3,0.391304347,0.5,0,1,6,0.891304347,"Randy Arozarena",19290,668227
"José Suarez","LAA",19,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Jose Suarez",19911,660761
"Edwin Jackson","- - -",18,3,0,0,0,0,0,0.666666666,0,0,0,0,0,0,0,"Edwin Jackson",1841,429719
"Ross Detwiler","CHW",18,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Ross Detwiler",2859,446321
"Giancarlo Stanton","NYY",18,72,3,8,13,0,0.166666666,0.333333333,0.288135593,0.402777777,0.491525423,1,0,17,0.8943032,"Giancarlo Stanton",4949,519317
"Kyle Higashioka","NYY",18,57,3,8,11,0,0,0.45614035,0.214285714,0.210526315,0.464285714,1,0,12,0.674812029,"Kyle Higashioka",5517,543309
"Ryan Weber","BOS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Weber",10160,543901
"Josh A. Smith","BOS",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Josh A. Smith",10946,595001
"Drew Gagnon","NYM",18,4,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,1,0,1,0.666666666,"Drew Gagnon",12545,543193
"Alen Hanson","TOR",18,48,0,5,4,1,0.0625,0.354166666,0.162790697,0.229166666,0.162790697,0,0,7,0.391957363,"Alen Hanson",12926,593700
"Dylan Covey","CHW",18,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Dylan Covey",14825,592229
"Andrew Heaney","LAA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andrew Heaney",15423,571760
"Michael Hermosillo","LAA",18,46,0,7,3,2,0.108695652,0.413043478,0.138888888,0.304347826,0.222222222,1,0,5,0.526570048,"Michael Hermosillo",16285,641684
"Joe Harvey","- - -",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joe Harvey",16459,642840
"Aramis Garcia","SFG",18,46,2,5,5,0,0.086956521,0.456521739,0.142857142,0.217391304,0.309523809,1,0,6,0.526915113,"Aramis Garcia",16925,605244
"Jake Jewell","LAA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Jewell",16958,657228
"Jeff Hoffman","COL",18,24,0,2,1,0,0,0.375,0.238095238,0.238095238,0.238095238,0,0,5,0.476190476,"Jeff Hoffman",17432,656546
"Cody Stashak","MIN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cody Stashak",18088,664054
"Kyle Lewis","SEA",18,75,6,10,13,0,0.04,0.386666666,0.267605633,0.293333333,0.591549295,0,0,19,0.884882628,"Kyle Lewis",19508,641786
"Andrew Knizner","STL",18,58,2,7,7,2,0.068965517,0.24137931,0.226415094,0.293103448,0.37735849,3,0,12,0.670461938,"Andrew Knizner",19514,668800
"Griffin Canning","LAA",18,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Griffin Canning",19867,656288
"Brendan McKay","TBR",18,11,1,2,1,0,0.09090909,0.181818181,0.2,0.272727272,0.5,1,0,2,0.772727272,"Brendan McKay",20186,656713
"Abraham Almonte","ARI",17,38,1,11,4,0,0.184210526,0.210526315,0.29032258,0.421052631,0.548387096,1,0,9,0.969439727,"Abraham Almonte",5486,501659
"Justin Miller","WSN",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Justin Miller",8580,502522
"David Freitas","- - -",17,20,0,2,1,0,0.2,0.25,0.066666666,0.25,0.066666666,1,0,1,0.316666666,"David Freitas",10619,571679
"Asher Wojciechowski","BAL",17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Asher Wojciechowski",10836,592879
"Breyvic Valera","- - -",17,52,1,7,6,0,0.076923076,0.134615384,0.234042553,0.307692307,0.382978723,1,0,11,0.69067103,"Breyvic Valera",12758,591971
"Burch Smith","- - -",17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Burch Smith",12784,572143
"Sócrates Brito","TOR",17,43,0,5,2,0,0.093023255,0.395348837,0.076923076,0.162790697,0.128205128,2,0,3,0.290995825,"Socrates Brito",12944,593647
"Paul Sewald","NYM",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paul Sewald",13892,623149
"Ray Black","- - -",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ray Black",14244,605143
"Jimmie Sherfy","ARI",17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jimmie Sherfy",15118,642073
"Dustin Peterson","DET",17,47,0,3,6,1,0.042553191,0.29787234,0.227272727,0.276595744,0.318181818,1,0,10,0.594777562,"Dustin Peterson",15189,640460
"Tyler Rogers","SFG",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tyler Rogers",15541,643511
"Jordan Romano","TOR",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Romano",16122,605447
"Dan Altavilla","SEA",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dan Altavilla",16507,656186
"Daniel Zamora","NYM",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daniel Zamora",17811,623354
"Taylor Guilbeau","SEA",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taylor Guilbeau",18306,607555
"Alex Young","ARI",17,25,0,1,0,0,0,0.72,0.04,0.04,0.04,0,0,1,0.08,"Alex Young",18333,622065
"Dillon Peters","LAA",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dillon Peters",18790,596071
"Miguel Del Pozo","LAA",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Miguel Del Pozo",18792,600887
